    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6733e+00  1.7362e+00  5.3032e-03 -1.4389e-01 -3.7259e-02  4.6917e-02  1.3632e-02 -6.5048e-01  5.9113e-01  8.8343e-02  2.0053e+00  2.4801e+00  1.2527e-02  6.9944e-03  1.2913e-02  3.9541e-03 -2.1160e-02  2.4328e-03  2.0729e-02  1.5378e+00  1.3623e+00  8.0841e-01  8.3114e-01  5.5954e-01  5.9649e-01  3.1382e-02  9.1331e-02  1.9205e-01  3.5369e-01  8.7860e-01
  6.1000e+00  1.6750e+00  1.7371e+00  5.0782e-03 -1.2640e-01 -3.0790e-02  4.1627e-02  1.2733e-02 -9.1188e-01  5.2314e-01  8.4339e-02  2.0054e+00  2.4801e+00  1.1436e-02  6.5467e-03  1.2275e-02  3.6824e-03 -2.1949e-02  2.3921e-03  1.9156e-02  1.5377e+00  1.3623e+00  7.1972e-01  7.4050e-01  4.9564e-01  5.2894e-01  2.7506e-02  8.0050e-02  1.6882e-01  3.5050e-01  8.7827e-01
  6.2000e+00  1.6763e+00  1.7379e+00  4.8804e-03 -1.1240e-01 -2.4645e-02  3.7805e-02  1.1903e-02 -9.0181e-01  4.7057e-01  8.1369e-02  2.0054e+00  2.4800e+00  1.0512e-02  6.0841e-03  1.1690e-02  3.4210e-03 -2.2777e-02  2.3434e-03  1.7925e-02  1.5377e+00  1.3622e+00  6.5023e-01  6.6884e-01  4.4668e-01  4.7698e-01  2.5000e-02  7.2305e-02  1.5168e-01  3.4552e-01  8.7842e-01
  6.3000e+00  1.6694e+00  1.7396e+00  5.0252e-03  1.7786e-01  2.0393e-01  8.5153e-02  3.4346e-01 -5.0650e-01  1.0039e+00  6.0998e-01  2.0065e+00  2.4872e+00  1.0842e-01  2.4737e-01  1.8557e-01  1.6191e-01  1.5309e-01  5.6845e-02  6.2284e-02  1.5373e+00  1.3653e+00  9.4915e-01  8.6958e-01  7.9722e-01  8.4318e-01  8.3920e-01  2.1148e+00  1.7487e+00  3.6769e-01  9.0303e-01
  6.4000e+00  1.6712e+00  1.7427e+00  4.1476e-03  5.9287e-01  4.3703e-01  1.4320e-01  7.0917e-01 -1.1929e+00  9.4352e-01  1.2277e+00  2.0106e+00  2.4972e+00  2.1857e-01  5.4934e-01  3.7749e-01  3.5299e-01  3.4772e-01  8.4174e-02  1.0676e-01  1.5422e+00  1.3691e+00  8.0609e-01  5.2816e-01  7.1827e-01  6.9811e-01  1.1509e+00  3.0007e+00  2.3593e+00  4.3509e-01  9.2294e-01
  6.5000e+00  1.6628e+00  1.7379e+00  6.1253e-03  1.7554e-01  2.2975e-01  1.0581e-01  3.3580e-01 -1.9474e+00  1.2305e+00  6.8303e-01  2.0064e+00  2.4875e+00  1.1528e-01  2.6857e-01  2.0339e-01  1.7012e-01  1.7520e-01  3.3816e-02  6.6193e-02  1.5458e+00  1.3656e+00  1.3083e+00  1.1735e+00  1.1118e+00  1.1422e+00  9.2999e-01  2.3167e+00  1.9304e+00  5.3446e-01  9.0987e-01
  6.6000e+00  1.6337e+00  1.7305e+00  9.9709e-03 -1.4527e-01  1.9025e-01  5.4600e-02  2.4287e-01 -1.2436e+00  2.8029e+00  3.2085e-01  2.0011e+00  2.4810e+00  8.3698e-02  5.0026e-02  1.1704e-01  4.5656e-02  5.1988e-02  2.0035e-02  4.7831e-02  1.5387e+00  1.3625e+00  2.7705e+00  2.8498e+00  2.4904e+00  2.6464e+00  1.0264e+00  2.0614e+00  2.0509e+00  7.0763e-01  9.2617e-01
  6.7000e+00  1.6274e+00  1.7291e+00  1.1649e-02 -8.5755e-02  3.0993e-01  4.8375e-02  3.8356e-01 -1.4940e+00  3.1134e+00  4.4273e-01  2.0003e+00  2.4845e+00  1.5740e-01  1.1254e-01  1.8952e-01  6.7678e-02  9.3303e-02  3.4586e-02  6.6220e-02  1.5382e+00  1.3634e+00  3.0544e+00  3.1356e+00  2.7686e+00  2.9343e+00  1.1734e+00  2.4129e+00  2.3027e+00  1.0493e+00  9.4257e-01
  6.8000e+00  1.6346e+00  1.7326e+00  2.4653e-02  2.0347e-01  4.8163e-01  1.1898e-01  6.6730e-01 -1.6139e+00  2.6043e+00  1.0490e+00  2.0059e+00  2.4955e+00  2.6293e-01  4.4715e-01  3.9816e-01  2.7361e-01  3.1076e-01  1.0945e-01  1.2847e-01  1.5382e+00  1.3691e+00  2.7289e+00  2.6371e+00  2.4619e+00  2.5434e+00  1.2947e+00  3.0860e+00  2.6027e+00  1.1571e+00  9.5505e-01
  6.9000e+00  1.6371e+00  1.7311e+00  2.4760e-02  7.1843e-02  3.4221e-01  1.2881e-01  5.0235e-01 -1.4796e+00  2.3956e+00  9.3660e-01  2.0067e+00  2.4934e+00  2.2248e-01  4.0409e-01  3.5431e-01  2.5874e-01  2.9271e-01  1.0940e-01  1.2921e-01  1.5378e+00  1.3692e+00  2.6531e+00  2.5618e+00  2.3207e+00  2.3856e+00  1.1820e+00  2.8518e+00  2.4311e+00  9.5610e-01  9.3811e-01
