log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.8678e+00	2.7372e+00	5.1609e-01	1.2908e+00	1.1545e+00	3.2663e+00	6.2974e+00	1.3800e+00	2.4856e-01	1.1805e+00
6.1	2.7439e+00	3.0909e+00	5.7275e-01	1.5433e+00	1.3691e+00	2.8069e+00	7.0751e+00	1.7273e+00	3.5355e-01	1.0288e+00
6.2	2.5268e+00	3.1514e+00	4.5427e-01	1.6087e+00	1.5272e+00	2.5569e+00	7.4137e+00	1.8254e+00	4.5281e-01	8.3435e-01
6.3	2.0994e+00	3.3309e+00	3.3872e-01	1.6727e+00	1.6691e+00	2.3033e+00	8.0846e+00	1.8406e+00	6.1994e-01	8.1932e-01
6.4	1.3176e+00	4.1112e+00	8.1446e-01	1.6380e+00	1.6745e+00	1.9336e+00	8.3903e+00	1.9499e+00	9.3176e-01	1.5276e+00
6.5	1.0092e+00	4.4078e+00	1.0955e+00	1.2785e+00	1.6280e+00	1.7814e+00	7.9999e+00	2.1518e+00	1.1122e+00	1.4292e+00
6.6	9.0558e-01	4.0706e+00	1.1612e+00	1.2967e+00	1.7495e+00	1.6574e+00	8.4989e+00	2.2750e+00	1.3539e+00	1.5296e+00
6.7	7.4017e-01	4.2116e+00	1.3206e+00	1.2760e+00	1.5540e+00	1.4274e+00	8.3358e+00	2.3121e+00	1.4290e+00	2.0801e+00
6.8	6.9761e-01	4.5444e+00	1.6277e+00	1.4711e+00	1.3678e+00	1.3389e+00	8.2738e+00	2.5752e+00	1.5926e+00	3.0239e+00
6.9	8.3541e-01	5.7583e+00	1.7497e+00	1.2645e+00	9.9405e-01	1.1884e+00	7.1752e+00	2.7588e+00	1.6808e+00	3.5582e+00
7.0	1.0089e+00	5.9060e+00	1.6752e+00	7.9360e-01	6.7456e-01	1.0207e+00	5.6432e+00	2.8196e+00	1.7299e+00	3.6972e+00
7.1	1.2215e+00	5.5716e+00	1.2858e+00	-5.1135e-01	2.5397e-01	6.4821e-01	2.8786e+00	2.6515e+00	1.6580e+00	2.9646e+00
7.2	1.4157e+00	5.1049e+00	1.2632e+00	-7.7795e-01	1.4742e-01	5.0269e-01	1.8575e+00	2.7444e+00	1.8069e+00	2.6358e+00
7.3	1.5797e+00	4.5066e+00	1.3323e+00	-6.3027e-01	8.2484e-02	4.2463e-01	1.5442e+00	2.8396e+00	1.9640e+00	2.2539e+00
7.4	1.6668e+00	3.9545e+00	1.4049e+00	-4.3173e-01	3.2755e-02	3.5014e-01	1.3405e+00	2.8972e+00	2.0626e+00	1.8804e+00
7.5	1.6915e+00	3.3704e+00	1.4588e+00	-2.2172e-01	-5.3240e-02	2.7594e-01	1.1452e+00	2.9338e+00	2.1250e+00	1.4079e+00
7.6	1.6746e+00	2.7356e+00	1.4791e+00	-4.3018e-02	-1.6593e-01	2.0380e-01	9.7453e-01	2.9450e+00	2.1624e+00	8.9033e-01
