log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.6190e+00	4.5374e+00	6.4460e-01	2.0139e+00	1.8407e+00	4.1403e+00	8.5710e+00	2.2999e+00	9.7387e-01	1.1248e+00
6.1	2.2864e+00	4.3299e+00	6.2516e-01	1.9901e+00	1.9808e+00	3.4656e+00	8.5825e+00	2.3372e+00	1.0821e+00	1.0398e+00
6.2	2.3310e+00	4.2706e+00	1.9548e-01	1.8579e+00	2.1170e+00	3.6796e+00	9.0604e+00	2.1043e+00	1.1159e+00	7.4889e-01
6.3	1.8722e+00	4.0923e+00	8.4426e-01	1.9026e+00	2.1761e+00	3.0112e+00	1.0340e+01	2.1881e+00	1.1442e+00	2.4167e+00
6.4	1.5347e+00	4.0886e+00	1.3744e+00	1.7597e+00	1.9333e+00	2.3553e+00	9.7350e+00	2.2792e+00	1.3169e+00	4.1866e+00
6.5	1.3082e+00	3.8440e+00	1.7687e+00	1.7110e+00	1.9690e+00	1.9695e+00	9.1107e+00	2.1738e+00	1.6819e+00	3.2741e+00
6.6	1.2645e+00	5.0929e+00	2.2179e+00	1.7049e+00	1.8897e+00	1.7315e+00	8.6451e+00	2.7804e+00	2.1362e+00	1.9841e+00
6.7	1.2078e+00	6.7678e+00	2.4691e+00	1.8079e+00	1.6818e+00	1.4982e+00	8.2965e+00	3.0575e+00	1.9962e+00	2.9902e+00
6.8	1.2244e+00	7.1382e+00	2.6249e+00	1.5457e+00	1.2627e+00	1.2176e+00	7.0871e+00	3.7387e+00	2.0095e+00	3.6496e+00
6.9	1.3740e+00	7.4746e+00	2.2934e+00	5.1565e-01	7.0878e-01	9.9988e-01	5.2187e+00	3.8768e+00	2.0802e+00	3.6373e+00
7.0	1.6438e+00	8.1017e+00	1.8476e+00	-1.2405e+00	1.2501e-01	6.2654e-01	1.9475e+00	3.4439e+00	2.2403e+00	2.5463e+00
7.1	1.8087e+00	7.2776e+00	1.9650e+00	-1.0172e+00	2.0363e-01	6.0809e-01	1.7463e+00	3.7308e+00	2.5985e+00	2.4103e+00
7.2	1.9140e+00	6.3677e+00	2.0468e+00	-7.1293e-01	1.7858e-01	5.5281e-01	1.5360e+00	3.9066e+00	2.8640e+00	2.0688e+00
7.3	1.9425e+00	5.4334e+00	2.0919e+00	-3.8401e-01	8.3073e-02	4.8911e-01	1.3515e+00	4.0363e+00	3.0351e+00	1.6105e+00
7.4	1.9118e+00	4.4044e+00	2.0835e+00	-4.5295e-02	-8.4203e-02	4.2244e-01	1.2008e+00	4.1234e+00	3.1335e+00	1.0300e+00
7.5	1.8575e+00	3.4010e+00	2.0342e+00	2.7575e-01	-3.0029e-01	3.7117e-01	1.1097e+00	4.1852e+00	3.2101e+00	3.9283e-01
7.6	1.7968e+00	2.4192e+00	1.9556e+00	6.4517e-01	-5.7429e-01	3.5779e-01	1.1019e+00	4.2471e+00	3.2960e+00	-3.2967e-01
7.7	1.7349e+00	1.5439e+00	1.8311e+00	1.1519e+00	-9.0347e-01	4.1612e-01	1.2103e+00	4.2847e+00	3.3423e+00	-1.1265e+00
7.8	1.6868e+00	8.7135e-01	1.6812e+00	1.7853e+00	-1.2361e+00	5.6666e-01	1.4383e+00	4.3161e+00	3.3825e+00	-1.8787e+00
7.9	1.6667e+00	3.8543e-01	1.4678e+00	2.5665e+00	-1.5680e+00	7.7251e-01	1.7161e+00	4.3032e+00	3.4080e+00	-2.5142e+00
8.0	1.7152e+00	1.0904e-01	1.1835e+00	3.4684e+00	-1.8849e+00	9.4567e-01	1.9463e+00	4.2334e+00	3.4132e+00	-2.9497e+00
8.1	1.8960e+00	8.5656e-02	8.3266e-01	4.4957e+00	-2.1525e+00	1.0022e+00	2.0678e+00	4.1218e+00	3.3890e+00	-3.1272e+00
8.2	2.2420e+00	3.4824e-01	4.2359e-01	5.7197e+00	-2.3122e+00	8.6527e-01	2.0534e+00	4.0205e+00	3.3421e+00	-3.0345e+00
8.3	2.8112e+00	1.0757e+00	-9.7468e-02	7.2204e+00	-2.2247e+00	3.5291e-01	1.6952e+00	3.9764e+00	3.3279e+00	-2.5800e+00
8.4	3.5727e+00	2.3399e+00	-7.0337e-01	8.5381e+00	-1.4085e+00	-9.1165e-01	7.8312e-01	4.0538e+00	3.4215e+00	-1.6392e+00
8.5	4.3373e+00	3.7220e+00	-1.2715e+00	8.7804e+00	1.5356e+00	-3.1051e+00	-2.4440e-01	4.1839e+00	3.7261e+00	-8.1999e-02
8.6	1.6980e+00	1.5676e+00	-6.6451e-02	3.3631e+00	6.0385e+00	-4.8378e+00	6.7226e-01	4.2342e+00	4.2469e+00	2.1420e+00
8.7	5.4643e-01	6.3803e-01	4.3950e-01	3.0483e-01	4.0740e+00	-3.8931e+00	1.6352e+00	4.3130e+00	4.9554e+00	4.9024e+00
8.8	3.2659e-01	4.3957e-01	2.5125e-01	1.0771e-01	6.4216e-01	-5.0667e-01	1.8840e-01	5.2085e+00	5.7451e+00	7.7517e+00
8.9	2.8447e-01	3.8601e-01	1.9205e-01	1.4918e-01	9.0302e-02	1.4235e-03	4.5707e-01	6.7419e+00	6.5242e+00	1.0319e+01
9.0	3.0378e-01	4.1605e-01	1.6888e-01	2.4971e-01	-6.2384e-02	6.3977e-02	5.1209e-01	6.2847e+00	6.6025e+00	1.1738e+01
9.1	3.2891e-01	4.4773e-01	1.7833e-01	3.4929e-01	-1.2162e-01	3.2198e-02	5.3126e-01	4.3240e+00	5.6148e+00	1.1577e+01
