log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.8617e+00	3.9003e+00	3.3885e-01	1.4447e+00	1.4914e+00	4.0406e+00	6.9488e+00	1.7923e+00	4.2017e-01	1.0809e+00
6.1	2.4390e+00	4.9183e+00	5.2594e-01	1.8073e+00	1.7628e+00	3.2623e+00	7.6143e+00	2.1110e+00	6.8010e-01	1.0888e+00
6.2	2.1145e+00	4.6972e+00	5.6153e-01	1.7922e+00	1.8609e+00	2.9885e+00	7.8934e+00	2.1661e+00	8.1011e-01	1.0342e+00
6.3	1.8183e+00	5.1043e+00	7.4624e-01	1.8307e+00	1.7818e+00	2.5047e+00	8.1581e+00	2.1286e+00	9.0557e-01	1.6752e+00
6.4	1.4732e+00	5.3271e+00	9.2872e-01	1.6860e+00	1.7402e+00	2.2275e+00	7.8932e+00	1.9003e+00	1.0353e+00	2.2771e+00
6.5	1.2132e+00	5.5576e+00	1.2199e+00	1.4704e+00	1.8586e+00	2.0907e+00	8.0594e+00	2.1897e+00	1.3583e+00	1.6312e+00
6.6	1.0518e+00	5.8053e+00	1.3199e+00	1.4573e+00	1.9090e+00	1.7026e+00	8.2464e+00	2.3162e+00	1.5786e+00	1.4278e+00
6.7	8.5301e-01	5.9527e+00	1.5999e+00	1.5944e+00	1.7378e+00	1.4692e+00	8.3058e+00	2.4585e+00	1.5867e+00	2.3318e+00
6.8	8.6474e-01	6.4444e+00	1.8122e+00	1.5101e+00	1.4216e+00	1.3499e+00	7.7504e+00	2.7965e+00	1.6638e+00	3.0710e+00
6.9	9.5312e-01	6.9230e+00	1.9185e+00	1.2605e+00	1.0767e+00	1.2265e+00	6.8420e+00	3.0739e+00	1.7409e+00	3.5247e+00
7.0	1.1468e+00	6.5974e+00	1.7550e+00	4.8283e-01	6.2399e-01	9.9546e-01	5.1023e+00	3.0944e+00	1.7990e+00	3.4795e+00
7.1	1.3883e+00	6.2883e+00	1.4039e+00	-8.9378e-01	1.9365e-01	6.0349e-01	2.2803e+00	2.8793e+00	1.8365e+00	2.7362e+00
7.2	1.5872e+00	5.6889e+00	1.5107e+00	-8.0676e-01	1.6580e-01	5.2456e-01	1.8341e+00	3.0921e+00	2.0842e+00	2.5668e+00
7.3	1.7134e+00	4.9890e+00	1.5822e+00	-6.0155e-01	1.0916e-01	4.4316e-01	1.5704e+00	3.1923e+00	2.2493e+00	2.1935e+00
7.4	1.7761e+00	4.3445e+00	1.6471e+00	-3.7255e-01	3.2670e-02	3.7608e-01	1.3732e+00	3.2778e+00	2.3671e+00	1.7760e+00
7.5	1.7797e+00	3.6079e+00	1.6721e+00	-1.5042e-01	-8.4404e-02	3.0396e-01	1.1867e+00	3.3233e+00	2.4323e+00	1.2586e+00
7.6	1.7464e+00	2.8669e+00	1.6645e+00	4.9692e-02	-2.2970e-01	2.4341e-01	1.0397e+00	3.3531e+00	2.4862e+00	6.8530e-01
7.7	1.7063e+00	2.1234e+00	1.6113e+00	2.0412e-01	-4.2030e-01	1.8052e-01	8.3511e-01	3.3621e+00	2.5363e+00	2.1566e-02
7.8	1.6824e+00	1.4946e+00	1.5614e+00	4.7504e-01	-6.1058e-01	1.7581e-01	8.6750e-01	3.3772e+00	2.5795e+00	-5.2172e-01
7.9	1.6546e+00	9.9384e-01	1.5244e+00	8.0974e-01	-8.1013e-01	2.0413e-01	8.9427e-01	3.4302e+00	2.6287e+00	-1.2067e+00
8.0	1.6501e+00	6.6069e-01	1.4810e+00	1.2313e+00	-1.0003e+00	2.8220e-01	1.0158e+00	3.4673e+00	2.6754e+00	-1.7067e+00
8.1	1.6637e+00	3.2409e-01	1.3937e+00	1.8133e+00	-1.2100e+00	3.5509e-01	1.1309e+00	3.4674e+00	2.7202e+00	-2.1606e+00
8.2	1.7584e+00	2.8976e-01	1.2698e+00	2.4947e+00	-1.3630e+00	3.8771e-01	1.2660e+00	3.4325e+00	2.7325e+00	-2.3405e+00
8.3	1.9048e+00	3.5204e-01	1.0917e+00	3.3937e+00	-1.5066e+00	3.3004e-01	1.2655e+00	3.4073e+00	2.7562e+00	-2.4186e+00
8.4	2.1599e+00	8.5947e-01	9.3024e-01	4.1953e+00	-1.4760e+00	7.2128e-02	1.2077e+00	3.4210e+00	2.7636e+00	-2.1384e+00
8.5	2.4344e+00	1.3948e+00	7.1007e-01	5.1782e+00	-1.3041e+00	-5.6677e-01	7.7151e-01	3.5484e+00	2.8718e+00	-1.7360e+00
8.6	2.2920e+00	1.5123e+00	7.9562e-01	4.3704e+00	-6.8737e-01	-1.4810e+00	-5.0331e-02	3.6927e+00	3.0672e+00	-8.6547e-01
8.7	1.7882e+00	7.3717e-01	1.1680e+00	2.7364e+00	-3.4540e-01	-1.6882e+00	2.5529e-02	3.7773e+00	3.4037e+00	3.9841e-01
8.8	1.6534e+00	3.9238e-01	1.2891e+00	2.2619e+00	-9.1702e-01	-4.7154e-01	8.2592e-01	3.7007e+00	3.7453e+00	1.8474e+00
8.9	1.7450e+00	9.8912e-01	1.1271e+00	3.3462e+00	-1.1188e+00	8.3767e-02	1.5361e+00	3.7546e+00	4.2059e+00	3.5172e+00
9.0	1.6907e+00	1.5012e+00	1.1954e+00	2.9259e+00	-8.1206e-01	7.3686e-02	1.6996e+00	4.0889e+00	4.5766e+00	4.9518e+00
9.1	1.7233e+00	1.7445e+00	1.0638e+00	2.9402e+00	-9.2962e-01	4.8881e-02	1.5237e+00	4.4033e+00	4.8070e+00	5.9382e+00
9.2	1.9153e+00	1.7159e+00	8.8666e-01	3.8751e+00	-9.5757e-01	-3.8013e-01	1.2123e+00	4.2039e+00	4.4247e+00	5.0027e+00
9.3	2.0749e+00	2.1043e+00	4.9675e-01	4.9873e+00	-9.0256e-01	-9.0605e-01	9.3233e-01	3.9034e+00	3.8634e+00	3.4935e+00
9.4	1.6073e+00	2.4930e+00	4.5393e-01	3.7235e+00	2.4243e-02	-1.6383e+00	5.1814e-01	3.8687e+00	3.9011e+00	3.9880e+00
9.5	1.0818e+00	1.5680e+00	4.6215e-01	1.8772e+00	1.2156e-01	-1.4153e+00	3.6337e-01	3.8080e+00	4.0017e+00	5.1332e+00
9.6	7.0174e-01	1.5861e+00	6.9740e-01	3.7215e-01	2.6068e-01	3.4525e-02	1.2369e+00	3.3029e+00	3.8690e+00	6.3334e+00
9.7	7.0033e-01	1.2429e+00	6.7749e-01	3.3539e-01	5.3824e-02	6.3436e-01	1.5830e+00	2.2297e+00	2.9029e+00	6.7739e+00
9.8	6.1034e-01	1.0632e+00	5.7084e-01	3.1493e-01	5.1268e-02	4.6371e-01	1.1187e+00	2.0332e+00	2.5373e+00	5.8462e+00
9.9	7.8986e-01	1.4630e+00	8.6775e-01	4.1404e-01	1.4090e-01	9.2282e-01	1.9237e+00	1.9727e+00	2.0480e+00	5.3555e+00
10.0	4.1923e-01	5.3480e-01	2.9237e-01	2.4396e-01	-1.0347e-01	7.9690e-02	3.9591e-01	1.0314e+00	1.2300e+00	4.9427e+00
10.1	8.3842e-01	1.3496e+00	8.2308e-01	3.5061e-01	-5.5701e-02	5.9486e-01	1.3729e+00	1.9253e+00	1.7677e+00	3.1060e+00
10.2	2.7849e-01	4.0730e-01	1.8466e-01	2.0483e-01	-5.6782e-02	2.5630e-02	3.3330e-01	6.8037e-01	7.5282e-01	3.9903e+00
10.3	1.0600e+00	1.9917e+00	1.1574e+00	5.0286e-01	1.2055e-01	1.0835e+00	2.3212e+00	2.2723e+00	1.7920e+00	1.8021e+00
10.4	1.6998e+00	-3.9821e-01	1.0876e+00	3.3374e+00	-1.6175e+00	3.6856e-01	9.2990e-01	3.2204e+00	3.0098e+00	-1.8609e+00
10.5	1.3443e+00	2.7266e+00	1.5941e+00	4.8687e-01	9.9165e-02	1.2555e+00	3.6060e+00	2.9132e+00	2.0050e+00	1.7469e+00
10.6	2.3318e+00	3.9067e+00	1.3069e+00	1.0773e+00	-6.8291e-01	1.3977e+00	1.0643e+01	2.8488e+00	1.6982e+00	9.7608e-01
10.7	2.8527e+00	4.0179e+00	1.1213e+00	1.6232e+00	-5.5048e-01	1.4382e+00	1.0298e+01	3.7024e+00	6.4834e-01	3.2343e+00
10.8	2.0878e+00	3.6749e+00	1.4213e+00	9.9273e-01	-5.1436e-01	1.4937e+00	1.0400e+01	2.9604e+00	2.3083e+00	4.1391e-01
