   0.6000000E+01   0.5289265E+02   0.4102265E+02   0.3916562E+02   0.3869643E+02
   0.6100000E+01   0.5285968E+02   0.4098968E+02   0.3925287E+02   0.3881428E+02
   0.6200000E+01   0.5280928E+02   0.4093928E+02   0.3928532E+02   0.3887564E+02
   0.6300000E+01   0.5271258E+02   0.4084258E+02   0.3930068E+02   0.3892885E+02
   0.6400000E+01   0.5262039E+02   0.4075039E+02   0.3925596E+02   0.3889502E+02
   0.6500000E+01   0.5247203E+02   0.4060203E+02   0.3915230E+02   0.3878661E+02
   0.6600000E+01   0.5226240E+02   0.4039240E+02   0.3901245E+02   0.3864530E+02
   0.6700000E+01   0.5197840E+02   0.4010840E+02   0.3886577E+02   0.3852026E+02
   0.6800000E+01   0.5168920E+02   0.3981920E+02   0.3870405E+02   0.3838088E+02
   0.6900000E+01   0.5137739E+02   0.3950739E+02   0.3855855E+02   0.3825008E+02
   0.7000000E+01   0.5112203E+02   0.3925203E+02   0.3840735E+02   0.3809832E+02
   0.7100000E+01   0.5086477E+02   0.3899477E+02   0.3826476E+02   0.3795958E+02
   0.7200000E+01   0.5059749E+02   0.3872749E+02   0.3812853E+02   0.3783494E+02
   0.7300000E+01   0.5037000E+02   0.3850000E+02   0.3799773E+02   0.3771525E+02
   0.7400000E+01   0.5017442E+02   0.3830442E+02   0.3788966E+02   0.3760889E+02
   0.7500000E+01   0.4999044E+02   0.3812044E+02   0.3778678E+02   0.3751018E+02
   0.7600000E+01   0.4985630E+02   0.3798630E+02   0.3768431E+02   0.3741064E+02
   0.7700000E+01   0.4973755E+02   0.3786755E+02   0.3758169E+02   0.3731282E+02
   0.7800000E+01   0.4951030E+02   0.3764030E+02   0.3746168E+02   0.3719961E+02
   0.7900000E+01   0.4931985E+02   0.3744985E+02   0.3735806E+02   0.3710487E+02
   0.8000000E+01   0.4922026E+02   0.3735026E+02   0.3725149E+02   0.3700919E+02
   0.8100000E+01   0.4909265E+02   0.3722265E+02   0.3710942E+02   0.3688274E+02
   0.8200000E+01   0.4886718E+02   0.3699718E+02   0.3698395E+02   0.3677778E+02
   0.8300000E+01   0.4863324E+02   0.3676324E+02   0.3681422E+02   0.3663116E+02
   0.8400000E+01   0.4841735E+02   0.3654735E+02   0.3663172E+02   0.3647725E+02
   0.8500000E+01   0.4817405E+02   0.3630405E+02   0.3644648E+02   0.3633685E+02
   0.8600000E+01   0.4792610E+02   0.3605610E+02   0.3616147E+02   0.3613329E+02
   0.8700000E+01   0.4760732E+02   0.3573732E+02   0.3585720E+02   0.3596205E+02
   0.8800000E+01   0.4740126E+02   0.3553126E+02   0.3552006E+02   0.3577915E+02
   0.8900000E+01   0.4721070E+02   0.3534070E+02   0.3508991E+02   0.3560757E+02
   0.9000000E+01   0.4706482E+02   0.3519482E+02   0.3459617E+02   0.3540403E+02
   0.9100000E+01   0.4652520E+02   0.3465520E+02   0.3441046E+02   0.3521169E+02
   0.9200000E+01   0.4674061E+02   0.3487061E+02   0.3427338E+02   0.3499706E+02
   0.9300000E+01   0.4675778E+02   0.3488778E+02   0.3405910E+02   0.3477948E+02
   0.9400000E+01   0.4665458E+02   0.3478458E+02   0.3365773E+02   0.3452378E+02
   0.9500000E+01   0.4648364E+02   0.3461364E+02   0.3330402E+02   0.3428415E+02
   0.9600000E+01   0.4644621E+02   0.3457621E+02   0.3293805E+02   0.3403124E+02
   0.9700000E+01   0.4639227E+02   0.3452227E+02   0.3271288E+02   0.3377521E+02
   0.9800000E+01   0.4612868E+02   0.3425868E+02   0.3257358E+02   0.3360869E+02
   0.9900000E+01   0.4612904E+02   0.3425904E+02   0.3232219E+02   0.3342303E+02
   0.1000000E+02   0.4602829E+02   0.3415829E+02   0.3254823E+02   0.3320462E+02
   0.1010000E+02   0.4590091E+02   0.3403091E+02   0.3202592E+02   0.3299954E+02
   0.1020000E+02   0.4592694E+02   0.3405694E+02   0.3242077E+02   0.3281640E+02
   0.1030000E+02   0.4579337E+02   0.3392337E+02   0.3245267E+02   0.3272837E+02
   0.1040000E+02   0.4580954E+02   0.3393954E+02   0.3222108E+02   0.3223170E+02
   0.1050000E+02   0.4555747E+02   0.3368747E+02   0.3161062E+02   0.3179943E+02
   0.1060000E+02   0.4521151E+02   0.3334151E+02   0.3218420E+02   0.3287676E+02
   0.1070000E+02   0.4110354E+02   0.2923354E+02   0.3370338E+02   0.3351813E+02
   0.1080000E+02   0.4690009E+02   0.3503009E+02   0.3394164E+02   0.3360795E+02
   0.1090000E+02   0.4713801E+02   0.3526801E+02   0.3329490E+02   0.3302712E+02
   0.1100000E+02   0.4700677E+02   0.3513677E+02   0.3326692E+02   0.3310058E+02
