log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.9735e+00	3.7692e+00	2.7760e-01	1.4134e+00	1.4541e+00	4.1981e+00	6.7237e+00	1.6699e+00	3.6678e-01	9.8725e-01
6.1	2.2981e+00	4.5310e+00	5.4889e-01	1.6650e+00	1.8047e+00	3.3037e+00	7.7318e+00	2.0170e+00	7.2848e-01	9.9560e-01
6.2	2.0130e+00	4.9082e+00	8.1131e-01	1.8026e+00	1.7714e+00	2.8932e+00	7.9330e+00	2.2980e+00	8.5388e-01	1.3298e+00
6.3	2.0726e+00	4.8477e+00	6.2834e-01	1.8649e+00	1.6812e+00	2.7389e+00	8.0085e+00	2.0858e+00	7.9865e-01	1.7896e+00
6.4	1.4129e+00	5.0909e+00	8.4804e-01	1.7027e+00	1.8685e+00	2.3187e+00	8.1370e+00	1.9625e+00	1.0535e+00	1.8672e+00
6.5	1.1622e+00	5.4433e+00	1.2538e+00	1.3592e+00	1.8414e+00	2.0753e+00	7.9755e+00	2.2810e+00	1.4090e+00	1.4518e+00
6.6	1.0023e+00	5.8078e+00	1.3543e+00	1.4173e+00	1.9379e+00	1.6982e+00	8.3263e+00	2.3749e+00	1.6330e+00	1.3263e+00
6.7	8.0228e-01	6.1310e+00	1.5701e+00	1.5625e+00	1.7451e+00	1.3602e+00	8.4444e+00	2.4268e+00	1.5705e+00	2.2265e+00
6.8	8.1332e-01	6.3764e+00	1.8683e+00	1.5992e+00	1.4069e+00	1.2631e+00	7.8701e+00	2.8293e+00	1.6776e+00	3.3114e+00
6.9	9.9359e-01	7.1090e+00	2.0449e+00	1.3106e+00	9.9037e-01	1.1400e+00	6.7755e+00	3.2481e+00	1.7867e+00	3.7066e+00
7.0	1.1786e+00	6.6917e+00	1.8669e+00	5.9456e-01	5.6725e-01	9.8294e-01	5.1285e+00	3.2642e+00	1.8532e+00	3.7000e+00
7.1	1.4191e+00	6.3269e+00	1.3721e+00	-1.1299e+00	5.6230e-02	5.2576e-01	1.6851e+00	2.8900e+00	1.8319e+00	2.6983e+00
7.2	1.6113e+00	5.6983e+00	1.4879e+00	-9.5831e-01	9.5927e-02	4.8341e-01	1.4597e+00	3.1043e+00	2.0908e+00	2.5365e+00
7.3	1.7387e+00	4.9740e+00	1.5660e+00	-7.1417e-01	6.3435e-02	4.1092e-01	1.2456e+00	3.2061e+00	2.2677e+00	2.1763e+00
7.4	1.8069e+00	4.2492e+00	1.6350e+00	-4.5161e-01	-8.3051e-03	3.3698e-01	1.0512e+00	3.2902e+00	2.3985e+00	1.7119e+00
7.5	1.7956e+00	3.3906e+00	1.6569e+00	-1.8420e-01	-1.3718e-01	2.5521e-01	8.6450e-01	3.3314e+00	2.4599e+00	1.1064e+00
7.6	1.7519e+00	2.5742e+00	1.6504e+00	4.2413e-02	-2.8805e-01	1.8779e-01	7.2684e-01	3.3623e+00	2.5122e+00	4.6496e-01
7.7	1.6929e+00	1.7457e+00	1.6194e+00	2.7912e-01	-4.7583e-01	1.3741e-01	6.3868e-01	3.3961e+00	2.5795e+00	-2.4435e-01
7.8	1.6322e+00	9.9211e-01	1.5662e+00	5.8561e-01	-7.0167e-01	1.2234e-01	6.2809e-01	3.4278e+00	2.6345e+00	-9.7838e-01
7.9	1.5859e+00	3.9060e-01	1.5130e+00	9.9216e-01	-9.4116e-01	1.6490e-01	7.1638e-01	3.4728e+00	2.6872e+00	-1.6752e+00
8.0	1.5597e+00	-4.2737e-02	1.4388e+00	1.5290e+00	-1.1799e+00	2.4733e-01	8.6303e-01	3.4997e+00	2.7283e+00	-2.2695e+00
8.1	1.5738e+00	-3.0371e-01	1.3296e+00	2.2015e+00	-1.4056e+00	3.3633e-01	1.0136e+00	3.4942e+00	2.7692e+00	-2.6926e+00
8.2	1.6697e+00	-3.5223e-01	1.1700e+00	3.0431e+00	-1.6006e+00	3.7441e-01	1.1198e+00	3.4535e+00	2.7973e+00	-2.8910e+00
8.3	1.9011e+00	-1.4135e-01	9.4739e-01	4.1829e+00	-1.7531e+00	3.0779e-01	1.1729e+00	3.4164e+00	2.8129e+00	-2.8728e+00
8.4	2.2932e+00	4.8564e-01	6.5621e-01	5.6551e+00	-1.7917e+00	-9.0220e-03	1.0823e+00	3.4431e+00	2.8333e+00	-2.5729e+00
8.5	2.9239e+00	1.7514e+00	2.3660e-01	7.3458e+00	-1.5365e+00	-8.6117e-01	5.0360e-01	3.5781e+00	2.9243e+00	-1.9023e+00
8.6	3.8067e+00	3.6643e+00	-3.3402e-01	8.6213e+00	-3.9665e-01	-2.7631e+00	-1.0575e+00	3.8085e+00	3.1460e+00	-7.7869e-01
8.7	4.1485e+00	4.8842e+00	-7.2905e-01	7.8404e+00	3.3742e+00	-6.2234e+00	-3.6840e+00	3.9892e+00	3.6075e+00	1.0466e+00
8.8	8.1815e-01	7.7841e-01	4.5727e-01	1.2597e+00	5.3649e+00	-8.6720e+00	-5.4619e+00	4.0402e+00	4.2287e+00	3.2332e+00
8.9	3.8811e-01	3.9855e-01	3.4121e-01	2.3772e-01	1.5084e+00	-3.7468e+00	-3.3722e+00	4.2386e+00	4.9832e+00	5.4993e+00
9.0	3.4412e-01	4.2513e-01	2.3430e-01	2.5702e-01	4.0030e-01	-4.9146e-01	-3.9131e-01	5.4757e+00	6.0130e+00	8.0924e+00
9.1	2.9326e-01	3.9187e-01	1.9831e-01	2.6859e-01	1.2550e-01	-1.3546e-01	3.8342e-01	7.7006e+00	7.1352e+00	1.0490e+01
9.2	2.5863e-01	3.8208e-01	1.6344e-01	1.7286e-01	5.1593e-02	-2.9038e-02	4.6895e-01	8.6554e+00	7.7775e+00	1.2072e+01
9.3	2.3702e-01	3.5080e-01	1.6117e-01	9.3412e-02	-6.4569e-03	4.1341e-02	3.2644e-01	5.3707e+00	6.7852e+00	1.2036e+01
9.4	2.4706e-01	3.6991e-01	1.5027e-01	1.2423e-01	-2.4858e-02	3.4984e-02	3.0815e-01	3.1652e+00	5.2841e+00	1.1318e+01
9.5	2.4745e-01	3.7300e-01	1.4682e-01	1.2363e-01	-2.8421e-02	3.4958e-02	2.9123e-01	1.8662e+00	3.6582e+00	9.8619e+00
9.6	2.4651e-01	3.7629e-01	1.4432e-01	1.2307e-01	-2.7797e-02	3.3705e-02	2.8306e-01	1.1586e+00	2.3459e+00	8.3743e+00
9.7	2.3649e-01	3.5480e-01	1.4883e-01	1.1781e-01	-2.7838e-02	3.5925e-02	2.7777e-01	7.8110e-01	1.4722e+00	6.7175e+00
9.8	2.4324e-01	3.7532e-01	1.4065e-01	1.1681e-01	-2.5795e-02	3.5990e-02	2.7145e-01	5.8610e-01	9.7364e-01	5.4763e+00
9.9	2.6987e-01	3.7907e-01	1.7541e-01	1.3547e-01	-5.4076e-02	2.7609e-02	2.7846e-01	6.6805e-01	9.4753e-01	5.2839e+00
10.0	2.3959e-01	3.4758e-01	1.6495e-01	1.0566e-01	-3.3491e-02	3.6409e-02	2.6689e-01	4.8022e-01	5.7740e-01	3.7426e+00
