    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6706e+00  1.7349e+00  6.7442e-03 -1.6977e-01 -2.9603e-02  5.2592e-02  2.7175e-02 -4.5754e-01  7.1546e-01  1.0570e-01  2.0050e+00  2.4802e+00  1.7915e-02  1.1153e-02  2.2481e-02  7.8836e-03 -1.0703e-02  3.5871e-03  2.7768e-02  1.5378e+00  1.3622e+00  9.4243e-01  9.7262e-01  6.6432e-01  7.1408e-01  5.0675e-02  1.3902e-01  2.5625e-01  3.6028e-01  8.8099e-01
  6.1000e+00  1.6729e+00  1.7362e+00  6.1418e-03 -1.4656e-01 -2.2209e-02  4.6482e-02  2.3014e-02 -6.0596e-01  6.1882e-01  9.8589e-02  2.0051e+00  2.4801e+00  1.5068e-02  9.5077e-03  1.9833e-02  6.8058e-03 -1.6474e-02  3.3362e-03  2.5017e-02  1.5378e+00  1.3622e+00  8.2279e-01  8.4780e-01  5.7743e-01  6.2041e-01  4.1862e-02  1.1608e-01  2.1790e-01  3.5233e-01  8.8061e-01
  6.2000e+00  1.6755e+00  1.7376e+00  5.6028e-03 -1.1932e-01 -1.3857e-02  3.9003e-02  1.9466e-02 -5.8289e-01  5.0986e-01  9.0374e-02  2.0051e+00  2.4799e+00  1.2726e-02  8.0819e-03  1.7359e-02  5.7428e-03 -1.9629e-02  3.0738e-03  2.1811e-02  1.5377e+00  1.3622e+00  6.8464e-01  7.0504e-01  4.7767e-01  5.1354e-01  3.3953e-02  9.4133e-02  1.7761e-01  3.4141e-01  8.8055e-01
  6.3000e+00  1.6623e+00  1.7404e+00 -1.2772e-03  5.2819e-02  3.0065e-01  1.0978e-01  4.0067e-01 -7.8753e-02  1.5275e+00  7.0616e-01  2.0060e+00  2.4879e+00  1.1849e-01  2.3646e-01  2.2327e-01  1.6684e-01  1.5772e-01  8.9205e-02  1.0575e-01  1.5378e+00  1.3662e+00  1.3695e+00  1.4077e+00  1.1933e+00  1.3609e+00  9.8060e-01  2.2955e+00  1.9969e+00  4.4310e-01  9.1203e-01
  6.4000e+00  1.6869e+00  1.7694e+00 -1.6425e-02  1.4368e+00  1.2391e+00  3.8085e-01  1.9617e+00  6.9103e-01  1.1323e+00  3.4348e+00  2.0374e+00  2.5410e+00  7.6512e-01  1.4852e+00  1.1035e+00  1.0589e+00  9.3601e-01  3.3450e-01  4.3209e-01  1.5582e+00  1.3861e+00  4.9697e-01  3.6906e-02  7.1649e-01  6.7972e-01  1.8972e+00  4.8641e+00  3.7488e+00  5.1396e-01  9.7809e-01
  6.5000e+00  1.6596e+00  1.7362e+00 -1.0412e-03 -1.2325e-01  2.1569e-01  9.6140e-02  1.2093e-01 -2.6402e+00  1.4488e+00  2.7699e-01  2.0026e+00  2.4812e+00  4.3973e-02  4.3957e-02  9.4451e-02  9.0228e-03  2.9371e-02 -1.5146e-01  9.4201e-02  1.6038e+00  1.3626e+00  1.5049e+00  1.5420e+00  1.2647e+00  1.3897e+00  5.7135e-01  1.1930e+00  1.2339e+00  5.5761e-01  9.0230e-01
  6.6000e+00  1.6551e+00  1.7360e+00  9.4722e-03 -9.0494e-02  2.6553e-01  1.1927e-01  2.1582e-01 -2.0563e+00  1.6235e+00  5.3438e-01  2.0053e+00  2.4865e+00  1.1628e-01  1.7071e-01  2.1427e-01  1.2017e-01  1.3145e-01  2.0472e-02  1.0213e-01  1.5688e+00  1.3668e+00  1.7781e+00  1.7674e+00  1.5171e+00  1.6247e+00  9.2181e-01  2.0828e+00  1.9127e+00  7.0127e-01  9.0970e-01
  6.7000e+00  1.6556e+00  1.7406e+00  5.1674e-02  1.7152e-01  5.3707e-01  1.9521e-01  7.5587e-01 -5.8807e-01  1.6485e+00  1.5993e+00  2.0183e+00  2.5135e+00  4.8347e-01  7.5920e-01  7.3461e-01  6.1402e-01  5.1074e-01  3.1788e-01  4.3140e-01  1.5411e+00  1.3833e+00  1.8390e+00  1.7055e+00  1.6253e+00  1.6886e+00  1.5293e+00  3.7810e+00  3.0983e+00  7.9728e-01  9.2894e-01
  6.8000e+00  1.6686e+00  1.7570e+00  1.9024e-01  8.0949e-01  1.2094e+00  3.8716e-01  1.9277e+00  1.7913e+00  1.4050e+00  3.5312e+00  2.0457e+00  2.5682e+00  1.2293e+00  1.8194e+00  1.6363e+00  1.4591e+00  1.0434e+00  6.6441e-01  1.0992e+00  1.5453e+00  1.4060e+00  1.3837e+00  9.8153e-01  1.3614e+00  1.3285e+00  1.8339e+00  4.7277e+00  3.7050e+00  4.9807e-01  9.6480e-01
  6.9000e+00  1.6885e+00  1.7735e+00  4.6275e-01  1.2066e+00  1.8404e+00  6.2473e-01  2.8491e+00  2.8703e+00  5.9465e-01  5.0339e+00  2.0821e+00  2.6325e+00  2.0578e+00  2.7348e+00  2.4607e+00  2.2178e+00  1.4111e+00  9.6269e-01  1.7981e+00  1.5513e+00  1.4273e+00  7.7242e-01 -1.6043e-01  8.4173e-01  4.9053e-01  1.8292e+00  4.8316e+00  3.7311e+00  3.6317e-01  9.7112e-01
  7.0000e+00  1.6766e+00  1.7671e+00  4.1070e-01  1.0988e+00  1.7135e+00  6.1252e-01  2.6832e+00  2.5260e+00  1.0037e+00  4.6240e+00  2.0749e+00  2.6193e+00  1.8655e+00  2.4959e+00  2.2679e+00  2.0245e+00  1.3062e+00  8.9276e-01  1.6242e+00  1.5495e+00  1.4207e+00  1.3400e+00  5.0100e-01  1.2732e+00  9.8089e-01  1.7091e+00  4.5338e+00  3.5106e+00  4.0851e-01  9.8446e-01
  7.1000e+00  1.6667e+00  1.7620e+00  3.6046e-01  1.0071e+00  1.5892e+00  6.1561e-01  2.5306e+00  2.3784e+00  1.3453e+00  4.3549e+00  2.0680e+00  2.6054e+00  1.6847e+00  2.2999e+00  2.0843e+00  1.8555e+00  1.2240e+00  8.2442e-01  1.4151e+00  1.5473e+00  1.4135e+00  1.8813e+00  1.0942e+00  1.6769e+00  1.4021e+00  1.6059e+00  4.2874e+00  3.3341e+00  4.2458e-01  9.9155e-01
  7.2000e+00  1.6508e+00  1.7571e+00  3.2362e-01  9.2168e-01  1.5639e+00  6.9319e-01  2.4591e+00  2.4777e+00  1.8547e+00  4.3265e+00  2.0653e+00  2.5969e+00  1.5642e+00  2.2048e+00  1.9697e+00  1.7647e+00  1.1857e+00  7.8339e-01  1.2561e+00  1.5459e+00  1.4084e+00  2.8499e+00  1.9896e+00  2.4456e+00  2.1135e+00  1.5138e+00  4.0832e+00  3.1978e+00  4.4217e-01  1.0003e+00
