    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6722e+00  1.7362e+00  6.4243e-03 -1.5297e-01 -1.0326e-02  4.9012e-02  2.6277e-02 -6.1639e-01  6.7087e-01  1.0760e-01  2.0051e+00  2.4802e+00  1.4642e-02  1.0730e-02  2.4134e-02  8.7800e-03 -1.7405e-02  4.1101e-03  2.7328e-02  1.5379e+00  1.3623e+00  8.6449e-01  9.0107e-01  6.1671e-01  6.6832e-01  5.1864e-02  1.4026e-01  2.4989e-01  3.5916e-01  8.8102e-01
  6.1000e+00  1.6755e+00  1.7379e+00  5.6904e-03 -1.2007e-01 -3.5399e-03  4.0088e-02  2.0947e-02 -6.6627e-01  5.3076e-01  9.7930e-02  2.0052e+00  2.4801e+00  1.1809e-02  8.5303e-03  2.0247e-02  6.9651e-03 -1.9359e-02  3.5149e-03  2.3647e-02  1.5378e+00  1.3623e+00  6.9325e-01  7.2199e-01  4.8962e-01  5.3190e-01  3.9519e-02  1.0731e-01  1.9352e-01  3.4830e-01  8.8033e-01
  6.2000e+00  1.6767e+00  1.7387e+00  5.0379e-03 -1.0574e-01  4.2687e-03  3.8344e-02  1.7484e-02 -5.9083e-01  4.8270e-01  1.0197e-01  2.0050e+00  2.4797e+00  8.5914e-03  6.4103e-03  1.8529e-02  6.5657e-03 -1.8360e-02  3.2016e-03  2.3978e-02  1.5378e+00  1.3622e+00  6.2575e-01  6.4881e-01  4.4395e-01  4.8581e-01  4.0935e-02  1.0739e-01  1.8573e-01  3.3893e-01  8.8094e-01
  6.3000e+00  1.6719e+00  1.7381e+00  3.6515e-03 -1.3733e-01  4.3757e-02  7.0893e-02  1.6837e-02 -6.2104e-01  7.3547e-01  2.0465e-01  2.0045e+00  2.4791e+00  3.5846e-04  9.4389e-03  2.8581e-02  1.5418e-02 -8.2606e-03  6.4608e-03  4.4040e-02  1.5381e+00  1.3621e+00  8.8089e-01  8.8961e-01  6.6177e-01  7.4117e-01  1.3836e-01  3.2868e-01  4.2733e-01  3.6887e-01  8.8470e-01
  6.4000e+00  1.6628e+00  1.7404e+00 -1.2746e-03 -5.3718e-02  2.9334e-01  1.3122e-01  2.2655e-01 -1.6887e+00  1.4110e+00  6.6799e-01  2.0066e+00  2.4866e+00  9.6314e-02  1.8735e-01  2.0957e-01  1.4827e-01  1.3594e-01 -7.7326e-02  1.8097e-01  1.5788e+00  1.3663e+00  1.3942e+00  1.4058e+00  1.1859e+00  1.3401e+00  8.9447e-01  2.0652e+00  1.8594e+00  5.6696e-01  9.0409e-01
  6.5000e+00  1.6645e+00  1.7394e+00 -2.2780e-03 -4.4108e-02  2.9864e-01  1.2254e-01  1.8536e-01 -3.2738e+00  1.2289e+00  5.7281e-01  2.0066e+00  2.4871e+00  1.0707e-01  1.8574e-01  2.1066e-01  1.1634e-01  1.3983e-01 -1.1491e-01  2.1144e-01  1.6202e+00  1.3666e+00  1.2933e+00  1.2846e+00  1.0859e+00  1.1948e+00  8.6333e-01  2.0053e+00  1.8014e+00  6.0891e-01  9.0211e-01
  6.6000e+00  1.6626e+00  1.7369e+00  4.3051e-03 -1.0653e-01  2.4759e-01  1.0835e-01  6.9144e-02 -3.7126e+00  1.1384e+00  3.6261e-01  2.0052e+00  2.4846e+00  7.9208e-02  1.0608e-01  1.6110e-01  4.8701e-02  8.6550e-02 -3.0244e-02  1.2883e-01  1.6009e+00  1.3655e+00  1.3885e+00  1.3476e+00  1.1415e+00  1.2084e+00  6.6172e-01  1.4857e+00  1.4244e+00  7.3747e-01  8.9962e-01
  6.7000e+00  1.6622e+00  1.7371e+00  3.0178e-02 -5.7354e-02  2.9584e-01  1.2795e-01  2.0539e-01 -3.1020e+00  1.0479e+00  7.6264e-01  2.0116e+00  2.4975e+00  2.5106e-01  3.4494e-01  4.0845e-01  2.6429e-01  2.4881e-01  1.4003e-01  3.4840e-01  1.5656e+00  1.3761e+00  1.4490e+00  1.3237e+00  1.1775e+00  1.2035e+00  1.0632e+00  2.5708e+00  2.2255e+00  9.0743e-01  9.0441e-01
  6.8000e+00  1.6644e+00  1.7407e+00  9.1951e-02  1.5383e-01  5.6331e-01  2.1735e-01  7.0032e-01 -2.5852e+00  8.0181e-01  1.8723e+00  2.0292e+00  2.5335e+00  7.1662e-01  9.8628e-01  1.0411e+00  8.3518e-01  6.3416e-01  4.5896e-01  9.1853e-01  1.5502e+00  1.3984e+00  1.4379e+00  1.0905e+00  1.1635e+00  1.0934e+00  1.6129e+00  4.0523e+00  3.2686e+00  1.1559e+00  9.1946e-01
  6.9000e+00  1.6630e+00  1.7392e+00  1.6107e-01  1.1293e-01  6.6633e-01  2.8664e-01  1.0012e+00 -1.1510e+00  6.2048e-01  2.3857e+00  2.0488e+00  2.5673e+00  1.0825e+00  1.3955e+00  1.4982e+00  1.2892e+00  8.4223e-01  6.7482e-01  1.5332e+00  1.5537e+00  1.4183e+00  1.5339e+00  1.0323e+00  1.1947e+00  1.0199e+00  1.6687e+00  4.2926e+00  3.3936e+00  8.7289e-01  9.1552e-01
  7.0000e+00  1.6551e+00  1.7369e+00  2.0314e-01  7.6092e-02  7.5776e-01  3.6175e-01  1.2844e+00  3.5523e-01  1.0981e+00  2.7416e+00  2.0587e+00  2.5840e+00  1.2640e+00  1.6112e+00  1.7055e+00  1.4817e+00  9.3620e-01  7.5863e-01  1.7629e+00  1.5547e+00  1.4240e+00  1.9602e+00  1.4780e+00  1.5325e+00  1.3838e+00  1.6540e+00  4.3016e+00  3.3865e+00  5.9381e-01  9.2192e-01
  7.1000e+00  1.6393e+00  1.7316e+00  2.1395e-01 -4.3791e-02  7.7941e-01  4.2670e-01  1.3531e+00  1.1051e+00  1.8382e+00  2.8198e+00  2.0563e+00  2.5801e+00  1.2446e+00  1.5857e+00  1.6685e+00  1.4523e+00  9.1566e-01  7.3435e-01  1.6666e+00  1.5524e+00  1.4184e+00  2.8107e+00  2.3504e+00  2.2158e+00  2.1106e+00  1.5726e+00  4.1259e+00  3.2812e+00  4.8665e-01  9.3201e-01
  7.2000e+00  1.6142e+00  1.7235e+00  2.0895e-01 -2.1223e-01  8.1673e-01  5.3722e-01  1.3720e+00  1.4372e+00  2.8351e+00  2.9237e+00  2.0496e+00  2.5689e+00  1.1571e+00  1.5054e+00  1.5620e+00  1.3555e+00  8.7318e-01  6.7498e-01  1.4185e+00  1.5484e+00  1.4081e+00  4.1651e+00  3.6752e+00  3.3157e+00  3.2279e+00  1.4783e+00  3.9209e+00  3.1850e+00  5.2560e-01  9.4973e-01
  7.3000e+00  1.5947e+00  1.7139e+00  1.2083e-01 -4.8153e-01  5.7835e-01  4.4888e-01  9.5779e-01  9.0819e-01  3.8047e+00  2.0208e+00  2.0280e+00  2.5316e+00  6.9683e-01  9.3532e-01  1.0352e+00  8.6542e-01  5.8198e-01  4.4331e-01  9.0608e-01  1.5441e+00  1.3905e+00  5.0075e+00  4.7553e+00  4.0560e+00  4.1009e+00  1.2980e+00  3.3507e+00  2.8897e+00  6.6563e-01  9.5510e-01
  7.4000e+00  1.5843e+00  1.7096e+00  9.9726e-02 -5.4748e-01  5.8753e-01  4.2345e-01  9.4207e-01  7.2776e-01  4.3007e+00  1.8185e+00  2.0223e+00  2.5245e+00  6.3993e-01  8.1152e-01  9.3155e-01  7.4939e-01  5.1502e-01  3.8450e-01  7.6938e-01  1.5427e+00  1.3857e+00  5.4828e+00  5.2914e+00  4.4820e+00  4.5532e+00  1.2689e+00  3.2003e+00  2.8423e+00  7.8101e-01  9.6522e-01
  7.5000e+00  1.5741e+00  1.7037e+00  8.1783e-02 -6.3183e-01  5.3602e-01  4.0516e-01  9.2504e-01  5.9166e-01  4.7010e+00  1.6393e+00  2.0163e+00  2.5166e+00  5.6746e-01  7.0049e-01  8.2317e-01  6.3454e-01  4.5376e-01  3.2274e-01  6.1250e-01  1.5414e+00  1.3807e+00  5.9390e+00  5.8035e+00  4.8451e+00  4.9323e+00  1.2269e+00  3.0390e+00  2.7838e+00  8.3782e-01  9.7519e-01
  7.6000e+00  1.5671e+00  1.7006e+00  8.8913e-02 -6.1013e-01  5.8360e-01  4.2037e-01  1.0937e+00  6.5322e-01  4.9093e+00  1.7870e+00  2.0159e+00  2.5193e+00  6.2327e-01  7.7981e-01  8.8849e-01  6.7234e-01  4.9621e-01  3.3551e-01  5.9001e-01  1.5410e+00  1.3806e+00  6.2892e+00  6.1483e+00  5.1215e+00  5.1873e+00  1.2509e+00  3.1023e+00  2.8223e+00  8.8119e-01  9.9269e-01
  7.7000e+00  1.5543e+00  1.6913e+00  7.4485e-02 -7.7113e-01  4.6244e-01  3.8304e-01  1.0299e+00  4.4275e-01  5.3158e+00  1.5402e+00  2.0100e+00  2.5118e+00  5.4623e-01  6.6078e-01  7.7860e-01  5.5336e-01  4.2836e-01  2.7623e-01  4.7954e-01  1.5403e+00  1.3770e+00  6.8226e+00  6.7436e+00  5.5095e+00  5.5862e+00  1.2141e+00  2.9528e+00  2.7805e+00  9.7290e-01  1.0002e+00
