   0.6000000E+01  -0.2723078E+00  -0.1544601E+02  -0.1436425E+02  -0.1409733E+02  -0.1395536E+02  -0.1382502E+02  -0.1347785E+02  -0.1339221E+02  -0.1311900E+02  -0.1567227E+02  -0.1427517E+02  -0.1401684E+02  -0.1386863E+02  -0.1371659E+02  -0.1637691E+02  -0.1598123E+02  -0.1441460E+02  -0.1435027E+02  -0.1412617E+02  -0.1406014E+02  -0.1382832E+02   0.5288210E+02   0.4101210E+02   0.3903929E+02   0.3855452E+02
   0.6100000E+01  -0.2727264E+00  -0.1555836E+02  -0.1447466E+02  -0.1420739E+02  -0.1406536E+02  -0.1393466E+02  -0.1358653E+02  -0.1350045E+02  -0.1325000E+02  -0.1578475E+02  -0.1438549E+02  -0.1412705E+02  -0.1397821E+02  -0.1382637E+02  -0.1648950E+02  -0.1609373E+02  -0.1452523E+02  -0.1446079E+02  -0.1423639E+02  -0.1417029E+02  -0.1393792E+02   0.5291906E+02   0.4104906E+02   0.3908097E+02   0.3859852E+02
   0.6200000E+01  -0.2702675E+00  -0.1576390E+02  -0.1468044E+02  -0.1441575E+02  -0.1427540E+02  -0.1414548E+02  -0.1379573E+02  -0.1370785E+02  -0.1348678E+02  -0.1598986E+02  -0.1459186E+02  -0.1433679E+02  -0.1418851E+02  -0.1403788E+02  -0.1669009E+02  -0.1629719E+02  -0.1473102E+02  -0.1466701E+02  -0.1444440E+02  -0.1437933E+02  -0.1414855E+02   0.5290376E+02   0.4103376E+02   0.3914919E+02   0.3867586E+02
   0.6300000E+01   0.7167025E-01  -0.1636703E+02  -0.1547196E+02  -0.1536370E+02  -0.1539678E+02  -0.1543537E+02  -0.1555960E+02  -0.1581740E+02  -0.1575274E+02  -0.1656458E+02  -0.1542126E+02  -0.1538349E+02  -0.1541182E+02  -0.1544312E+02  -0.1717202E+02  -0.1682812E+02  -0.1551059E+02  -0.1547338E+02  -0.1537486E+02  -0.1538146E+02  -0.1542331E+02   0.5279283E+02   0.4092283E+02   0.3925051E+02   0.3884022E+02
   0.6400000E+01   0.8284061E+00  -0.1617999E+02  -0.1551913E+02  -0.1589721E+02  -0.1638915E+02  -0.1672562E+02  -0.1738739E+02  -0.1791855E+02  -0.1779365E+02  -0.1636748E+02  -0.1558721E+02  -0.1619871E+02  -0.1659449E+02  -0.1687155E+02  -0.1693687E+02  -0.1661414E+02  -0.1554246E+02  -0.1558519E+02  -0.1586953E+02  -0.1608786E+02  -0.1668700E+02   0.5272137E+02   0.4085137E+02   0.3916771E+02   0.3873914E+02
   0.6500000E+01  -0.1398848E+00  -0.1591133E+02  -0.1497700E+02  -0.1479423E+02  -0.1472090E+02  -0.1465434E+02  -0.1449319E+02  -0.1451386E+02  -0.1431948E+02  -0.1611181E+02  -0.1490937E+02  -0.1475984E+02  -0.1466994E+02  -0.1460410E+02  -0.1673146E+02  -0.1637988E+02  -0.1501981E+02  -0.1497037E+02  -0.1481463E+02  -0.1477802E+02  -0.1465240E+02   0.5256544E+02   0.4069544E+02   0.3909967E+02   0.3866769E+02
   0.6600000E+01   0.1294748E-01  -0.1576165E+02  -0.1491240E+02  -0.1478384E+02  -0.1478533E+02  -0.1479678E+02  -0.1487192E+02  -0.1510637E+02  -0.1462899E+02  -0.1594735E+02  -0.1485816E+02  -0.1478654E+02  -0.1478209E+02  -0.1479745E+02  -0.1652399E+02  -0.1619447E+02  -0.1495009E+02  -0.1491069E+02  -0.1479778E+02  -0.1479098E+02  -0.1478788E+02   0.5235292E+02   0.4048292E+02   0.3897644E+02   0.3857325E+02
   0.6700000E+01   0.3957277E+00  -0.1562281E+02  -0.1492224E+02  -0.1495924E+02  -0.1516944E+02  -0.1535497E+02  -0.1582394E+02  -0.1629954E+02  -0.1547109E+02  -0.1578402E+02  -0.1490489E+02  -0.1508015E+02  -0.1527319E+02  -0.1544990E+02  -0.1629094E+02  -0.1599278E+02  -0.1495197E+02  -0.1493824E+02  -0.1495690E+02  -0.1503730E+02  -0.1532959E+02   0.5206037E+02   0.4019037E+02   0.3883926E+02   0.3846499E+02
   0.6800000E+01   0.8886531E+00  -0.1517330E+02  -0.1459751E+02  -0.1496701E+02  -0.1548852E+02  -0.1585566E+02  -0.1661028E+02  -0.1721442E+02  -0.1619325E+02  -0.1533453E+02  -0.1466033E+02  -0.1528013E+02  -0.1570870E+02  -0.1602733E+02  -0.1583971E+02  -0.1553931E+02  -0.1462058E+02  -0.1465991E+02  -0.1494023E+02  -0.1516792E+02  -0.1581419E+02   0.5166508E+02   0.3979508E+02   0.3866597E+02   0.3829266E+02
   0.6900000E+01   0.1135852E+01  -0.1466258E+02  -0.1406624E+02  -0.1464239E+02  -0.1533013E+02  -0.1577825E+02  -0.1666058E+02  -0.1733293E+02  -0.1613033E+02  -0.1484764E+02  -0.1418003E+02  -0.1506105E+02  -0.1560108E+02  -0.1598395E+02  -0.1541285E+02  -0.1508689E+02  -0.1409273E+02  -0.1416366E+02  -0.1460494E+02  -0.1491608E+02  -0.1572957E+02   0.5123340E+02   0.3936340E+02   0.3851323E+02   0.3813534E+02
