log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
8.4	9.2607e-01	-1.1626e-01	1.1171e+00	6.9927e-01	-5.0096e-01	-1.8775e-01	-9.6820e-02	1.9060e+00	1.2925e+00	-1.8795e+00
8.5	9.5707e-01	-3.9691e-02	1.1309e+00	1.0021e+00	-5.8657e-01	-2.4099e-01	-8.1369e-02	1.9524e+00	1.3450e+00	-1.9974e+00
8.6	1.0480e+00	2.0740e-01	1.1191e+00	1.5306e+00	-6.7875e-01	-3.3143e-01	-8.9254e-02	2.0119e+00	1.4118e+00	-2.0716e+00
8.7	1.2417e+00	8.6097e-01	1.0542e+00	2.2891e+00	-7.2658e-01	-4.8801e-01	-1.1471e-01	2.0937e+00	1.4919e+00	-2.0157e+00
8.8	1.5855e+00	1.9593e+00	9.4854e-01	3.4267e+00	-7.8415e-01	-7.8850e-01	-2.5254e-01	2.2414e+00	1.5995e+00	-1.9880e+00
8.9	2.1228e+00	3.6330e+00	7.7148e-01	4.7317e+00	-8.1875e-01	-1.4375e+00	-9.2094e-01	2.4616e+00	1.7237e+00	-1.8841e+00
9.0	2.2690e+00	4.1166e+00	6.8363e-01	4.8092e+00	-7.2179e-01	-2.5451e+00	-2.8575e+00	2.6678e+00	1.8405e+00	-1.6619e+00
9.1	1.6608e+00	2.2829e+00	8.6428e-01	3.2719e+00	-5.7882e-01	-3.3091e+00	-4.8475e+00	2.7885e+00	2.0139e+00	-1.2588e+00
9.2	1.2442e+00	1.1877e+00	9.9207e-01	2.2367e+00	-5.2559e-01	-2.4128e+00	-3.6649e+00	2.7842e+00	2.3709e+00	-4.4532e-01
9.3	1.2648e+00	1.1850e+00	9.8630e-01	2.4055e+00	-6.4557e-01	-9.7248e-01	-9.5933e-01	2.6179e+00	2.9123e+00	7.6932e-01
9.4	1.5365e+00	2.1509e+00	8.7274e-01	3.3072e+00	-6.7891e-01	-1.0251e+00	-7.1004e-01	2.8974e+00	3.6783e+00	2.2173e+00
9.5	1.8398e+00	3.5737e+00	6.3842e-01	4.0214e+00	-5.6077e-01	-1.6150e+00	-1.2960e+00	4.0652e+00	4.6580e+00	3.9258e+00
9.6	1.7118e+00	3.6888e+00	5.0720e-01	3.6682e+00	-4.0627e-01	-2.2413e+00	-2.2349e+00	5.5033e+00	5.3866e+00	5.1442e+00
9.7	7.2057e-01	1.1843e+00	5.5395e-01	6.3753e-01	1.1157e-01	-8.1722e-01	-6.1451e-01	6.9438e+00	6.1443e+00	6.4126e+00
9.8	1.4255e+00	2.8691e+00	5.8890e-01	2.9367e+00	-3.7800e-01	-9.6906e-01	-6.0139e-02	7.8211e+00	6.7012e+00	7.5087e+00
9.9	8.1819e-01	1.5684e+00	4.5758e-01	1.1545e+00	-5.1151e-02	-1.0805e+00	-1.0329e+00	8.6188e+00	7.2062e+00	8.4442e+00
10.0	6.5325e-01	9.3609e-01	6.3392e-01	2.4230e-01	1.3407e-01	3.0678e-01	1.4857e+00	7.8929e+00	7.5608e+00	9.9399e+00
10.1	4.6825e-01	7.5883e-01	4.0539e-01	2.4815e-01	7.6285e-02	8.9977e-03	5.9648e-01	9.9152e+00	8.2650e+00	1.0516e+01
10.2	6.7263e-01	8.7773e-01	6.4043e-01	2.1473e-01	5.0460e-02	2.3679e-01	1.1713e+00	3.3073e+00	4.8195e+00	8.8624e+00
10.3	5.7544e-01	9.1812e-01	5.2483e-01	3.2389e-01	7.8322e-02	2.0087e-01	1.1868e+00	3.9269e+00	6.1248e+00	1.2665e+01
10.4	2.5899e-01	4.2762e-01	1.8840e-01	9.4825e-02	1.7486e-02	2.9832e-02	2.6395e-01	3.4194e+00	5.8308e+00	1.1409e+01
10.5	1.6534e+00	9.1715e-01	1.0233e+00	3.7207e+00	-8.5477e-01	-9.7234e-01	-1.6506e+00	2.1625e+00	2.2317e+00	-8.2842e-01
10.6	9.3414e-01	-6.0920e-01	1.2484e+00	8.9306e-01	-6.4510e-01	-1.7617e-01	-2.2937e-01	1.9968e+00	1.5341e+00	-1.9004e+00
10.7	9.8607e-01	5.0400e-01	8.8879e-01	2.2272e-01	-1.9991e-01	-4.4638e-02	4.8964e-02	1.6787e+00	1.1245e+00	-6.5846e-01
10.8	6.8547e-01	1.0018e+00	7.6795e-01	2.8992e-01	2.3963e-01	6.9021e-01	2.5804e+00	1.2420e+00	1.0447e+00	2.3920e+00
10.9	7.2880e-01	6.9369e-01	7.6734e-01	7.6362e-01	4.5611e-01	1.1818e+00	5.7058e+00	1.5279e+00	6.4489e-01	2.4151e+00
11.0	8.3098e-01	1.1458e+00	7.9690e-01	5.9308e-01	-7.3530e-02	1.1651e-01	1.3247e+00	1.7745e+00	1.1918e+00	5.2802e-01
