log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	1.9952e+00	1.2653e+00	5.4298e-01	6.6409e-01	5.0441e-01	7.0067e-01	2.3190e+00	2.9531e-01	1.6921e-01	2.0646e+00
6.1	2.1518e+00	1.4161e+00	5.5315e-01	8.0104e-01	5.7511e-01	6.4114e-01	3.4982e+00	4.2995e-01	1.0681e-01	1.8439e+00
6.2	1.9673e+00	1.5332e+00	5.9920e-01	8.4683e-01	6.5454e-01	6.1137e-01	4.2841e+00	6.8142e-01	1.7495e-01	1.7190e+00
6.3	1.4876e+00	1.7688e+00	7.5326e-01	7.7811e-01	7.0839e-01	6.8954e-01	4.7758e+00	1.1242e+00	4.6773e-01	1.7457e+00
6.4	1.2911e+00	1.9460e+00	8.5195e-01	6.9665e-01	6.9385e-01	7.5924e-01	4.5007e+00	1.3713e+00	6.3045e-01	1.8334e+00
6.5	1.0862e+00	1.7049e+00	7.3813e-01	7.0393e-01	8.0092e-01	8.9573e-01	5.2550e+00	1.4502e+00	5.1678e-01	1.7773e+00
6.6	8.2098e-01	1.3667e+00	7.1651e-01	7.1386e-01	9.1786e-01	9.5582e-01	6.1156e+00	1.6368e+00	5.9116e-01	1.6571e+00
6.7	4.9724e-01	1.2151e+00	7.4381e-01	8.3254e-01	1.0779e+00	1.0649e+00	7.1863e+00	1.6819e+00	6.7439e-01	1.8364e+00
6.8	3.3548e-01	1.6465e+00	9.3979e-01	8.9901e-01	1.0714e+00	1.0930e+00	7.3099e+00	1.7424e+00	8.7162e-01	2.2555e+00
6.9	2.7609e-01	2.6326e+00	1.1405e+00	9.4907e-01	9.0431e-01	1.0435e+00	7.1568e+00	1.8255e+00	1.0478e+00	3.3358e+00
7.0	4.4881e-01	3.7329e+00	1.2957e+00	1.0150e+00	7.1984e-01	9.8740e-01	6.3982e+00	1.9106e+00	1.2370e+00	4.1330e+00
7.1	6.7603e-01	3.7050e+00	1.3412e+00	9.7808e-01	5.4062e-01	8.9727e-01	5.2283e+00	1.8945e+00	1.4215e+00	4.0036e+00
7.2	8.1173e-01	3.3488e+00	9.6500e-01	2.7678e-01	3.3932e-01	6.1429e-01	3.0989e+00	1.7599e+00	1.2684e+00	3.3222e+00
7.3	9.2035e-01	2.9193e+00	6.3527e-01	-3.9572e-01	1.5995e-01	3.3792e-01	1.4874e+00	1.8325e+00	1.1744e+00	2.1339e+00
7.4	1.0347e+00	2.8112e+00	6.5303e-01	-3.7037e-01	1.5004e-01	2.8352e-01	1.2882e+00	1.8768e+00	1.1756e+00	2.1558e+00
7.5	1.1423e+00	2.5587e+00	7.0647e-01	-2.5157e-01	1.2724e-01	2.2553e-01	1.1276e+00	1.8906e+00	1.1983e+00	1.8988e+00
7.6	1.2195e+00	2.2128e+00	7.7096e-01	-1.3475e-01	7.4234e-02	1.6167e-01	9.0289e-01	1.8887e+00	1.2230e+00	1.4648e+00
7.7	1.2559e+00	1.8621e+00	8.3967e-01	9.0797e-04	1.5432e-02	1.1541e-01	7.5069e-01	1.8898e+00	1.2357e+00	1.0391e+00
7.8	1.2392e+00	1.4934e+00	8.9602e-01	8.4479e-02	-5.8759e-02	5.8911e-02	5.1745e-01	1.8892e+00	1.2533e+00	4.9824e-01
7.9	1.2144e+00	1.1427e+00	9.4534e-01	1.4265e-01	-1.4539e-01	3.8137e-03	3.2260e-01	1.9205e+00	1.2684e+00	-3.0937e-02
8.0	1.1765e+00	7.8161e-01	9.9091e-01	2.5070e-01	-2.0729e-01	-2.7856e-02	2.3931e-01	1.9338e+00	1.2956e+00	-5.1818e-01
8.1	1.1310e+00	4.6674e-01	1.0405e+00	3.1587e-01	-3.0960e-01	-7.1790e-02	1.2858e-01	1.9812e+00	1.3286e+00	-9.7257e-01
8.2	1.0924e+00	1.5799e-01	1.1007e+00	4.2858e-01	-4.1311e-01	-1.1337e-01	4.5584e-02	2.0282e+00	1.3804e+00	-1.4119e+00
8.3	1.0667e+00	-8.0459e-02	1.1543e+00	6.0587e-01	-5.2538e-01	-1.5044e-01	9.0495e-03	2.0806e+00	1.4318e+00	-1.7925e+00
8.4	1.0667e+00	-1.7624e-01	1.1864e+00	8.8740e-01	-6.3971e-01	-2.0120e-01	-1.5073e-02	2.1228e+00	1.4836e+00	-2.0384e+00
8.5	1.1133e+00	-9.6572e-02	1.1888e+00	1.3108e+00	-7.3965e-01	-2.6803e-01	-2.9261e-02	2.1589e+00	1.5394e+00	-2.1559e+00
8.6	1.2619e+00	2.6463e-01	1.1531e+00	2.0183e+00	-8.2085e-01	-3.6612e-01	-1.2060e-03	2.2235e+00	1.6125e+00	-2.1579e+00
8.7	1.5360e+00	1.1008e+00	1.0525e+00	3.1065e+00	-8.7351e-01	-6.0836e-01	-8.1232e-02	2.3382e+00	1.7118e+00	-2.0832e+00
8.8	1.9493e+00	2.4034e+00	8.9444e-01	4.3744e+00	-8.8735e-01	-1.1200e+00	-4.6679e-01	2.5381e+00	1.8331e+00	-1.9289e+00
8.9	2.4044e+00	3.7918e+00	7.0702e-01	5.3153e+00	-8.0492e-01	-2.2153e+00	-1.9170e+00	2.7993e+00	1.9855e+00	-1.6446e+00
9.0	2.0223e+00	2.8595e+00	7.6303e-01	4.1507e+00	-5.5141e-01	-3.4953e+00	-4.4031e+00	2.9740e+00	2.1412e+00	-1.2197e+00
9.1	1.3726e+00	9.9135e-01	1.0205e+00	2.3984e+00	-4.5520e-01	-3.2238e+00	-4.7185e+00	3.0063e+00	2.4552e+00	-4.1830e-01
9.2	1.1931e+00	5.2524e-01	1.0762e+00	2.0566e+00	-6.9152e-01	-1.0720e+00	-1.1906e+00	2.8032e+00	2.8876e+00	6.7553e-01
9.3	1.5267e+00	1.3746e+00	9.9607e-01	3.2292e+00	-7.9064e-01	-8.4436e-01	-4.4378e-01	2.8351e+00	3.5038e+00	1.9901e+00
9.4	1.7509e+00	2.6347e+00	8.1173e-01	3.9080e+00	-6.1106e-01	-1.4515e+00	-1.0246e+00	3.7554e+00	4.5402e+00	3.9303e+00
9.5	1.7163e+00	2.9335e+00	6.6301e-01	3.8649e+00	-5.4045e-01	-1.7992e+00	-1.4753e+00	5.1677e+00	5.4213e+00	5.5613e+00
9.6	1.1574e+00	2.2717e+00	6.0167e-01	1.9998e+00	-3.9410e-02	-1.7077e+00	-1.7026e+00	6.4137e+00	6.1051e+00	6.8274e+00
9.7	6.7604e-01	9.3527e-01	6.4896e-01	2.8876e-01	1.3439e-01	2.1267e-01	9.4296e-01	7.8637e+00	7.0000e+00	8.3541e+00
9.8	1.0164e+00	2.0338e+00	3.5339e-01	2.0760e+00	-2.0005e-01	-1.3813e+00	-1.0444e+00	9.4508e+00	7.7392e+00	9.5075e+00
9.9	7.3640e-01	1.0242e+00	6.3000e-01	5.0731e-01	3.6079e-02	-1.8455e-01	3.2919e-01	7.0179e+00	7.1143e+00	9.6348e+00
10.0	7.0983e-01	9.9308e-01	7.0804e-01	2.6736e-01	1.1720e-01	5.2247e-01	1.5829e+00	6.5863e+00	7.5379e+00	1.1453e+01
10.1	5.8097e-01	8.8129e-01	4.6847e-01	2.7287e-01	1.0964e-02	1.2121e-01	6.8594e-01	8.7940e+00	8.5686e+00	1.2376e+01
10.2	7.7299e-01	1.0148e+00	7.2845e-01	2.4275e-01	5.8760e-02	4.1104e-01	1.3815e+00	3.3355e+00	4.9890e+00	9.7199e+00
10.3	6.6778e-01	9.5533e-01	6.2821e-01	3.3753e-01	2.6447e-02	3.5046e-01	1.1702e+00	2.6843e+00	4.3990e+00	1.0451e+01
10.4	3.2221e-01	4.6591e-01	2.8244e-01	1.2980e-01	7.2197e-03	1.4190e-01	4.7276e-01	1.8461e+00	3.8083e+00	1.1382e+01
10.5	2.3270e-01	3.6382e-01	1.7597e-01	1.0570e-01	1.2515e-01	-6.1569e-01	-1.3205e+00	1.2480e+00	3.7310e+00	4.1748e+00
10.6	1.3411e+00	-1.1406e-01	1.2005e+00	2.4721e+00	-9.1853e-01	-4.5695e-01	-5.8016e-01	2.2632e+00	1.9524e+00	-1.9848e+00
10.7	1.0062e+00	-2.5018e-01	1.1547e+00	5.0596e-01	-5.1332e-01	-1.2175e-01	-1.2472e-01	1.9963e+00	1.4569e+00	-1.7550e+00
10.8	1.1073e+00	8.1917e-01	9.1432e-01	1.3011e-01	-1.9197e-01	-1.6485e-02	1.3699e-01	1.8099e+00	1.2421e+00	-3.5452e-01
10.9	8.2736e-01	1.5697e+00	7.9868e-01	2.4903e-01	2.9268e-01	5.9187e-01	2.6238e+00	1.2841e+00	1.0465e+00	3.3121e+00
11.0	3.7246e+00	3.8245e+00	3.0730e-01	2.7523e+00	-1.8910e-01	1.2198e+00	7.9818e+00	4.4028e+00	-6.6662e-01	3.8230e+00
