   0.6000000E+01   0.5288210E+02   0.4101210E+02   0.3903929E+02   0.3855452E+02
   0.6100000E+01   0.5291906E+02   0.4104906E+02   0.3908097E+02   0.3859852E+02
   0.6200000E+01   0.5290376E+02   0.4103376E+02   0.3914919E+02   0.3867586E+02
   0.6300000E+01   0.5279283E+02   0.4092283E+02   0.3925051E+02   0.3884022E+02
   0.6400000E+01   0.5272137E+02   0.4085137E+02   0.3916771E+02   0.3873914E+02
   0.6500000E+01   0.5256544E+02   0.4069544E+02   0.3909967E+02   0.3866769E+02
   0.6600000E+01   0.5235292E+02   0.4048292E+02   0.3897644E+02   0.3857325E+02
   0.6700000E+01   0.5206037E+02   0.4019037E+02   0.3883926E+02   0.3846499E+02
   0.6800000E+01   0.5166508E+02   0.3979508E+02   0.3866597E+02   0.3829266E+02
   0.6900000E+01   0.5123340E+02   0.3936340E+02   0.3851323E+02   0.3813534E+02
   0.7000000E+01   0.5074473E+02   0.3887473E+02   0.3838417E+02   0.3801722E+02
   0.7100000E+01   0.5022945E+02   0.3835945E+02   0.3825274E+02   0.3789477E+02
   0.7200000E+01   0.4973622E+02   0.3786622E+02   0.3815552E+02   0.3781062E+02
   0.7300000E+01   0.4926840E+02   0.3739840E+02   0.3806938E+02   0.3773359E+02
   0.7400000E+01   0.4884705E+02   0.3697705E+02   0.3795050E+02   0.3759784E+02
   0.7500000E+01   0.4844052E+02   0.3657052E+02   0.3781954E+02   0.3747896E+02
   0.7600000E+01   0.4807000E+02   0.3620000E+02   0.3771234E+02   0.3737878E+02
   0.7700000E+01   0.4766735E+02   0.3579735E+02   0.3759763E+02   0.3727222E+02
   0.7800000E+01   0.4723212E+02   0.3536212E+02   0.3748655E+02   0.3717034E+02
   0.7900000E+01   0.4761620E+02   0.3574620E+02   0.3737645E+02   0.3707136E+02
   0.8000000E+01   0.4764647E+02   0.3577647E+02   0.3726419E+02   0.3697167E+02
   0.8100000E+01   0.4759084E+02   0.3572084E+02   0.3714866E+02   0.3687106E+02
   0.8200000E+01   0.4749150E+02   0.3562150E+02   0.3703101E+02   0.3677270E+02
   0.8300000E+01   0.4741127E+02   0.3554127E+02   0.3688913E+02   0.3665195E+02
   0.8400000E+01   0.4740058E+02   0.3553058E+02   0.3675067E+02   0.3653308E+02
   0.8500000E+01   0.4723663E+02   0.3536663E+02   0.3661119E+02   0.3641610E+02
   0.8600000E+01   0.4717039E+02   0.3530039E+02   0.3644915E+02   0.3628459E+02
   0.8700000E+01   0.4705653E+02   0.3518653E+02   0.3626230E+02   0.3613827E+02
   0.8800000E+01   0.4693445E+02   0.3506445E+02   0.3608541E+02   0.3601826E+02
   0.8900000E+01   0.4689624E+02   0.3502624E+02   0.3584513E+02   0.3587505E+02
   0.9000000E+01   0.4677002E+02   0.3490002E+02   0.3553663E+02   0.3574954E+02
   0.9100000E+01   0.4680349E+02   0.3493349E+02   0.3499169E+02   0.3558787E+02
   0.9200000E+01   0.4694952E+02   0.3507952E+02   0.3411255E+02   0.3539533E+02
   0.9300000E+01   0.4681616E+02   0.3494616E+02   0.3330347E+02   0.3516951E+02
   0.9400000E+01   0.4677903E+02   0.3490903E+02   0.3298918E+02   0.3494969E+02
   0.9500000E+01   0.4664915E+02   0.3477915E+02   0.3278314E+02   0.3471886E+02
   0.9600000E+01   0.4648793E+02   0.3461793E+02   0.3261168E+02   0.3451461E+02
   0.9700000E+01   0.4641664E+02   0.3454664E+02   0.3250969E+02   0.3434690E+02
   0.9800000E+01   0.4620781E+02   0.3433781E+02   0.3230323E+02   0.3417689E+02
   0.9900000E+01   0.4613971E+02   0.3426971E+02   0.3222068E+02   0.3400960E+02
   0.1000000E+02   0.4610634E+02   0.3423634E+02   0.3218014E+02   0.3383322E+02
   0.1010000E+02   0.4607515E+02   0.3420515E+02   0.3214646E+02   0.3365447E+02
   0.1020000E+02   0.4604318E+02   0.3417318E+02   0.3211150E+02   0.3347616E+02
   0.1030000E+02   0.4583324E+02   0.3396324E+02   0.3190925E+02   0.3328620E+02
   0.1040000E+02   0.4578592E+02   0.3391592E+02   0.3186376E+02   0.3326384E+02
   0.1050000E+02   0.4575189E+02   0.3388189E+02   0.3353799E+02   0.3371671E+02
   0.1060000E+02   0.4570618E+02   0.3383618E+02   0.3418041E+02   0.3399908E+02
   0.1070000E+02   0.4534866E+02   0.3347866E+02   0.3436207E+02   0.3406854E+02
   0.1080000E+02   0.4707154E+02   0.3520154E+02   0.3448203E+02   0.3409513E+02
   0.1090000E+02   0.4769804E+02   0.3582804E+02   0.3421702E+02   0.3377554E+02
   0.1100000E+02   0.3156101E+02   0.1969101E+02   0.2775034E+02   0.3122972E+02
