log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.9031e+00	2.6469e+00	5.5063e-01	1.2660e+00	1.0915e+00	3.2834e+00	5.8680e+00	1.2241e+00	2.3319e-01	1.2682e+00
6.1	2.7393e+00	2.9147e+00	4.5052e-01	1.5351e+00	1.4223e+00	2.9516e+00	6.9199e+00	1.5555e+00	3.4963e-01	9.2878e-01
6.2	2.0524e+00	3.6112e+00	7.0616e-01	1.5159e+00	1.5450e+00	2.5688e+00	7.7585e+00	1.8309e+00	6.3605e-01	1.0701e+00
6.3	1.9489e+00	4.0477e+00	8.6791e-01	1.6468e+00	1.3760e+00	2.2219e+00	7.6615e+00	2.0103e+00	7.0044e-01	1.5670e+00
6.4	1.4835e+00	3.7897e+00	7.2124e-01	1.5348e+00	1.6404e+00	2.1255e+00	7.9628e+00	1.8929e+00	8.2690e-01	1.2144e+00
6.5	1.0732e+00	4.1003e+00	1.1204e+00	1.1497e+00	1.5623e+00	1.8124e+00	7.5184e+00	2.2852e+00	1.2017e+00	1.3413e+00
6.6	8.7843e-01	3.8333e+00	1.0449e+00	1.2511e+00	1.8076e+00	1.7662e+00	8.7773e+00	2.2616e+00	1.3058e+00	1.1897e+00
6.7	6.8130e-01	4.0508e+00	1.2414e+00	1.3798e+00	1.6984e+00	1.4705e+00	8.9495e+00	2.2725e+00	1.3835e+00	1.7998e+00
6.8	6.1592e-01	3.8482e+00	1.5910e+00	1.4543e+00	1.3926e+00	1.2649e+00	8.4636e+00	2.5504e+00	1.5968e+00	2.9660e+00
6.9	7.9691e-01	5.4899e+00	1.8993e+00	1.4519e+00	1.0533e+00	1.1707e+00	7.6423e+00	2.9232e+00	1.7555e+00	3.7143e+00
7.0	1.0033e+00	6.1360e+00	1.8592e+00	1.1316e+00	7.2799e-01	1.0693e+00	6.1635e+00	2.9907e+00	1.8386e+00	4.0907e+00
7.1	1.2091e+00	5.7241e+00	1.3543e+00	-3.8534e-01	2.2333e-01	6.6399e-01	2.9291e+00	2.7066e+00	1.6793e+00	3.1735e+00
7.2	1.4154e+00	5.1499e+00	1.2091e+00	-9.4646e-01	4.7169e-02	4.7014e-01	1.4436e+00	2.7320e+00	1.8000e+00	2.5264e+00
7.3	1.5819e+00	4.5309e+00	1.2937e+00	-7.3248e-01	1.7008e-02	4.2734e-01	1.2497e+00	2.8461e+00	1.9903e+00	2.1206e+00
7.4	1.6933e+00	3.9883e+00	1.3728e+00	-5.2554e-01	-1.2885e-02	3.3978e-01	1.0243e+00	2.9026e+00	2.0997e+00	1.7777e+00
7.5	1.7211e+00	3.2913e+00	1.4304e+00	-2.9323e-01	-9.1650e-02	2.4031e-01	7.9766e-01	2.9290e+00	2.1570e+00	1.2807e+00
7.6	1.6918e+00	2.5739e+00	1.4632e+00	-9.7195e-02	-1.9677e-01	1.5116e-01	6.2366e-01	2.9412e+00	2.1910e+00	7.4302e-01
7.7	1.6418e+00	1.8441e+00	1.4731e+00	8.2920e-02	-3.3875e-01	8.7209e-02	5.0588e-01	2.9860e+00	2.2250e+00	1.2504e-01
7.8	1.5752e+00	1.1065e+00	1.4518e+00	2.8919e-01	-5.1307e-01	3.4994e-02	4.1243e-01	3.0111e+00	2.2735e+00	-6.0752e-01
7.9	1.5169e+00	4.7390e-01	1.4281e+00	5.5715e-01	-7.0956e-01	1.5838e-02	3.9683e-01	3.0488e+00	2.3268e+00	-1.3111e+00
8.0	1.4770e+00	-6.8440e-03	1.4074e+00	9.2321e-01	-9.1479e-01	3.6292e-02	4.5907e-01	3.0955e+00	2.3770e+00	-1.9280e+00
8.1	1.4643e+00	-3.2381e-01	1.3757e+00	1.4071e+00	-1.1129e+00	7.9592e-02	5.6111e-01	3.1275e+00	2.4254e+00	-2.4055e+00
8.2	1.4991e+00	-4.7051e-01	1.3109e+00	2.0380e+00	-1.2944e+00	1.1318e-01	6.5616e-01	3.1288e+00	2.4732e+00	-2.6998e+00
8.3	1.6255e+00	-4.0575e-01	1.1943e+00	2.9160e+00	-1.4526e+00	1.0268e-01	7.2986e-01	3.1123e+00	2.5168e+00	-2.7989e+00
8.4	1.8677e+00	-3.3204e-02	1.0248e+00	4.1000e+00	-1.5530e+00	-4.5047e-02	7.5383e-01	3.1240e+00	2.5476e+00	-2.6808e+00
8.5	2.3138e+00	8.4855e-01	7.5521e-01	5.7335e+00	-1.5626e+00	-4.5252e-01	5.9223e-01	3.2226e+00	2.6163e+00	-2.3238e+00
8.6	2.9847e+00	2.4035e+00	3.5639e-01	7.4287e+00	-1.2777e+00	-1.4832e+00	-1.7829e-01	3.4380e+00	2.7456e+00	-1.6407e+00
8.7	4.0213e+00	4.7429e+00	-2.6346e-01	8.7110e+00	3.3158e-02	-3.9768e+00	-2.6402e+00	3.7225e+00	3.0349e+00	-4.4430e-01
8.8	3.8083e+00	5.0807e+00	-5.7463e-01	7.1704e+00	3.6474e+00	-8.2457e+00	-6.9196e+00	3.9240e+00	3.4913e+00	1.2098e+00
8.9	6.3410e-01	5.7171e-01	4.8390e-01	8.3714e-01	4.2261e+00	-1.0320e+01	-9.9014e+00	3.9106e+00	4.1308e+00	3.1815e+00
9.0	4.8507e-01	4.9297e-01	4.1387e-01	3.8340e-01	1.2491e+00	-3.3675e+00	-4.5116e+00	4.1776e+00	4.9999e+00	5.4414e+00
9.1	2.8413e-01	4.0630e-01	2.0269e-01	2.0227e-01	3.9995e-01	-5.2213e-01	-5.8322e-01	5.4604e+00	6.0788e+00	7.8424e+00
9.2	2.3181e-01	3.3213e-01	1.7776e-01	1.5412e-01	1.9213e-01	-1.6303e-01	2.0548e-01	7.9297e+00	7.2631e+00	1.0207e+01
9.3	2.5613e-01	3.7208e-01	1.6463e-01	9.6802e-02	2.5506e-02	8.9886e-03	3.2819e-01	8.3554e+00	7.8289e+00	1.1764e+01
9.4	2.3529e-01	3.4770e-01	1.5842e-01	1.0851e-01	-4.4817e-03	2.6363e-02	3.0643e-01	6.2987e+00	7.3998e+00	1.2178e+01
9.5	2.3916e-01	3.4752e-01	1.6299e-01	1.1148e-01	-1.8924e-02	2.8621e-02	2.9002e-01	4.2680e+00	6.4286e+00	1.2082e+01
9.6	2.4135e-01	3.5357e-01	1.5996e-01	1.1138e-01	-2.3155e-02	2.9275e-02	2.7663e-01	2.8148e+00	5.0677e+00	1.1273e+01
9.7	2.5501e-01	3.7226e-01	1.6437e-01	1.1369e-01	-2.9736e-02	2.6510e-02	2.6728e-01	1.7966e+00	3.6132e+00	1.0171e+01
9.8	2.4087e-01	3.5066e-01	1.6082e-01	1.0747e-01	-2.7170e-02	2.8814e-02	2.5998e-01	1.2017e+00	2.4947e+00	8.6822e+00
9.9	2.2852e-01	3.5015e-01	1.4846e-01	1.0175e-01	-1.5879e-02	3.3561e-02	2.5828e-01	8.7644e-01	1.8155e+00	7.5528e+00
