    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6719e+00  1.7358e+00  6.2852e-03 -1.5603e-01 -2.0637e-02  5.0776e-02  2.3871e-02 -6.3594e-01  6.6679e-01  1.0228e-01  2.0051e+00  2.4802e+00  1.4844e-02  9.7692e-03  2.0541e-02  7.0820e-03 -1.2307e-02  3.4333e-03  2.5917e-02  1.5378e+00  1.3622e+00  8.7667e-01  9.0281e-01  6.2082e-01  6.6674e-01  4.5614e-02  1.2606e-01  2.3574e-01  3.5736e-01  8.8028e-01
  6.1000e+00  1.6747e+00  1.7373e+00  5.6694e-03 -1.2707e-01 -1.2603e-02  4.2595e-02  1.9828e-02 -7.4440e-01  5.4774e-01  9.4166e-02  2.0052e+00  2.4801e+00  1.2349e-02  8.1993e-03  1.7816e-02  5.9195e-03 -1.7960e-02  3.1356e-03  2.2762e-02  1.5378e+00  1.3622e+00  7.2745e-01  7.4882e-01  5.1153e-01  5.4997e-01  3.6104e-02  1.0059e-01  1.9081e-01  3.4929e-01  8.7978e-01
  6.2000e+00  1.6759e+00  1.7385e+00  5.0225e-03 -1.0985e-01  5.0941e-03  4.1079e-02  1.8991e-02 -5.9191e-01  5.2613e-01  1.0148e-01  2.0050e+00  2.4798e+00  9.9321e-03  6.4016e-03  1.7788e-02  5.1871e-03 -1.8394e-02  3.0626e-03  2.4209e-02  1.5377e+00  1.3622e+00  6.6920e-01  6.8970e-01  4.8117e-01  5.2376e-01  5.6990e-02  1.3697e-01  2.1871e-01  3.4314e-01  8.8085e-01
  6.3000e+00  1.6681e+00  1.7435e+00 -6.6721e-03  2.8556e-01  4.0138e-01  1.4173e-01  6.3724e-01 -1.1261e-01  1.3225e+00  1.0656e+00  2.0085e+00  2.4939e+00  1.8089e-01  4.0674e-01  3.2088e-01  2.6821e-01  2.5710e-01  1.3279e-01  1.1584e-01  1.5376e+00  1.3683e+00  1.0424e+00  1.0142e+00  9.1913e-01  1.0865e+00  1.1900e+00  2.9021e+00  2.3675e+00  4.3690e-01  9.2194e-01
  6.4000e+00  1.6678e+00  1.7487e+00 -7.7117e-03  4.5400e-01  6.1106e-01  2.1595e-01  8.6763e-01 -7.1116e-01  1.4306e+00  1.7158e+00  2.0174e+00  2.5070e+00  3.4679e-01  7.0805e-01  5.6205e-01  5.1594e-01  4.8988e-01  7.7379e-02  2.5852e-01  1.5657e+00  1.3751e+00  1.2226e+00  1.0712e+00  1.1508e+00  1.2376e+00  1.5227e+00  3.8054e+00  3.0393e+00  5.1578e-01  9.3059e-01
  6.5000e+00  1.6664e+00  1.7399e+00 -2.7216e-03  3.9020e-02  2.8999e-01  1.2625e-01  2.5223e-01 -3.5085e+00  1.0981e+00  6.7017e-01  2.0081e+00  2.4892e+00  1.3505e-01  2.4769e-01  2.3258e-01  1.6292e-01  1.8775e-01 -1.6137e-01  1.7091e-01  1.6224e+00  1.3673e+00  1.2143e+00  1.1374e+00  1.0166e+00  1.0739e+00  9.3175e-01  2.2601e+00  1.9379e+00  5.8116e-01  9.0273e-01
  6.6000e+00  1.6622e+00  1.7370e+00  6.2893e-03 -8.0292e-02  2.1542e-01  1.1680e-01  9.1490e-02 -3.4263e+00  1.1335e+00  4.4861e-01  2.0059e+00  2.4850e+00  8.9092e-02  1.3714e-01  1.6312e-01  7.2498e-02  1.0979e-01 -4.5970e-02  8.4485e-02  1.5882e+00  1.3656e+00  1.4410e+00  1.3590e+00  1.1795e+00  1.2253e+00  7.3235e-01  1.6961e+00  1.5649e+00  7.4256e-01  9.0077e-01
  6.7000e+00  1.6623e+00  1.7369e+00  2.9055e-02 -1.3900e-02  2.6223e-01  1.2502e-01  1.2296e-01 -4.0917e+00  8.8999e-01  7.4691e-01  2.0099e+00  2.4937e+00  2.1800e-01  3.1563e-01  3.3635e-01  1.8764e-01  2.3485e-01  1.2140e-01  1.4256e-01  1.5487e+00  1.3722e+00  1.4941e+00  1.2741e+00  1.1975e+00  1.1660e+00  1.0253e+00  2.4813e+00  2.1484e+00  1.2208e+00  9.0697e-01
  6.8000e+00  1.6632e+00  1.7431e+00  8.1453e-02  2.7458e-01  5.8125e-01  2.2042e-01  6.9232e-01 -2.9373e+00  9.5170e-01  1.8932e+00  2.0243e+00  2.5231e+00  6.1313e-01  9.4649e-01  8.9109e-01  7.1653e-01  6.2161e-01  3.7790e-01  5.8059e-01  1.5452e+00  1.3889e+00  1.5633e+00  1.1731e+00  1.3061e+00  1.2248e+00  1.5513e+00  3.9373e+00  3.1692e+00  1.3676e+00  9.2764e-01
  6.9000e+00  1.6637e+00  1.7422e+00  1.3958e-01  2.3459e-01  6.5144e-01  2.7614e-01  9.2176e-01 -1.6898e+00  7.4446e-01  2.2595e+00  2.0363e+00  2.5446e+00  8.7698e-01  1.2534e+00  1.2105e+00  1.0462e+00  7.7607e-01  5.2976e-01  9.3026e-01  1.5461e+00  1.4006e+00  1.5811e+00  1.0981e+00  1.2760e+00  1.1122e+00  1.5429e+00  4.0125e+00  3.1897e+00  1.0787e+00  9.2448e-01
  7.0000e+00  1.6585e+00  1.7409e+00  1.6740e-01  2.9124e-01  7.6563e-01  3.5455e-01  1.2233e+00 -5.1686e-01  1.0299e+00  2.6130e+00  2.0409e+00  2.5543e+00  1.0044e+00  1.4280e+00  1.3572e+00  1.1928e+00  8.5186e-01  5.8122e-01  9.9310e-01  1.5457e+00  1.4023e+00  1.8755e+00  1.3706e+00  1.5065e+00  1.3449e+00  1.5262e+00  4.0092e+00  3.1744e+00  8.4375e-01  9.3690e-01
  7.1000e+00  1.6486e+00  1.7383e+00  1.6688e-01  2.8148e-01  7.9212e-01  3.9647e-01  1.3781e+00  6.5686e-01  1.6739e+00  2.7235e+00  2.0396e+00  2.5528e+00  9.9369e-01  1.4333e+00  1.3434e+00  1.1842e+00  8.4545e-01  5.6634e-01  9.7011e-01  1.5444e+00  1.3991e+00  2.3987e+00  1.9718e+00  1.9320e+00  1.8404e+00  1.4676e+00  3.8827e+00  3.0883e+00  5.8143e-01  9.4894e-01
  7.2000e+00  1.6274e+00  1.7307e+00  1.6441e-01  9.7128e-02  8.0874e-01  5.0418e-01  1.3883e+00  1.1458e+00  2.4465e+00  2.8587e+00  2.0399e+00  2.5515e+00  9.7852e-01  1.4395e+00  1.3335e+00  1.1851e+00  8.4844e-01  5.6246e-01  9.3680e-01  1.5439e+00  1.3969e+00  3.5851e+00  3.1060e+00  2.8719e+00  2.7594e+00  1.3886e+00  3.7290e+00  3.0085e+00  5.5016e-01  9.5707e-01
  7.3000e+00  1.5965e+00  1.7150e+00  7.3986e-02 -3.7408e-01  4.8504e-01  4.0847e-01  8.3647e-01  6.4819e-01  3.8215e+00  1.7397e+00  2.0181e+00  2.5137e+00  4.9349e-01  7.4953e-01  7.6357e-01  6.4758e-01  4.8739e-01  3.1837e-01  5.2646e-01  1.5409e+00  1.3805e+00  4.9064e+00  4.6973e+00  4.0138e+00  4.0669e+00  1.1957e+00  3.0574e+00  2.6862e+00  7.0212e-01  9.5716e-01
  7.4000e+00  1.5831e+00  1.7085e+00  6.6459e-02 -4.7145e-01  5.1908e-01  4.1576e-01  8.8680e-01  6.8911e-01  4.3647e+00  1.6817e+00  2.0154e+00  2.5128e+00  5.2180e-01  7.1591e-01  7.4984e-01  6.1022e-01  4.6538e-01  2.9824e-01  4.9883e-01  1.5404e+00  1.3790e+00  5.5307e+00  5.3512e+00  4.5304e+00  4.5939e+00  1.2001e+00  3.0192e+00  2.7145e+00  7.1331e-01  9.6900e-01
  7.5000e+00  1.5735e+00  1.7045e+00  7.0363e-02 -4.7312e-01  6.0569e-01  4.2864e-01  1.0721e+00  6.6817e-01  4.7017e+00  1.7900e+00  2.0136e+00  2.5148e+00  5.7511e-01  7.7350e-01  8.0737e-01  6.2346e-01  4.9421e-01  2.9869e-01  4.7161e-01  1.5400e+00  1.3783e+00  5.9904e+00  5.8329e+00  4.9141e+00  4.9694e+00  1.2444e+00  3.0953e+00  2.7776e+00  7.9129e-01  9.9106e-01
  7.6000e+00  1.5670e+00  1.7002e+00  6.7784e-02 -4.4113e-01  5.8896e-01  4.4614e-01  1.2066e+00  6.6755e-01  4.8445e+00  1.8637e+00  2.0117e+00  2.5143e+00  5.7181e-01  8.0484e-01  8.1895e-01  6.1399e-01  5.0237e-01  2.8537e-01  4.2012e-01  1.5394e+00  1.3767e+00  6.2902e+00  6.1268e+00  5.1022e+00  5.1516e+00  1.2348e+00  3.0658e+00  2.7458e+00  8.5072e-01  1.0106e+00
  7.7000e+00  1.5614e+00  1.6946e+00  6.7856e-02 -4.8467e-01  4.7124e-01  4.5861e-01  1.1966e+00  6.8029e-01  4.8834e+00  1.8683e+00  2.0122e+00  2.5139e+00  5.5628e-01  8.1427e-01  8.0533e-01  6.1676e-01  5.0229e-01  2.8402e-01  4.0061e-01  1.5393e+00  1.3761e+00  6.5603e+00  6.3580e+00  5.2282e+00  5.2438e+00  1.1726e+00  2.9571e+00  2.6640e+00  7.9563e-01  1.0140e+00
  7.8000e+00  1.5552e+00  1.6911e+00  5.7395e-02 -4.2987e-01  4.5747e-01  4.2570e-01  1.3010e+00  5.9699e-01  5.0924e+00  1.8367e+00  2.0089e+00  2.5117e+00  5.4029e-01  7.9052e-01  7.8487e-01  5.7142e-01  4.8552e-01  2.5558e-01  3.3631e-01  1.5390e+00  1.3745e+00  6.7777e+00  6.6181e+00  5.4009e+00  5.4364e+00  1.1943e+00  2.9509e+00  2.6734e+00  9.9653e-01  1.0340e+00
