log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	1.3498e+00	8.0083e-01	3.9000e-01	3.9305e-01	3.2848e-01	1.7946e-01	1.0828e+00	1.8292e-01	1.1753e-01	2.3433e+00
6.1	1.5347e+00	7.9719e-01	3.8970e-01	4.3848e-01	3.2305e-01	2.3156e-01	1.5160e+00	1.9245e-01	1.0856e-01	2.1726e+00
6.2	1.5971e+00	9.0128e-01	4.0557e-01	5.0964e-01	3.9002e-01	1.7892e-01	2.2786e+00	2.2641e-01	6.0937e-02	2.0273e+00
6.3	1.0806e+00	1.4096e+00	5.9180e-01	4.7809e-01	5.0552e-01	3.3996e-01	3.6322e+00	7.7657e-01	3.4486e-01	1.8240e+00
6.4	1.0569e+00	1.3980e+00	6.0411e-01	4.5348e-01	4.8474e-01	3.2772e-01	2.9732e+00	7.3887e-01	3.2925e-01	2.0483e+00
6.5	8.3560e-01	1.2332e+00	5.9116e-01	4.2409e-01	5.5224e-01	3.9620e-01	3.8001e+00	8.7149e-01	3.2526e-01	1.6795e+00
6.6	6.8541e-01	1.0051e+00	6.4710e-01	3.6592e-01	5.5138e-01	4.5094e-01	3.9613e+00	1.1320e+00	4.5664e-01	1.4799e+00
6.7	5.0802e-01	6.0367e-01	6.8718e-01	3.1804e-01	5.3328e-01	6.0490e-01	5.0706e+00	1.4900e+00	5.7585e-01	1.0493e+00
6.8	2.2471e-01	7.0923e-01	7.4793e-01	3.6937e-01	5.9895e-01	7.9268e-01	6.7291e+00	1.6411e+00	5.6144e-01	1.4706e+00
6.9	1.2261e-01	1.0521e+00	9.8867e-01	4.3440e-01	5.1801e-01	8.2636e-01	6.4340e+00	1.7051e+00	7.6764e-01	1.7105e+00
7.0	1.7143e-01	1.6108e+00	1.1846e+00	4.9647e-01	3.6989e-01	7.6731e-01	5.4068e+00	1.6461e+00	1.0047e+00	2.0997e+00
7.1	3.6796e-01	2.1520e+00	1.2806e+00	5.8469e-01	2.8196e-01	7.0750e-01	4.3941e+00	1.5903e+00	1.2589e+00	2.3914e+00
7.2	5.5252e-01	2.4485e+00	1.1566e+00	5.3948e-01	2.0602e-01	6.0494e-01	3.0108e+00	1.4793e+00	1.3430e+00	2.4803e+00
7.3	6.7197e-01	2.1104e+00	7.5652e-01	8.0044e-02	1.4113e-01	3.5739e-01	1.5807e+00	1.4816e+00	1.1512e+00	1.6331e+00
7.4	7.0137e-01	1.9829e+00	4.3328e-01	-2.6840e-01	1.5193e-01	2.1294e-01	9.2580e-01	1.4751e+00	9.3836e-01	1.4891e+00
7.5	7.7556e-01	1.7680e+00	4.6446e-01	-1.8430e-01	1.2743e-01	1.7427e-01	7.9110e-01	1.5001e+00	9.6170e-01	1.2465e+00
7.6	8.4522e-01	1.5651e+00	4.9247e-01	-9.1350e-02	9.8374e-02	1.2261e-01	6.3432e-01	1.4823e+00	9.5325e-01	9.9918e-01
7.7	8.9659e-01	1.3924e+00	5.2603e-01	-6.2142e-03	7.4670e-02	6.7009e-02	4.7340e-01	1.4548e+00	9.2892e-01	7.5641e-01
7.8	9.3004e-01	1.1901e+00	5.8914e-01	5.5786e-02	4.6184e-02	2.5426e-02	3.5137e-01	1.4401e+00	9.0219e-01	4.8683e-01
7.9	9.3791e-01	9.2923e-01	6.7345e-01	1.5234e-01	-2.1489e-02	-8.4192e-03	2.2536e-01	1.4509e+00	8.9976e-01	6.3771e-02
8.0	9.2158e-01	6.7263e-01	7.5831e-01	2.4693e-01	-9.3951e-02	-4.4045e-02	9.0229e-02	1.4841e+00	9.0424e-01	-3.9262e-01
8.1	8.8809e-01	4.2227e-01	8.4011e-01	3.3099e-01	-1.6802e-01	-7.9852e-02	-2.8878e-02	1.5250e+00	9.2462e-01	-8.3868e-01
8.2	8.4479e-01	1.8839e-01	9.1885e-01	4.0971e-01	-2.4572e-01	-1.1799e-01	-1.2654e-01	1.5700e+00	9.5890e-01	-1.2545e+00
8.3	8.0439e-01	2.6559e-02	9.8401e-01	5.0181e-01	-3.2630e-01	-1.6117e-01	-1.9999e-01	1.6102e+00	1.0011e+00	-1.5533e+00
