log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
9.5	2.4278e-01	3.6861e-01	1.4997e-01	1.2451e-01	-3.5769e-02	4.3177e-02	2.9817e-01	7.4367e-01	1.2590e+00	6.3075e+00
9.6	2.5680e-01	3.7386e-01	1.6445e-01	1.4010e-01	-5.2058e-02	4.0708e-02	3.0530e-01	6.7111e-01	9.4679e-01	5.2441e+00
9.7	2.3301e-01	3.4956e-01	1.4962e-01	1.2807e-01	-3.6764e-02	4.3693e-02	2.9590e-01	5.0303e-01	6.2119e-01	4.0078e+00
9.8	2.4525e-01	3.6915e-01	1.5122e-01	1.3480e-01	-4.1176e-02	4.1025e-02	2.9711e-01	4.8431e-01	5.2492e-01	3.3579e+00
9.9	2.3629e-01	3.5418e-01	1.5193e-01	1.2687e-01	-3.7626e-02	4.2837e-02	2.9333e-01	4.4089e-01	4.3390e-01	2.6522e+00
10.0	2.6544e-01	3.8160e-01	1.6493e-01	1.4907e-01	-5.9834e-02	3.9841e-02	3.0375e-01	5.1086e-01	4.7549e-01	2.4362e+00
10.1	2.4295e+00	1.7751e+00	1.3871e+00	1.7421e+00	5.2103e+00	-1.9812e+00	7.2891e-01	2.7968e+00	5.1539e+00	6.1766e+00
10.2	1.7243e+00	1.6799e+00	1.4575e+00	1.0941e+00	-8.8134e-01	3.3637e-01	8.6509e-01	3.6201e+00	2.8222e+00	-1.0743e+00
10.3	1.8411e+00	3.7699e+00	1.9232e+00	1.6048e+00	1.0512e-01	2.2195e+00	1.1214e+01	4.6286e+00	1.3029e+00	4.1527e+00
10.4	2.5915e+00	4.0650e+00	1.1889e+00	1.3894e+00	-5.5088e-01	1.5412e+00	1.0271e+01	4.1969e+00	1.4316e+00	2.3234e+00
10.5	2.5580e+00	4.1487e+00	1.1729e+00	1.2979e+00	-6.0352e-01	1.3709e+00	9.9585e+00	3.6703e+00	2.0713e+00	1.0575e+00
10.6	2.4425e+00	4.0819e+00	1.2370e+00	1.2937e+00	-5.1358e-01	1.7296e+00	1.0400e+01	4.9908e+00	1.6205e+00	2.5528e+00
10.7	2.1073e+00	3.1277e+00	2.3446e+00	2.6268e+00	1.9829e-01	2.1065e+00	9.8650e+00	2.9605e+00	1.6707e+00	3.2854e+00
10.8	2.1551e+00	3.3331e+00	2.4378e+00	2.7402e+00	3.2895e-01	2.1249e+00	9.9458e+00	2.8697e+00	1.6644e+00	3.5679e+00
10.9	2.0376e+00	3.2708e+00	2.5672e+00	2.8793e+00	5.0927e-01	2.2987e+00	9.9420e+00	3.1384e+00	1.6798e+00	4.1252e+00
11.0	2.3562e+00	3.2925e+00	2.2042e+00	2.7317e+00	1.0396e-01	2.1001e+00	9.8548e+00	3.3224e+00	1.5191e+00	3.5079e+00
