log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.3668e+00	1.6475e+00	6.3639e-01	8.4068e-01	6.2688e-01	1.1900e+00	3.2977e+00	3.9387e-01	1.8881e-01	1.9175e+00
6.1	2.5130e+00	1.9033e+00	6.4851e-01	1.0124e+00	7.3196e-01	1.1162e+00	4.5819e+00	7.2590e-01	1.3608e-01	1.6550e+00
6.2	2.2383e+00	2.2073e+00	6.8963e-01	1.0826e+00	8.3489e-01	1.1107e+00	5.3944e+00	1.0237e+00	2.3855e-01	1.5300e+00
6.3	1.6494e+00	2.7953e+00	8.3612e-01	9.9077e-01	8.9761e-01	1.1089e+00	5.8136e+00	1.4025e+00	5.1195e-01	1.6113e+00
6.4	1.3982e+00	2.8683e+00	9.8893e-01	8.5693e-01	8.8330e-01	1.1260e+00	5.4513e+00	1.6965e+00	7.6977e-01	1.7646e+00
6.5	1.1624e+00	2.5834e+00	8.4855e-01	8.5390e-01	1.0270e+00	1.2016e+00	6.2975e+00	1.8020e+00	7.2017e-01	1.5220e+00
6.6	8.6535e-01	2.4242e+00	7.9289e-01	9.1607e-01	1.1780e+00	1.2250e+00	7.3556e+00	1.9468e+00	7.8260e-01	1.5080e+00
6.7	5.4576e-01	2.6141e+00	8.9365e-01	9.5921e-01	1.2730e+00	1.2301e+00	8.1987e+00	1.9946e+00	9.3280e-01	1.6515e+00
6.8	3.8244e-01	3.0827e+00	1.0906e+00	1.1007e+00	1.2652e+00	1.2276e+00	8.1876e+00	1.9983e+00	1.0946e+00	2.5363e+00
6.9	3.9061e-01	3.3694e+00	1.3049e+00	1.1711e+00	1.0524e+00	1.1379e+00	7.6077e+00	2.1121e+00	1.3086e+00	3.8503e+00
7.0	5.7212e-01	3.1850e+00	1.4674e+00	1.2066e+00	8.2489e-01	1.0755e+00	6.7839e+00	2.2160e+00	1.5280e+00	4.2590e+00
