    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6721e+00  1.7358e+00  6.0169e-03 -1.5442e-01 -2.6058e-02  5.0273e-02  2.0570e-02 -6.0103e-01  6.4974e-01  9.8242e-02  2.0051e+00  2.4801e+00  1.4452e-02  8.8113e-03  1.8165e-02  6.0783e-03 -1.9644e-02  3.1015e-03  2.4842e-02  1.5378e+00  1.3623e+00  8.6513e-01  8.8933e-01  6.0892e-01  6.5207e-01  4.1457e-02  1.1645e-01  2.2546e-01  3.5471e-01  8.8036e-01
  6.1000e+00  1.6746e+00  1.7371e+00  5.5705e-03 -1.2949e-01 -1.8313e-02  4.3156e-02  1.8013e-02 -7.9877e-01  5.5015e-01  9.1778e-02  2.0052e+00  2.4801e+00  1.2516e-02  7.8000e-03  1.6358e-02  5.3219e-03 -2.2338e-02  2.9257e-03  2.2170e-02  1.5378e+00  1.3623e+00  7.3777e-01  7.5891e-01  5.1616e-01  5.5357e-01  3.4207e-02  9.6533e-02  1.8854e-01  3.4964e-01  8.7958e-01
  6.2000e+00  1.6759e+00  1.7383e+00  5.1478e-03 -1.1130e-01 -3.5849e-03  4.0838e-02  1.5964e-02 -6.1371e-01  5.1467e-01  9.6040e-02  2.0051e+00  2.4798e+00  9.4883e-03  6.1832e-03  1.5711e-02  4.8282e-03 -2.2048e-02  2.7646e-03  2.2457e-02  1.5377e+00  1.3622e+00  6.6892e-01  6.8844e-01  4.7653e-01  5.1568e-01  4.8138e-02  1.1925e-01  2.0075e-01  3.4268e-01  8.8028e-01
  6.3000e+00  1.6665e+00  1.7424e+00 -3.7523e-03  3.2697e-01  3.9272e-01  1.2739e-01  6.2428e-01 -1.5133e-01  1.3502e+00  1.0342e+00  2.0086e+00  2.4939e+00  1.9101e-01  4.0002e-01  3.1994e-01  2.7113e-01  2.5793e-01  1.2541e-01  1.1355e-01  1.5376e+00  1.3682e+00  1.0973e+00  1.0215e+00  9.7900e-01  1.1015e+00  1.1828e+00  2.8839e+00  2.3562e+00  4.3767e-01  9.2109e-01
  6.4000e+00  1.6722e+00  1.7500e+00 -1.2495e-02  9.2495e-01  7.5996e-01  2.3923e-01  1.2121e+00 -4.7900e-01  1.2560e+00  2.0508e+00  2.0168e+00  2.5111e+00  3.9668e-01  8.5048e-01  6.1663e-01  5.6463e-01  5.3589e-01  1.1649e-01  2.2519e-01  1.5563e+00  1.3747e+00  7.9561e-01  4.6340e-01  7.8297e-01  8.6578e-01  1.5947e+00  4.0287e+00  3.1409e+00  4.9960e-01  9.5349e-01
  6.5000e+00  1.6687e+00  1.7398e+00 -1.2077e-03  4.9777e-02  2.3597e-01  9.7682e-02  2.3854e-01 -3.3602e+00  9.7257e-01  5.9442e-01  2.0080e+00  2.4884e+00  1.2294e-01  2.2802e-01  2.0928e-01  1.4990e-01  1.6688e-01 -1.4128e-01  1.5404e-01  1.6101e+00  1.3668e+00  1.0681e+00  1.0078e+00  8.8806e-01  9.3581e-01  8.6803e-01  2.1221e+00  1.8081e+00  5.4745e-01  9.0019e-01
  6.6000e+00  1.6602e+00  1.7366e+00  5.1559e-03 -8.6737e-02  1.8710e-01  8.5797e-02  1.1841e-01 -3.1213e+00  1.3142e+00  3.9180e-01  2.0051e+00  2.4839e+00  7.7851e-02  1.1258e-01  1.4169e-01  6.8939e-02  8.8197e-02 -4.4176e-02  1.0718e-01  1.5741e+00  1.3647e+00  1.5143e+00  1.4809e+00  1.2657e+00  1.3370e+00  7.2735e-01  1.6425e+00  1.5383e+00  7.3156e-01  9.0268e-01
  6.7000e+00  1.6556e+00  1.7365e+00  1.7297e-02 -4.8689e-02  2.4987e-01  1.0397e-01  2.2363e-01 -2.6856e+00  1.5243e+00  6.5976e-01  2.0074e+00  2.4894e+00  1.5374e-01  2.4985e-01  2.6510e-01  1.7218e-01  1.8966e-01  8.9707e-02  1.5898e-01  1.5442e+00  1.3688e+00  1.7762e+00  1.7074e+00  1.5068e+00  1.5749e+00  1.0067e+00  2.3716e+00  2.0932e+00  9.4496e-01  9.1152e-01
  6.8000e+00  1.6517e+00  1.7406e+00  5.1306e-02  2.0948e-01  5.4619e-01  1.7521e-01  7.6141e-01 -1.5793e+00  1.8322e+00  1.6109e+00  2.0181e+00  2.5126e+00  4.6245e-01  7.7137e-01  7.1383e-01  5.9330e-01  5.2488e-01  2.9331e-01  4.3359e-01  1.5422e+00  1.3820e+00  2.0487e+00  1.8874e+00  1.8264e+00  1.8741e+00  1.5052e+00  3.7449e+00  3.0568e+00  1.0558e+00  9.3521e-01
  6.9000e+00  1.6560e+00  1.7412e+00  9.2663e-02  2.5388e-01  6.1570e-01  2.3465e-01  9.5357e-01 -9.6072e-01  1.5326e+00  1.9907e+00  2.0253e+00  2.5269e+00  6.5728e-01  1.0336e+00  9.5358e-01  8.2121e-01  6.5537e-01  3.9697e-01  6.3925e-01  1.5427e+00  1.3897e+00  1.8815e+00  1.6308e+00  1.6160e+00  1.6088e+00  1.4716e+00  3.7871e+00  3.0414e+00  8.7362e-01  9.3530e-01
