   0.6000000E+01  -0.2657924E+00  -0.1551821E+02  -0.1443569E+02  -0.1416803E+02  -0.1402902E+02  -0.1390224E+02  -0.1355150E+02  -0.1345534E+02  -0.1318459E+02  -0.1574416E+02  -0.1434620E+02  -0.1408882E+02  -0.1394479E+02  -0.1379472E+02  -0.1644835E+02  -0.1605241E+02  -0.1448628E+02  -0.1442162E+02  -0.1419705E+02  -0.1413172E+02  -0.1390519E+02   0.5291181E+02   0.4104181E+02   0.3906578E+02   0.3858308E+02
   0.6100000E+01  -0.2703911E+00  -0.1574135E+02  -0.1465555E+02  -0.1438867E+02  -0.1424800E+02  -0.1411828E+02  -0.1376269E+02  -0.1366745E+02  -0.1343353E+02  -0.1596783E+02  -0.1456637E+02  -0.1430914E+02  -0.1416155E+02  -0.1400986E+02  -0.1667066E+02  -0.1627636E+02  -0.1470630E+02  -0.1464184E+02  -0.1441766E+02  -0.1435207E+02  -0.1412139E+02   0.5294650E+02   0.4107650E+02   0.3914784E+02   0.3866975E+02
   0.6200000E+01  -0.2633050E+00  -0.1598691E+02  -0.1491270E+02  -0.1465391E+02  -0.1451738E+02  -0.1439061E+02  -0.1403970E+02  -0.1394586E+02  -0.1374437E+02  -0.1621108E+02  -0.1482567E+02  -0.1457736E+02  -0.1443236E+02  -0.1428549E+02  -0.1690156E+02  -0.1651487E+02  -0.1496267E+02  -0.1489984E+02  -0.1468176E+02  -0.1461868E+02  -0.1439340E+02   0.5292610E+02   0.4105610E+02   0.3921535E+02   0.3875630E+02
   0.6300000E+01   0.1767336E+00  -0.1641823E+02  -0.1552225E+02  -0.1546656E+02  -0.1555891E+02  -0.1564329E+02  -0.1586008E+02  -0.1616238E+02  -0.1621635E+02  -0.1662114E+02  -0.1548406E+02  -0.1552185E+02  -0.1560340E+02  -0.1567183E+02  -0.1723949E+02  -0.1689150E+02  -0.1555995E+02  -0.1553051E+02  -0.1547307E+02  -0.1550480E+02  -0.1562679E+02   0.5285204E+02   0.4098204E+02   0.3928446E+02   0.3887077E+02
   0.6400000E+01   0.3944636E+00  -0.1645116E+02  -0.1562732E+02  -0.1567763E+02  -0.1589407E+02  -0.1607209E+02  -0.1650157E+02  -0.1693528E+02  -0.1691327E+02  -0.1664473E+02  -0.1561166E+02  -0.1580841E+02  -0.1599590E+02  -0.1615076E+02  -0.1722912E+02  -0.1690180E+02  -0.1566140E+02  -0.1564708E+02  -0.1567506E+02  -0.1575956E+02  -0.1604666E+02   0.5278953E+02   0.4091953E+02   0.3926306E+02   0.3885423E+02
   0.6500000E+01   0.4320815E-01  -0.1597690E+02  -0.1503306E+02  -0.1490930E+02  -0.1492876E+02  -0.1495251E+02  -0.1508577E+02  -0.1537116E+02  -0.1524474E+02  -0.1618322E+02  -0.1497616E+02  -0.1492950E+02  -0.1493155E+02  -0.1495489E+02  -0.1681343E+02  -0.1646021E+02  -0.1507624E+02  -0.1503291E+02  -0.1492470E+02  -0.1492284E+02  -0.1494068E+02   0.5266723E+02   0.4079723E+02   0.3914174E+02   0.3870289E+02
   0.6600000E+01  -0.4690348E-01  -0.1573046E+02  -0.1479999E+02  -0.1463930E+02  -0.1461103E+02  -0.1459240E+02  -0.1461224E+02  -0.1482400E+02  -0.1445766E+02  -0.1593160E+02  -0.1473673E+02  -0.1462867E+02  -0.1458868E+02  -0.1457106E+02  -0.1654741E+02  -0.1620081E+02  -0.1484291E+02  -0.1479584E+02  -0.1465833E+02  -0.1463736E+02  -0.1458533E+02   0.5245986E+02   0.4058986E+02   0.3900741E+02   0.3859302E+02
   0.6700000E+01   0.1256501E+00  -0.1545886E+02  -0.1455905E+02  -0.1444195E+02  -0.1449852E+02  -0.1456760E+02  -0.1484361E+02  -0.1524250E+02  -0.1449912E+02  -0.1565575E+02  -0.1450528E+02  -0.1447337E+02  -0.1452812E+02  -0.1460310E+02  -0.1626386E+02  -0.1591895E+02  -0.1460075E+02  -0.1455981E+02  -0.1445723E+02  -0.1446740E+02  -0.1455218E+02   0.5224471E+02   0.4037471E+02   0.3886957E+02   0.3847986E+02
   0.6800000E+01   0.5479102E+00  -0.1523631E+02  -0.1443293E+02  -0.1450572E+02  -0.1480291E+02  -0.1505363E+02  -0.1567981E+02  -0.1624788E+02  -0.1530042E+02  -0.1542379E+02  -0.1441952E+02  -0.1467673E+02  -0.1494536E+02  -0.1518001E+02  -0.1599599E+02  -0.1567150E+02  -0.1446920E+02  -0.1445507E+02  -0.1450350E+02  -0.1461632E+02  -0.1502122E+02   0.5195867E+02   0.4008867E+02   0.3873234E+02   0.3836270E+02
   0.6900000E+01   0.6995066E+00  -0.1490437E+02  -0.1409060E+02  -0.1421595E+02  -0.1460042E+02  -0.1491546E+02  -0.1566856E+02  -0.1631407E+02  -0.1520912E+02  -0.1509521E+02  -0.1408537E+02  -0.1443609E+02  -0.1478073E+02  -0.1507437E+02  -0.1567102E+02  -0.1534550E+02  -0.1412856E+02  -0.1411900E+02  -0.1420994E+02  -0.1435898E+02  -0.1487647E+02   0.5163287E+02   0.3976287E+02   0.3859295E+02   0.3823215E+02
