   0.6000000E+01   0.5289118E+02   0.4102118E+02   0.3902267E+02   0.3850927E+02
   0.6100000E+01   0.5294889E+02   0.4107889E+02   0.3906022E+02   0.3854912E+02
   0.6200000E+01   0.5298086E+02   0.4111086E+02   0.3907562E+02   0.3856632E+02
   0.6300000E+01   0.5301516E+02   0.4114516E+02   0.3910809E+02   0.3860883E+02
   0.6400000E+01   0.5298059E+02   0.4111059E+02   0.3913416E+02   0.3866304E+02
   0.6500000E+01   0.5282959E+02   0.4095959E+02   0.3904568E+02   0.3859353E+02
   0.6600000E+01   0.5267710E+02   0.4080710E+02   0.3896771E+02   0.3850890E+02
   0.6700000E+01   0.5255328E+02   0.4068328E+02   0.3888249E+02   0.3841963E+02
   0.6800000E+01   0.5238561E+02   0.4051561E+02   0.3878170E+02   0.3831713E+02
   0.6900000E+01   0.5216263E+02   0.4029263E+02   0.3868061E+02   0.3821064E+02
   0.7000000E+01   0.5189013E+02   0.4002013E+02   0.3856968E+02   0.3809794E+02
   0.7100000E+01   0.5152711E+02   0.3965711E+02   0.3844854E+02   0.3797962E+02
   0.7200000E+01   0.5115062E+02   0.3928062E+02   0.3831349E+02   0.3785186E+02
   0.7300000E+01   0.5072946E+02   0.3885946E+02   0.3821203E+02   0.3776107E+02
   0.7400000E+01   0.5016666E+02   0.3829666E+02   0.3809547E+02   0.3765327E+02
   0.7500000E+01   0.4986858E+02   0.3799858E+02   0.3798728E+02   0.3755003E+02
   0.7600000E+01   0.4954529E+02   0.3767529E+02   0.3788529E+02   0.3745203E+02
   0.7700000E+01   0.4930263E+02   0.3743263E+02   0.3780208E+02   0.3737234E+02
   0.7800000E+01   0.4907295E+02   0.3720295E+02   0.3770806E+02   0.3729176E+02
   0.7900000E+01   0.4886233E+02   0.3699233E+02   0.3764313E+02   0.3724477E+02
   0.8000000E+01   0.4865395E+02   0.3678395E+02   0.3751770E+02   0.3712982E+02
   0.8100000E+01   0.4849067E+02   0.3662067E+02   0.3743154E+02   0.3705875E+02
   0.8200000E+01   0.4814092E+02   0.3627092E+02   0.3732062E+02   0.3696719E+02
   0.8300000E+01   0.4805248E+02   0.3618248E+02   0.3719493E+02   0.3685717E+02
   0.8400000E+01   0.4796036E+02   0.3609036E+02   0.3708452E+02   0.3676537E+02
   0.8500000E+01   0.4764741E+02   0.3577741E+02   0.3697624E+02   0.3668367E+02
   0.8600000E+01   0.4741503E+02   0.3554503E+02   0.3682675E+02   0.3655432E+02
   0.8700000E+01   0.4717872E+02   0.3530872E+02   0.3666483E+02   0.3641288E+02
   0.8800000E+01   0.4694402E+02   0.3507402E+02   0.3656828E+02   0.3633749E+02
   0.8900000E+01   0.4678875E+02   0.3491875E+02   0.3643325E+02   0.3623125E+02
   0.9000000E+01   0.4664124E+02   0.3477124E+02   0.3635304E+02   0.3615831E+02
   0.9100000E+01   0.4672166E+02   0.3485166E+02   0.3614093E+02   0.3596264E+02
   0.9200000E+01   0.4660989E+02   0.3473989E+02   0.3597379E+02   0.3583347E+02
   0.9300000E+01   0.4639705E+02   0.3452705E+02   0.3577320E+02   0.3570183E+02
   0.9400000E+01   0.4632784E+02   0.3445784E+02   0.3555961E+02   0.3555475E+02
   0.9500000E+01   0.4626896E+02   0.3439896E+02   0.3530267E+02   0.3540300E+02
   0.9600000E+01   0.4633019E+02   0.3446019E+02   0.3507127E+02   0.3528074E+02
   0.9700000E+01   0.4586870E+02   0.3399870E+02   0.3481804E+02   0.3516752E+02
   0.9800000E+01   0.4626753E+02   0.3439753E+02   0.3463094E+02   0.3497794E+02
   0.9900000E+01   0.4616788E+02   0.3429788E+02   0.3466128E+02   0.3493175E+02
   0.1000000E+02   0.4535055E+02   0.3348055E+02   0.3463867E+02   0.3482274E+02
   0.1010000E+02   0.4636759E+02   0.3449760E+02   0.3468008E+02   0.3472326E+02
   0.1020000E+02   0.4548711E+02   0.3361711E+02   0.3448167E+02   0.3440626E+02
   0.1030000E+02   0.4457815E+02   0.3270815E+02   0.3443371E+02   0.3430509E+02
   0.1040000E+02   0.4495475E+02   0.3308475E+02   0.3458647E+02   0.3436159E+02
   0.1050000E+02   0.4539869E+02   0.3352869E+02   0.3440515E+02   0.3433323E+02
   0.1060000E+02   0.4622813E+02   0.3435813E+02   0.3409117E+02   0.3388370E+02
   0.1070000E+02   0.4742153E+02   0.3555153E+02   0.3428616E+02   0.3393778E+02
   0.1080000E+02   0.4760833E+02   0.3573833E+02   0.3414864E+02   0.3394004E+02
   0.1090000E+02   0.4598435E+02   0.3411435E+02   0.3282971E+02   0.3318075E+02
   0.1100000E+02   0.4327582E+02   0.3140582E+02   0.3181929E+02   0.3250382E+02
