    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6750e+00  1.7368e+00  4.3725e-03 -1.2799e-01 -4.6828e-02  4.0101e-02  8.1990e-03 -5.3096e-01  5.0867e-01  7.8036e-02  2.0053e+00  2.4798e+00  8.6446e-03  5.1235e-03  9.3274e-03  2.4311e-03 -1.4955e-02  2.0652e-03  1.5749e-02  1.5377e+00  1.3622e+00  7.2192e-01  7.4373e-01  4.8707e-01  5.1764e-01  2.1896e-02  6.5418e-02  1.4922e-01  3.5741e-01  8.7753e-01
  6.1000e+00  1.6761e+00  1.7375e+00  4.3055e-03 -1.1596e-01 -4.0348e-02  3.7058e-02  8.0276e-03 -6.3503e-01  4.6549e-01  7.6410e-02  2.0054e+00  2.4799e+00  8.2684e-03  4.9732e-03  9.2000e-03  2.3616e-03 -1.8216e-02  2.0729e-03  1.5124e-02  1.5377e+00  1.3622e+00  6.6223e-01  6.8269e-01  4.4528e-01  4.7384e-01  2.0120e-02  5.9965e-02  1.3701e-01  3.5427e-01  8.7722e-01
  6.2000e+00  1.6764e+00  1.7377e+00  4.2775e-03 -1.1291e-01 -3.8699e-02  3.6235e-02  7.9295e-03 -8.3430e-01  4.5441e-01  7.5888e-02  2.0054e+00  2.4799e+00  8.1523e-03  4.9124e-03  9.1465e-03  2.3406e-03 -2.0094e-02  2.0766e-03  1.4947e-02  1.5377e+00  1.3622e+00  6.4707e-01  6.6693e-01  4.3481e-01  4.6269e-01  1.9723e-02  5.8720e-02  1.3421e-01  3.5156e-01  8.7736e-01
  6.3000e+00  1.6555e+00  1.7329e+00  5.1303e-03 -1.9920e-01 -2.3838e-02  4.2611e-02  2.8326e-02 -6.6195e-01  1.6507e+00  1.0105e-01  2.0034e+00  2.4784e+00  1.8283e-02 -2.7228e-03  1.4243e-02  1.7140e-03 -1.3813e-02  2.1983e-03  1.8931e-02  1.5373e+00  1.3617e+00  1.7015e+00  1.7789e+00  1.4427e+00  1.5349e+00  4.9158e-01  9.2923e-01  1.0908e+00  3.2807e-01  8.9457e-01
  6.4000e+00  1.6098e+00  1.7220e+00  6.7187e-03 -4.0703e-01 -2.4947e-02  7.3535e-02  4.4740e-02 -1.0498e-01  3.8474e+00  1.5173e-01  2.0003e+00  2.4756e+00  1.8121e-02 -9.8405e-03  1.7698e-02  1.7640e-03  1.6633e-03  2.2527e-03  2.6029e-02  1.5368e+00  1.3609e+00  3.9878e+00  4.0690e+00  3.5886e+00  3.7044e+00  1.0615e+00  1.9611e+00  2.1824e+00  1.9674e-01  9.2994e-01
  6.5000e+00  1.6054e+00  1.7212e+00  1.0554e-02 -3.6836e-01 -2.1690e-02  1.5782e-02  1.1862e-01 -1.9381e-01  4.1891e+00  1.3087e-01  1.9990e+00  2.4760e+00  5.7052e-02 -1.7540e-02  3.7695e-02  2.3218e-03  1.7923e-03  2.7423e-03  2.1668e-02  1.5365e+00  1.3606e+00  4.1225e+00  4.2853e+00  3.7692e+00  3.9289e+00  1.2267e+00  2.2029e+00  2.3839e+00  3.6429e-01  9.4159e-01
  6.6000e+00  1.5950e+00  1.7139e+00  2.6361e-02 -4.2463e-01  6.2659e-02  1.1935e-02  2.5431e-01 -1.4130e-01  4.4371e+00  1.8229e-01  1.9969e+00  2.4791e+00  1.7544e-01  6.1546e-03  9.0913e-02  1.0300e-02  1.0156e-02  4.6088e-03  5.0286e-02  1.5361e+00  1.3604e+00  4.5696e+00  4.6967e+00  4.0826e+00  4.2162e+00  1.1962e+00  2.1790e+00  2.2930e+00  5.9479e-01  9.5959e-01
  6.7000e+00  1.6285e+00  1.7268e+00  3.3146e-02  6.4900e-02  2.6732e-01  1.0280e-01  4.0076e-01  1.0602e-01  2.7699e+00  4.6774e-01  1.9988e+00  2.4842e+00  1.9688e-01  2.0844e-01  2.0225e-01  1.0143e-01  7.9028e-02  1.2388e-02  9.4077e-02  1.5355e+00  1.3613e+00  2.9590e+00  2.8220e+00  2.6244e+00  2.6488e+00  8.2458e-01  1.8591e+00  1.6714e+00  4.4684e-01  9.5303e-01
  6.8000e+00  1.6353e+00  1.7286e+00  2.0140e-02 -1.7161e-02  1.6402e-01  1.3221e-01  2.4520e-01  1.8330e-01  2.4900e+00  4.3860e-01  2.0009e+00  2.4823e+00  1.1492e-01  1.8013e-01  1.4843e-01  9.7096e-02  8.1390e-02  1.2913e-02  8.5025e-02  1.5359e+00  1.3618e+00  2.7066e+00  2.5955e+00  2.3477e+00  2.3936e+00  7.7344e-01  1.8042e+00  1.6355e+00  3.3264e-01  9.2814e-01
  6.9000e+00  1.6359e+00  1.7283e+00  1.4084e-02 -1.6599e-01  1.0318e-01  1.4737e-01  1.4736e-01  1.6961e-01  2.5015e+00  3.5382e-01  2.0009e+00  2.4799e+00  7.7369e-02  1.0413e-01  9.3400e-02  5.7761e-02  5.1061e-02  8.8935e-03  7.2635e-02  1.5364e+00  1.3617e+00  2.7368e+00  2.6882e+00  2.3321e+00  2.4130e+00  7.1463e-01  1.5983e+00  1.5451e+00  3.1927e-01  9.1898e-01
  7.0000e+00  1.6394e+00  1.7281e+00  7.7647e-03 -2.8725e-01  4.2098e-02  1.7455e-01  5.5015e-02  1.7303e-01  2.3246e+00  2.8917e-01  2.0012e+00  2.4777e+00  3.5090e-02  3.4789e-02  3.8294e-02  2.0131e-02  1.9971e-02  4.2773e-03  6.1609e-02  1.5370e+00  1.3616e+00  2.6252e+00  2.6115e+00  2.1595e+00  2.2627e+00  5.5002e-01  1.1816e+00  1.2952e+00  3.1026e-01  9.0781e-01
  7.1000e+00  1.6374e+00  1.7257e+00  6.5605e-03 -3.5398e-01  1.2224e-02  2.0403e-01  3.3525e-02  1.8621e-01  2.3306e+00  2.9215e-01  2.0012e+00  2.4772e+00  2.5036e-02  2.3658e-02  2.6527e-02  1.3560e-02  1.5289e-02  3.4326e-03  6.3763e-02  1.5371e+00  1.3617e+00  2.7510e+00  2.7279e+00  2.1997e+00  2.3010e+00  4.3809e-01  9.6899e-01  1.1514e+00  3.1354e-01  9.0533e-01
  7.2000e+00  1.6317e+00  1.7214e+00  6.9887e-03 -4.1911e-01 -2.6685e-02  2.2749e-01  3.3006e-02  1.9531e-01  2.4748e+00  3.0279e-01  2.0010e+00  2.4772e+00  2.4651e-02  3.0759e-02  2.8621e-02  1.7107e-02  1.8791e-02  4.0009e-03  6.7487e-02  1.5372e+00  1.3618e+00  3.0353e+00  2.9993e+00  2.3770e+00  2.4711e+00  3.9060e-01  9.1127e-01  1.1152e+00  3.1157e-01  9.0637e-01
