    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6771e+00  1.7380e+00  3.8128e-03 -1.0759e-01 -4.2536e-02  3.1821e-02  6.8973e-03 -7.4867e-01  4.2707e-01  7.2733e-02  2.0056e+00  2.4800e+00  5.7185e-03  3.8229e-03  8.1145e-03  1.7289e-03 -2.0732e-02  2.0477e-03  1.2256e-02  1.5377e+00  1.3623e+00  6.1284e-01  6.3612e-01  4.0604e-01  4.3416e-01  1.7167e-02  5.1456e-02  1.2447e-01  3.6024e-01  8.7566e-01
  6.1000e+00  1.6780e+00  1.7385e+00  3.7824e-03 -9.7877e-02 -3.6232e-02  2.9785e-02  6.8287e-03 -9.5560e-01  3.9320e-01  7.1683e-02  2.0057e+00  2.4800e+00  5.5315e-03  3.7453e-03  8.0570e-03  1.7030e-03 -2.2463e-02  2.0520e-03  1.1911e-02  1.5377e+00  1.3623e+00  5.6565e-01  5.8724e-01  3.7384e-01  4.0011e-01  1.5836e-02  4.7352e-02  1.1463e-01  3.5752e-01  8.7556e-01
  6.2000e+00  1.6784e+00  1.7388e+00  3.7643e-03 -9.3639e-02 -3.3630e-02  2.8799e-02  6.7658e-03 -9.9674e-01  3.7815e-01  7.1085e-02  2.0057e+00  2.4800e+00  5.4489e-03  3.7014e-03  8.0229e-03  1.6921e-03 -2.3753e-02  2.0542e-03  1.1749e-02  1.5377e+00  1.3623e+00  5.4488e-01  5.6564e-01  3.5966e-01  3.8504e-01  1.5279e-02  4.5604e-02  1.1040e-01  3.5524e-01  8.7566e-01
  6.3000e+00  1.6644e+00  1.7348e+00  4.0317e-03 -1.6689e-01 -3.9897e-02  3.7389e-02  1.3623e-02 -1.0481e+00  1.1777e+00  8.6136e-02  2.0042e+00  2.4789e+00  1.3375e-02  1.9123e-03  9.0616e-03  4.0875e-03 -1.8761e-02  2.6887e-03  1.2912e-02  1.5374e+00  1.3618e+00  1.2511e+00  1.3157e+00  1.0133e+00  1.0861e+00  3.5742e-01  6.7456e-01  8.1026e-01  3.4420e-01  8.8726e-01
  6.4000e+00  1.6402e+00  1.7289e+00  4.8495e-03 -2.7775e-01 -2.8420e-02  6.8761e-02  9.9766e-03 -1.3698e+00  2.4100e+00  1.3198e-01  2.0020e+00  2.4771e+00  2.3994e-02  3.1212e-03  1.2558e-02  5.6313e-03 -6.3466e-03  4.3390e-03  1.9109e-02  1.5370e+00  1.3611e+00  2.4955e+00  2.5643e+00  2.1726e+00  2.2758e+00  7.3002e-01  1.3570e+00  1.5358e+00  3.9804e-01  9.0769e-01
  6.5000e+00  1.6243e+00  1.7246e+00  5.9665e-03 -3.5702e-01 -3.5100e-02  7.8253e-02  9.7395e-03 -9.1962e-01  3.1662e+00  1.3910e-01  2.0007e+00  2.4761e+00  3.2829e-02  2.3728e-03  1.3418e-02  1.8110e-05 -1.6939e-03  2.1541e-03  2.3896e-02  1.5367e+00  1.3609e+00  3.2771e+00  3.3538e+00  2.8965e+00  3.0081e+00  9.0757e-01  1.6646e+00  1.8534e+00  3.9071e-01  9.2142e-01
  6.6000e+00  1.6373e+00  1.7287e+00  8.5968e-03 -2.7483e-01  2.7397e-02  1.0476e-01  1.5500e-02 -1.0820e+00  2.4705e+00  1.7843e-01  2.0005e+00  2.4771e+00  6.1804e-02  2.2274e-02  3.0148e-02  4.7942e-03 -8.3118e-04  1.4037e-03  4.1017e-02  1.5365e+00  1.3607e+00  2.6636e+00  2.6761e+00  2.3128e+00  2.3937e+00  6.5163e-01  1.2320e+00  1.3512e+00  4.6670e-01  9.1543e-01
  6.7000e+00  1.6440e+00  1.7303e+00  8.2315e-03 -2.4550e-01  1.6549e-02  1.0502e-01 -2.3838e-02 -1.5842e+00  2.1137e+00  1.7880e-01  2.0016e+00  2.4775e+00  4.2122e-02  1.7998e-02  2.3871e-02 -9.0715e-03 -1.0186e-03  3.4355e-05  3.8698e-02  1.5368e+00  1.3611e+00  2.3400e+00  2.3396e+00  2.0015e+00  2.0717e+00  5.7884e-01  1.1140e+00  1.2366e+00  5.7301e-01  9.0729e-01
  6.8000e+00  1.6522e+00  1.7321e+00  1.0710e-02 -2.1701e-01  2.5188e-02  1.1945e-01 -1.0282e-01 -3.2565e+00  1.5691e+00  1.9926e-01  2.0026e+00  2.4779e+00  3.2469e-02  1.4076e-02  1.9170e-02 -4.3048e-02  1.7502e-03 -5.2118e-03  4.2869e-02  1.5373e+00  1.3616e+00  1.9530e+00  1.8986e+00  1.6145e+00  1.6476e+00  4.2894e-01  8.5255e-01  9.8301e-01  8.3388e-01  8.9956e-01
  6.9000e+00  1.6562e+00  1.7320e+00  1.0011e-02 -2.2063e-01  2.5272e-04  1.2544e-01 -1.1454e-01 -3.1854e+00  1.3012e+00  1.9988e-01  2.0033e+00  2.4782e+00  1.7933e-02  9.6034e-03  1.3753e-02 -5.1426e-02  3.6266e-03 -5.7487e-03  4.1107e-02  1.5376e+00  1.3619e+00  1.7580e+00  1.6973e+00  1.3884e+00  1.4143e+00  2.8558e-01  6.0554e-01  7.5922e-01  8.0112e-01  8.9327e-01
  7.0000e+00  1.6540e+00  1.7298e+00  8.9466e-03 -2.6135e-01 -2.9240e-02  1.3661e-01 -9.0204e-02 -2.4283e+00  1.3813e+00  2.0156e-01  2.0031e+00  2.4780e+00  1.5162e-02  8.6016e-03  1.2498e-02 -4.3488e-02  5.9051e-03 -3.5990e-03  4.1703e-02  1.5375e+00  1.3619e+00  1.8713e+00  1.8251e+00  1.4366e+00  1.4745e+00  2.2727e-01  5.0653e-01  6.8298e-01  7.0336e-01  8.9313e-01
  7.1000e+00  1.6493e+00  1.7263e+00  5.7087e-03 -3.2262e-01 -7.2871e-02  1.4802e-01 -1.5888e-02 -6.5383e-01  1.6131e+00  1.9457e-01  2.0026e+00  2.4778e+00  1.4841e-02  9.6046e-03  1.2801e-02 -8.1711e-03  5.3215e-03  1.1874e-03  4.1812e-02  1.5374e+00  1.3618e+00  2.0992e+00  2.0879e+00  1.5760e+00  1.6401e+00  1.9216e-01  4.5009e-01  6.5297e-01  4.3156e-01  8.9456e-01
  7.2000e+00  1.6409e+00  1.7210e+00  4.7281e-03 -4.1639e-01 -1.2112e-01  1.7437e-01  5.6830e-03 -5.2983e-02  1.9250e+00  2.0213e-01  2.0020e+00  2.4774e+00  1.4476e-02  9.1370e-03  1.2099e-02  3.0915e-03  5.8870e-03  2.0760e-03  4.4572e-02  1.5374e+00  1.3618e+00  2.5225e+00  2.5212e+00  1.8670e+00  1.9434e+00  1.6289e-01  4.0981e-01  6.6912e-01  3.4882e-01  8.9694e-01
  7.3000e+00  1.6306e+00  1.7166e+00  4.8652e-03 -4.9906e-01 -1.2890e-01  2.2085e-01  1.0408e-02  8.1753e-02  2.3597e+00  2.4268e-01  2.0011e+00  2.4768e+00  1.7691e-02  1.2176e-02  1.4217e-02  5.7236e-03  7.1819e-03  2.0806e-03  5.4643e-02  1.5373e+00  1.3616e+00  3.0678e+00  3.0525e+00  2.2955e+00  2.3812e+00  1.9623e-01  4.9738e-01  7.9534e-01  3.4396e-01  9.0138e-01
  7.4000e+00  1.6209e+00  1.7107e+00  4.8289e-03 -5.9986e-01 -1.7646e-01  2.4806e-01  1.0761e-02  1.7471e-01  2.6926e+00  2.5056e-01  2.0002e+00  2.4761e+00  1.7877e-02  1.1806e-02  1.3728e-02  5.9165e-03  7.3339e-03  1.9852e-03  5.6930e-02  1.5372e+00  1.3615e+00  3.5525e+00  3.5322e+00  2.6440e+00  2.7305e+00  1.9613e-01  5.0741e-01  8.4703e-01  3.2943e-01  9.0607e-01
  7.5000e+00  1.6076e+00  1.7038e+00  5.0234e-03 -7.2048e-01 -2.1297e-01  2.9256e-01  1.1237e-02  1.7886e-01  3.1717e+00  2.7654e-01  1.9990e+00  2.4752e+00  2.0135e-02  1.3167e-02  1.4613e-02  6.7570e-03  7.5333e-03  2.0235e-03  6.3479e-02  1.5371e+00  1.3614e+00  4.2193e+00  4.1772e+00  3.1523e+00  3.2342e+00  2.1792e-01  5.6579e-01  9.5411e-01  3.2489e-01  9.1331e-01
