log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.6866e+00	2.2752e+00	6.7831e-01	1.1530e+00	9.2043e-01	2.4316e+00	5.2557e+00	1.0432e+00	2.0186e-01	1.4370e+00
6.1	2.5827e+00	2.3320e+00	7.2985e-01	1.3877e+00	1.1305e+00	2.1263e+00	6.2563e+00	1.4828e+00	2.9767e-01	1.2284e+00
6.2	2.1615e+00	1.6473e+00	7.5039e-01	1.4118e+00	1.2588e+00	1.9345e+00	6.7962e+00	1.6645e+00	4.7104e-01	1.1829e+00
6.3	1.6503e+00	1.6792e+00	9.1629e-01	1.4022e+00	1.2538e+00	1.7075e+00	7.0589e+00	1.8997e+00	7.0168e-01	1.5130e+00
6.4	1.3323e+00	2.8339e+00	1.0381e+00	1.1948e+00	1.2733e+00	1.5864e+00	6.5765e+00	1.9829e+00	8.8035e-01	1.6549e+00
6.5	1.1255e+00	1.7924e+00	9.9443e-01	1.0550e+00	1.3932e+00	1.5223e+00	6.7852e+00	2.1562e+00	1.0680e+00	1.4581e+00
6.6	8.4801e-01	1.6897e+00	9.5288e-01	1.1613e+00	1.5810e+00	1.5332e+00	7.7374e+00	2.1419e+00	1.0948e+00	1.4586e+00
6.7	6.2819e-01	2.2563e+00	1.2087e+00	1.3762e+00	1.5143e+00	1.4297e+00	8.4105e+00	2.2870e+00	1.2675e+00	2.0717e+00
6.8	5.2590e-01	2.0915e+00	1.4657e+00	1.4454e+00	1.3731e+00	1.3148e+00	8.3120e+00	2.3759e+00	1.4606e+00	2.8735e+00
6.9	6.3642e-01	4.4719e+00	1.7201e+00	1.5111e+00	1.0873e+00	1.2145e+00	7.7013e+00	2.6355e+00	1.6298e+00	3.6373e+00
7.0	8.5314e-01	5.3208e+00	1.5812e+00	9.8951e-01	7.3084e-01	1.0249e+00	5.9826e+00	2.5770e+00	1.6356e+00	3.7673e+00
7.1	1.0529e+00	4.9302e+00	1.2298e+00	-3.9988e-02	3.5553e-01	7.1146e-01	3.5592e+00	2.4300e+00	1.5434e+00	3.2299e+00
7.2	1.2343e+00	4.5414e+00	1.0543e+00	-6.9478e-01	1.4513e-01	4.7812e-01	1.9259e+00	2.4544e+00	1.5756e+00	2.6081e+00
7.3	1.4088e+00	4.0340e+00	1.1316e+00	-5.6717e-01	7.4220e-02	4.1938e-01	1.5933e+00	2.5675e+00	1.7459e+00	2.1844e+00
7.4	1.5252e+00	3.6552e+00	1.1894e+00	-4.4496e-01	4.4331e-02	3.3886e-01	1.3341e+00	2.5980e+00	1.8100e+00	1.9387e+00
7.5	1.5738e+00	3.1683e+00	1.2546e+00	-2.4395e-01	-1.7376e-02	2.7085e-01	1.1608e+00	2.6216e+00	1.8663e+00	1.4953e+00
7.6	1.5802e+00	2.6496e+00	1.2980e+00	-8.7546e-02	-9.8423e-02	1.9230e-01	9.4449e-01	2.6246e+00	1.8948e+00	1.0450e+00
7.7	1.5639e+00	2.0315e+00	1.3002e+00	1.5976e-02	-2.2060e-01	1.0886e-01	7.0062e-01	2.6152e+00	1.9164e+00	5.5707e-01
7.8	1.5194e+00	1.4539e+00	1.3035e+00	1.3723e-01	-3.5164e-01	4.8237e-02	5.2568e-01	2.6399e+00	1.9460e+00	-7.3180e-02
7.9	1.4758e+00	9.5327e-01	1.3135e+00	2.7960e-01	-4.8226e-01	8.3647e-03	4.2125e-01	2.6848e+00	1.9905e+00	-7.0867e-01
8.0	1.4517e+00	5.4944e-01	1.3268e+00	4.8437e-01	-6.1906e-01	-3.1514e-03	4.2085e-01	2.7331e+00	2.0378e+00	-1.2343e+00
8.1	1.4214e+00	1.8749e-01	1.3319e+00	7.7937e-01	-7.7501e-01	-7.2549e-03	4.4129e-01	2.7685e+00	2.0778e+00	-1.7263e+00
8.2	1.4201e+00	-1.1804e-01	1.3388e+00	1.1768e+00	-9.4401e-01	5.6020e-03	4.8440e-01	2.8091e+00	2.1401e+00	-2.1511e+00
