    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6712e+00  1.7351e+00  6.3755e-03 -1.6418e-01 -3.4824e-02  5.0313e-02  2.2937e-02 -4.4592e-01  6.8148e-01  9.9141e-02  2.0050e+00  2.4801e+00  1.6763e-02  9.7326e-03  1.9452e-02  6.6285e-03 -1.8535e-02  3.2062e-03  2.5958e-02  1.5378e+00  1.3623e+00  9.1018e-01  9.3793e-01  6.3733e-01  6.8297e-01  4.5277e-02  1.2593e-01  2.4019e-01  3.5618e-01  8.8094e-01
  6.1000e+00  1.6728e+00  1.7361e+00  5.9492e-03 -1.4768e-01 -2.7668e-02  4.6732e-02  2.0374e-02 -6.2743e-01  6.1576e-01  9.5436e-02  2.0051e+00  2.4801e+00  1.4608e-02  8.8066e-03  1.7889e-02  6.0199e-03 -2.0729e-02  3.0669e-03  2.4199e-02  1.5378e+00  1.3623e+00  8.2640e-01  8.5064e-01  5.7751e-01  6.1885e-01  3.8895e-02  1.0947e-01  2.1218e-01  3.5180e-01  8.8039e-01
  6.2000e+00  1.6754e+00  1.7375e+00  5.4824e-03 -1.2058e-01 -1.8727e-02  3.9130e-02  1.7656e-02 -6.2373e-01  5.0927e-01  8.7956e-02  2.0052e+00  2.4800e+00  1.2536e-02  7.6460e-03  1.5918e-02  5.1665e-03 -2.3238e-02  2.8735e-03  2.1150e-02  1.5377e+00  1.3622e+00  6.8954e-01  7.1001e-01  4.7889e-01  5.1378e-01  3.1876e-02  8.9535e-02  1.7397e-01  3.4337e-01  8.8005e-01
  6.3000e+00  1.6625e+00  1.7400e+00  8.0852e-04  8.1466e-02  2.8224e-01  1.0542e-01  3.8701e-01 -6.3393e-02  1.4888e+00  6.8660e-01  2.0060e+00  2.4877e+00  1.1972e-01  2.3350e-01  2.1579e-01  1.6623e-01  1.5561e-01  8.2470e-02  1.0017e-01  1.5377e+00  1.3661e+00  1.3430e+00  1.3522e+00  1.1718e+00  1.3154e+00  9.6914e-01  2.2817e+00  1.9745e+00  4.2374e-01  9.1100e-01
  6.4000e+00  1.6827e+00  1.7663e+00 -4.2690e-03  1.5248e+00  1.2403e+00  3.7084e-01  1.9938e+00  8.0770e-01  1.1917e+00  3.3852e+00  2.0355e+00  2.5395e+00  7.3914e-01  1.4804e+00  1.0853e+00  1.0384e+00  9.2061e-01  3.2258e-01  4.0740e-01  1.5535e+00  1.3853e+00  6.0267e-01  8.9939e-02  8.0208e-01  7.4203e-01  1.8450e+00  4.7516e+00  3.6621e+00  4.7165e-01  9.8432e-01
  6.5000e+00  1.6615e+00  1.7365e+00  1.0209e-03 -1.1792e-01  1.6561e-01  7.3708e-02  1.1708e-01 -2.3061e+00  1.3579e+00  2.3710e-01  2.0030e+00  2.4810e+00  4.2009e-02  3.8461e-02  8.3741e-02  1.3552e-02  2.0631e-02 -1.4076e-01  9.3050e-02  1.5914e+00  1.3625e+00  1.4039e+00  1.4505e+00  1.1742e+00  1.2902e+00  5.3286e-01  1.1095e+00  1.1482e+00  5.0769e-01  9.0017e-01
  6.6000e+00  1.6531e+00  1.7356e+00  8.0305e-03 -1.0421e-01  2.3032e-01  9.0017e-02  2.2564e-01 -1.4896e+00  1.7881e+00  4.7292e-01  2.0045e+00  2.4850e+00  1.0027e-01  1.4028e-01  1.8196e-01  1.0646e-01  1.0752e-01  3.0524e-02  1.1242e-01  1.5507e+00  1.3656e+00  1.8581e+00  1.8875e+00  1.6001e+00  1.7299e+00  9.0263e-01  2.0073e+00  1.8708e+00  6.7044e-01  9.1098e-01
  6.7000e+00  1.6464e+00  1.7389e+00  2.8508e-02  1.2795e-01  4.8902e-01  1.4788e-01  7.0890e-01 -7.7881e-02  2.2624e+00  1.3061e+00  2.0128e+00  2.5035e+00  3.4117e-01  5.7709e-01  5.5353e-01  4.5380e-01  4.0848e-01  2.2608e-01  3.2019e-01  1.5401e+00  1.3765e+00  2.2448e+00  2.2303e+00  2.0337e+00  2.1721e+00  1.4609e+00  3.5269e+00  2.9416e+00  6.9422e-01  9.3532e-01
  6.8000e+00  1.6628e+00  1.7563e+00  1.2493e-01  9.2635e-01  1.1800e+00  3.4520e-01  1.8900e+00  1.5568e+00  1.7728e+00  3.2158e+00  2.0362e+00  2.5507e+00  9.6172e-01  1.5939e+00  1.3508e+00  1.1953e+00  9.4164e-01  5.2932e-01  7.5262e-01  1.5425e+00  1.3958e+00  1.6271e+00  1.3242e+00  1.6301e+00  1.6561e+00  1.7708e+00  4.5478e+00  3.5658e+00  5.8442e-01  9.8404e-01
  6.9000e+00  1.6841e+00  1.7724e+00  3.2879e-01  1.3853e+00  1.7222e+00  5.6144e-01  2.6807e+00  2.5144e+00  9.5140e-01  4.5623e+00  2.0617e+00  2.5969e+00  1.6011e+00  2.3831e+00  2.0244e+00  1.8219e+00  1.2748e+00  7.6946e-01  1.2252e+00  1.5465e+00  1.4122e+00  9.2268e-01  1.8929e-01  1.0267e+00  7.9672e-01  1.7474e+00  4.6272e+00  3.5795e+00  4.4009e-01  9.9481e-01
