    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6764e+00  1.7389e+00  7.5251e-03 -1.0881e-01  4.5622e-02  3.3785e-02  5.0470e-02 -2.2068e-01  5.1884e-01  1.2929e-01  2.0050e+00  2.4807e+00  1.6014e-02  1.8879e-02  4.5217e-02  1.9403e-02 -6.9171e-03  9.0544e-03  3.1585e-02  1.5379e+00  1.3624e+00  6.3098e-01  6.5932e-01  4.5471e-01  5.0476e-01  6.4614e-02  1.6303e-01  2.3536e-01  3.5750e-01  8.8189e-01
  6.1000e+00  1.6790e+00  1.7401e+00  6.5560e-03 -8.1836e-02  4.0642e-02  2.7829e-02  3.7874e-02 -1.9676e-01  3.9803e-01  1.1259e-01  2.0050e+00  2.4803e+00  1.1943e-02  1.4748e-02  3.5641e-02  1.5081e-02 -4.5625e-03  7.2967e-03  2.6153e-02  1.5378e+00  1.3623e+00  4.9132e-01  5.1225e-01  3.5077e-01  3.8956e-01  4.6666e-02  1.1856e-01  1.7300e-01  3.3720e-01  8.8179e-01
  6.2000e+00  1.6778e+00  1.7396e+00  6.9819e-03 -9.5039e-02  4.3144e-02  3.1261e-02  4.1510e-02 -3.7395e-01  4.5315e-01  1.2066e-01  2.0050e+00  2.4804e+00  1.2732e-02  1.5901e-02  3.9119e-02  1.6847e-02 -4.6385e-03  7.9227e-03  2.8864e-02  1.5379e+00  1.3624e+00  5.5654e-01  5.7937e-01  3.9999e-01  4.4317e-01  5.2238e-02  1.3315e-01  1.9577e-01  3.4349e-01  8.8200e-01
  6.3000e+00  1.6732e+00  1.7259e+00  7.9893e-03 -1.0360e-01  4.2580e-02  4.1928e-02 -6.8449e-02 -2.2874e+00  2.9294e-01  1.5432e-01  2.0059e+00  2.4809e+00  2.7088e-02  2.0442e-02  4.5330e-02  6.8646e-02  4.1006e-03  2.5761e-02 -1.9510e-01  1.5380e+00  1.3610e+00  7.8245e-01  5.6376e-01  4.4645e-01  4.3136e-01  5.8810e-02  1.4764e-01  2.1402e-01  5.0645e-01  8.8059e-01
  6.4000e+00  1.6659e+00  1.7247e+00  1.2631e-02 -2.2977e-01 -3.0581e-02  5.8163e-02 -1.0239e-01 -2.1661e+00  6.3115e-01  2.8581e-01  2.0055e+00  2.4795e+00  1.7445e-03  5.2461e-03  6.8112e-02  3.7900e-02  1.4138e-02  5.9199e-03 -1.4408e-01  1.5389e+00  1.3613e+00  1.1378e+00  1.0286e+00  6.7419e-01  7.8930e-01  1.0510e-01  2.5355e-01  3.9110e-01  7.2333e-01  8.8256e-01
  6.5000e+00  1.6602e+00  1.7280e+00  8.5506e-03 -2.7839e-01  1.3904e-01  1.2035e-01 -1.6502e-01 -5.4833e+00  9.2180e-01  3.3260e-01  2.0058e+00  2.4804e+00 -1.5848e-02  7.1253e-03  1.0848e-01 -6.7877e-02 -1.1196e-01 -1.5655e-02 -1.0433e-01  1.5574e+00  1.3619e+00  1.5027e+00  1.3459e+00  1.0034e+00  1.1083e+00  2.3172e-01  5.8002e-01  7.2725e-01  1.0754e+00  8.8966e-01
  6.6000e+00  1.6567e+00  1.7378e+00  1.9375e-02 -2.5270e-01  4.4916e-01  1.2908e-01  7.9861e-02 -5.2277e+00  1.4910e+00  6.8177e-01  2.0085e+00  2.4923e+00  8.0395e-02  1.6488e-01  3.8506e-01  9.2706e-02  5.0031e-02  9.9134e-02  3.9833e-01  1.5702e+00  1.3804e+00  1.7745e+00  1.6805e+00  1.3904e+00  1.5389e+00  9.3270e-01  2.1553e+00  2.0702e+00  1.1568e+00  9.0494e-01
  6.7000e+00  1.6562e+00  1.7334e+00  4.6694e-02 -2.4131e-01  4.2259e-01  1.5746e-01  2.1163e-01 -4.8709e+00  1.2401e+00  1.2895e+00  2.0198e+00  2.5235e+00  5.3981e-01  5.8419e-01  9.5182e-01  5.0511e-01  2.2006e-01  2.3935e-01  1.1491e+00  1.6103e+00  1.4608e+00  1.7446e+00  1.4813e+00  1.2804e+00  1.3071e+00  1.4136e+00  3.7003e+00  3.4304e+00  1.0814e+00  9.0134e-01
  6.8000e+00  1.6486e+00  1.7288e+00  1.1892e-01 -2.6685e-01  5.0929e-01  2.6021e-01  8.3699e-01  2.0346e-02  1.5733e+00  2.8149e+00  2.0402e+00  2.5856e+00  1.3874e+00  1.3641e+00  1.9558e+00  1.3419e+00  7.7360e-01  4.9057e-01  2.4204e+00  1.6730e+00  1.5918e+00  1.9488e+00  1.6730e+00  1.4590e+00  1.4797e+00  1.6878e+00  4.5442e+00  4.0437e+00  6.7556e-01  9.0526e-01
  6.9000e+00  1.6353e+00  1.7229e+00  1.4046e-01 -3.9948e-01  5.3619e-01  3.2441e-01  1.0322e+00  1.6298e+00  2.1409e+00  3.0348e+00  2.0466e+00  2.5996e+00  1.5124e+00  1.4764e+00  2.0710e+00  1.4509e+00  8.3486e-01  4.8382e-01  2.5790e+00  1.6929e+00  1.6254e+00  2.5305e+00  2.2861e+00  1.9323e+00  1.9764e+00  1.6426e+00  4.4775e+00  3.9420e+00  5.1220e-01  9.1082e-01
