log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.4690e+00	1.8938e+00	6.7132e-01	9.6908e-01	7.2960e-01	1.9886e+00	4.0934e+00	6.1018e-01	2.2279e-01	1.7645e+00
6.1	2.6766e+00	2.2144e+00	6.8294e-01	1.2247e+00	8.4364e-01	1.8605e+00	5.1254e+00	1.0210e+00	1.5348e-01	1.5256e+00
6.2	2.1574e+00	2.4283e+00	6.3439e-01	1.2641e+00	1.0976e+00	1.7799e+00	6.3618e+00	1.3248e+00	3.4413e-01	1.2750e+00
6.3	1.5876e+00	3.3702e+00	1.0245e+00	1.1874e+00	9.7864e-01	1.6485e+00	6.2987e+00	1.7178e+00	6.5065e-01	1.8256e+00
6.4	1.4407e+00	2.9187e+00	8.9493e-01	1.0854e+00	1.0929e+00	1.7102e+00	6.5305e+00	1.8516e+00	6.5756e-01	1.5177e+00
6.5	1.0712e+00	2.9246e+00	9.5069e-01	9.5287e-01	1.1931e+00	1.5255e+00	6.7429e+00	2.1170e+00	9.2815e-01	1.4457e+00
6.6	7.4111e-01	2.6459e+00	8.1505e-01	1.0787e+00	1.4323e+00	1.5265e+00	8.1989e+00	2.1519e+00	9.2158e-01	1.3440e+00
6.7	4.8185e-01	2.8336e+00	9.9588e-01	1.1838e+00	1.4605e+00	1.4044e+00	8.9784e+00	2.1825e+00	1.0889e+00	1.7631e+00
6.8	3.6306e-01	3.3392e+00	1.3147e+00	1.2184e+00	1.2769e+00	1.2380e+00	8.5908e+00	2.3218e+00	1.3138e+00	2.4712e+00
6.9	4.5175e-01	4.0440e+00	1.6144e+00	1.2900e+00	1.0259e+00	1.1358e+00	7.8938e+00	2.5040e+00	1.5658e+00	3.2790e+00
7.0	7.2120e-01	5.4603e+00	1.7899e+00	1.3609e+00	7.8619e-01	1.0903e+00	6.8697e+00	2.5744e+00	1.7133e+00	4.1597e+00
7.1	9.3681e-01	4.9817e+00	1.4525e+00	6.3583e-01	4.6897e-01	8.5109e-01	4.5925e+00	2.3915e+00	1.6265e+00	3.8741e+00
7.2	1.1184e+00	4.2040e+00	9.4482e-01	-6.2387e-01	9.6320e-02	4.5394e-01	1.7427e+00	2.2811e+00	1.4863e+00	2.5392e+00
7.3	1.2778e+00	3.6652e+00	9.6636e-01	-6.4411e-01	1.3584e-02	3.8211e-01	1.2198e+00	2.3975e+00	1.6359e+00	1.9401e+00
7.4	1.4191e+00	3.4116e+00	1.0136e+00	-5.2638e-01	1.7642e-02	3.2004e-01	1.0401e+00	2.4133e+00	1.6826e+00	1.8410e+00
7.5	1.5068e+00	2.9026e+00	1.0803e+00	-3.3004e-01	-4.0154e-02	2.3525e-01	8.1071e-01	2.4225e+00	1.7320e+00	1.3856e+00
7.6	1.5284e+00	2.3877e+00	1.1382e+00	-1.4833e-01	-1.1040e-01	1.4530e-01	5.8664e-01	2.4197e+00	1.7524e+00	8.9716e-01
7.7	1.5039e+00	1.8856e+00	1.1951e+00	-1.6837e-02	-1.7905e-01	6.2561e-02	4.0729e-01	2.4262e+00	1.7648e+00	4.3376e-01
7.8	1.4479e+00	1.2976e+00	1.2348e+00	1.1275e-01	-2.9069e-01	-1.0737e-03	2.8356e-01	2.4416e+00	1.7915e+00	-1.2509e-01
7.9	1.3809e+00	7.1548e-01	1.2514e+00	2.5990e-01	-4.2658e-01	-5.7032e-02	1.6925e-01	2.4753e+00	1.8211e+00	-7.7592e-01
8.0	1.3191e+00	1.9896e-01	1.2678e+00	4.4228e-01	-5.7803e-01	-9.7302e-02	1.0777e-01	2.5203e+00	1.8664e+00	-1.4281e+00
8.1	1.2784e+00	-1.7864e-01	1.2911e+00	6.9008e-01	-7.3398e-01	-1.1630e-01	1.0802e-01	2.5732e+00	1.9199e+00	-1.9491e+00
8.2	1.2655e+00	-4.1672e-01	1.3093e+00	1.0397e+00	-8.9040e-01	-1.2622e-01	1.4242e-01	2.6196e+00	1.9743e+00	-2.3333e+00
8.3	1.2971e+00	-4.8862e-01	1.2992e+00	1.5428e+00	-1.0355e+00	-1.4941e-01	1.8247e-01	2.6444e+00	2.0273e+00	-2.5487e+00
8.4	1.4006e+00	-3.5971e-01	1.2506e+00	2.2567e+00	-1.1540e+00	-2.0387e-01	2.2012e-01	2.6618e+00	2.0802e+00	-2.6013e+00
8.5	1.6082e+00	7.4805e-02	1.1504e+00	3.2978e+00	-1.2355e+00	-3.5683e-01	2.3030e-01	2.7107e+00	2.1383e+00	-2.5040e+00
8.6	2.0117e+00	1.0341e+00	9.6637e-01	4.8511e+00	-1.2744e+00	-7.1769e-01	1.0573e-01	2.8458e+00	2.2362e+00	-2.2677e+00
8.7	2.6760e+00	2.8182e+00	6.4617e-01	6.6571e+00	-1.1419e+00	-1.6818e+00	-6.7373e-01	3.1072e+00	2.3761e+00	-1.7727e+00
8.8	3.6368e+00	5.2999e+00	1.7289e-01	8.1156e+00	-5.5932e-01	-3.8452e+00	-3.1880e+00	3.4314e+00	2.5813e+00	-1.0339e+00
8.9	4.5740e+00	7.4316e+00	-3.7757e-01	8.2675e+00	1.5601e+00	-8.9633e+00	-1.0157e+01	3.6803e+00	2.9439e+00	1.3731e-01
9.0	1.5985e+00	2.2816e+00	2.8832e-01	3.0626e+00	3.7640e+00	-1.4835e+01	-1.9191e+01	3.7038e+00	3.4446e+00	1.5683e+00
9.1	7.3648e-01	6.2474e-01	7.0686e-01	6.4967e-01	1.9481e+00	-9.0260e+00	-1.3698e+01	3.6487e+00	4.2311e+00	3.4623e+00
9.2	2.7413e-01	3.9296e-01	2.2861e-01	1.4142e-01	5.3614e-01	-1.0074e+00	-1.8249e+00	4.3592e+00	5.3587e+00	5.8087e+00
9.3	2.3374e-01	3.6253e-01	1.6132e-01	9.3268e-02	1.2199e-01	-1.4277e-01	-5.8595e-02	6.3706e+00	6.5545e+00	8.0786e+00
9.4	2.5052e-01	3.9208e-01	1.5755e-01	1.1225e-01	4.8298e-02	-4.6107e-02	1.8111e-01	8.3519e+00	7.4938e+00	9.8511e+00
9.5	2.4564e-01	3.8876e-01	1.5072e-01	1.0705e-01	2.0782e-02	-2.2223e-03	2.5025e-01	8.9377e+00	8.0779e+00	1.1123e+01
9.6	2.3362e-01	3.6799e-01	1.5091e-01	1.0165e-01	6.8044e-03	1.8654e-02	2.6490e-01	7.9285e+00	8.1842e+00	1.2045e+01
9.7	2.4616e-01	3.9710e-01	1.4428e-01	1.0184e-01	4.9471e-04	2.4006e-02	2.6145e-01	6.5494e+00	7.8607e+00	1.2547e+01
