    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6717e+00  1.7353e+00  6.0098e-03 -1.5998e-01 -3.9262e-02  4.9625e-02  1.9017e-02 -4.5793e-01  6.5764e-01  9.4736e-02  2.0051e+00  2.4801e+00  1.5459e-02  8.6043e-03  1.6557e-02  5.4218e-03 -1.7338e-02  2.8119e-03  2.4181e-02  1.5378e+00  1.3622e+00  8.8730e-01  9.1447e-01  6.1763e-01  6.6083e-01  3.9590e-02  1.1222e-01  2.2296e-01  3.5860e-01  8.7957e-01
  6.1000e+00  1.6727e+00  1.7359e+00  5.7159e-03 -1.4981e-01 -3.3679e-02  4.7921e-02  1.7498e-02 -6.6674e-01  6.1767e-01  9.2850e-02  2.0051e+00  2.4800e+00  1.3966e-02  8.0914e-03  1.5700e-02  5.1249e-03 -1.9260e-02  2.7509e-03  2.3219e-02  1.5377e+00  1.3622e+00  8.3680e-01  8.6062e-01  5.8241e-01  6.2248e-01  3.5586e-02  1.0198e-01  2.0520e-01  3.5401e-01  8.7970e-01
  6.2000e+00  1.6749e+00  1.7372e+00  5.3591e-03 -1.2639e-01 -2.5006e-02  4.1414e-02  1.5657e-02 -6.9188e-01  5.2719e-01  8.7135e-02  2.0052e+00  2.4800e+00  1.2330e-02  7.2539e-03  1.4391e-02  4.5513e-03 -2.2120e-02  2.6377e-03  2.0827e-02  1.5377e+00  1.3622e+00  7.1913e-01  7.3978e-01  4.9801e-01  5.3284e-01  3.0203e-02  8.6385e-02  1.7408e-01  3.4677e-01  8.7941e-01
  6.3000e+00  1.6672e+00  1.7399e+00  3.6866e-03  3.8057e-02  1.7679e-01  9.5949e-02  2.5833e-01 -1.3189e-01  1.1385e+00  5.7839e-01  2.0072e+00  2.4862e+00  9.2393e-02  2.0844e-01  1.7366e-01  1.5619e-01  1.4835e-01  7.0571e-02  8.6085e-02  1.5378e+00  1.3660e+00  1.1335e+00  1.1106e+00  9.5771e-01  1.0377e+00  8.2409e-01  2.0313e+00  1.7368e+00  3.5973e-01  8.9920e-01
  6.4000e+00  1.6837e+00  1.7623e+00 -7.1480e-03  1.7183e+00  1.2226e+00  3.5532e-01  1.9518e+00  3.9267e-01  9.6744e-01  3.1512e+00  2.0302e+00  2.5326e+00  6.3677e-01  1.3925e+00  9.6200e-01  9.3183e-01  8.4900e-01  2.8513e-01  3.0253e-01  1.5482e+00  1.3814e+00  3.2500e-01 -3.0969e-01  5.1254e-01  4.0122e-01  1.6829e+00  4.4042e+00  3.3729e+00  4.4087e-01  9.8638e-01
  6.5000e+00  1.6589e+00  1.7358e+00  4.5625e-03 -1.3790e-01  1.2737e-01  7.1136e-02  1.0411e-01 -1.6831e+00  1.4857e+00  2.2673e-01  2.0029e+00  2.4802e+00  3.7367e-02  2.4532e-02  6.8806e-02  1.3896e-02  1.3457e-02 -5.2809e-02  5.2896e-02  1.5576e+00  1.3622e+00  1.5476e+00  1.5933e+00  1.3038e+00  1.4194e+00  5.4003e-01  1.0983e+00  1.1656e+00  5.0975e-01  9.0048e-01
  6.6000e+00  1.6463e+00  1.7342e+00  8.1949e-03 -1.3528e-01  1.9478e-01  9.3750e-02  2.2061e-01 -7.2167e-01  2.1610e+00  4.2696e-01  2.0033e+00  2.4824e+00  6.6670e-02  9.9958e-02  1.4254e-01  8.5533e-02  8.5416e-02  4.5625e-02  7.2696e-02  1.5378e+00  1.3640e+00  2.1992e+00  2.2519e+00  1.9214e+00  2.0728e+00  9.0698e-01  1.9584e+00  1.8716e+00  5.8880e-01  9.1438e-01
  6.7000e+00  1.6243e+00  1.7325e+00  1.0289e-02  6.7017e-02  5.0229e-01  8.4933e-02  7.4607e-01  1.6010e-01  3.3868e+00  9.4053e-01  2.0048e+00  2.4942e+00  2.4308e-01  3.6292e-01  3.9598e-01  2.7462e-01  2.7202e-01  1.3413e-01  1.6071e-01  1.5379e+00  1.3693e+00  3.2379e+00  3.3474e+00  3.0037e+00  3.2109e+00  1.4607e+00  3.2746e+00  2.8605e+00  8.8729e-01  9.5880e-01
  6.8000e+00  1.6522e+00  1.7517e+00  6.2619e-02  1.0703e+00  1.1893e+00  2.9092e-01  1.8608e+00  1.1804e+00  2.2399e+00  2.8092e+00  2.0250e+00  2.5336e+00  7.2177e-01  1.3300e+00  1.0591e+00  9.0983e-01  8.0907e-01  3.7715e-01  4.2962e-01  1.5397e+00  1.3852e+00  2.0001e+00  1.7607e+00  2.0059e+00  2.0739e+00  1.6841e+00  4.2860e+00  3.3712e+00  7.8220e-01  1.0106e+00
  6.9000e+00  1.6648e+00  1.7592e+00  1.4991e-01  1.1998e+00  1.3255e+00  4.0340e-01  2.0938e+00  1.7131e+00  1.6147e+00  3.4754e+00  2.0389e+00  2.5547e+00  9.9532e-01  1.7478e+00  1.3941e+00  1.2527e+00  1.0163e+00  5.1391e-01  6.6411e-01  1.5422e+00  1.3951e+00  1.6276e+00  1.1557e+00  1.6409e+00  1.5351e+00  1.6272e+00  4.2781e+00  3.3287e+00  5.6160e-01  9.9722e-01
