log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
8.7	4.1182e-01	9.2438e-01	2.3367e-01	2.5930e-01	-1.0526e-01	-1.2932e-01	-2.9812e-01	6.8668e-01	2.0899e-01	-3.3883e-01
8.8	5.1049e-01	1.2556e+00	2.5116e-01	3.0524e-01	-1.3716e-01	-1.7611e-01	-4.3226e-01	7.0968e-01	2.4461e-01	-4.4236e-01
8.9	6.1345e-01	1.6310e+00	2.5776e-01	3.5455e-01	-1.7046e-01	-2.1585e-01	-5.3565e-01	7.3924e-01	2.7049e-01	-4.8950e-01
9.0	7.7958e-01	2.2402e+00	2.5335e-01	4.3466e-01	-2.3045e-01	-2.9759e-01	-7.5099e-01	7.8566e-01	3.2002e-01	-6.3494e-01
9.1	8.5191e-01	2.5677e+00	2.0749e-01	3.8681e-01	-2.2655e-01	-2.4128e-01	-5.5264e-01	7.7814e-01	2.9513e-01	-4.5169e-01
9.2	1.1469e+00	3.6517e+00	1.3853e-01	4.7005e-01	-2.9076e-01	-3.0992e-01	-6.9798e-01	8.3716e-01	3.2976e-01	-4.5416e-01
9.3	1.5286e+00	4.9428e+00	7.2613e-02	6.2223e-01	-3.7707e-01	-4.3652e-01	-1.0211e+00	8.9385e-01	3.6656e-01	-5.9317e-01
9.4	1.9972e+00	6.3864e+00	1.6806e-02	8.3824e-01	-4.8673e-01	-6.2683e-01	-1.5471e+00	9.2942e-01	4.0552e-01	-7.6242e-01
9.5	2.8623e+00	8.7069e+00	-2.7517e-02	1.2320e+00	-7.1056e-01	-1.0462e+00	-2.7751e+00	9.3264e-01	4.6339e-01	-1.0203e+00
9.6	3.1308e+00	9.1706e+00	6.9595e-02	1.5054e+00	-8.8830e-01	-1.4140e+00	-3.8042e+00	8.5577e-01	4.9832e-01	-1.3629e+00
9.7	2.7807e+00	7.8615e+00	3.1570e-01	1.6207e+00	-9.5335e-01	-1.5089e+00	-3.8933e+00	7.0298e-01	5.3407e-01	-1.6203e+00
9.8	7.4955e-01	2.1592e+00	3.7252e-01	7.1708e-01	-3.6045e-01	-4.3059e-01	-1.0363e+00	5.8731e-01	5.5876e-01	-1.5123e+00
9.9	3.9651e-01	5.1725e-01	4.9110e-01	3.8258e-01	-1.6453e-01	-1.6768e-01	-4.1541e-01	8.7701e-01	5.2119e-01	-1.1499e+00
10.0	3.5185e-01	2.6310e-01	4.0107e-01	2.8298e-01	-8.3554e-02	-1.0319e-01	-2.7220e-01	9.7630e-01	4.3515e-01	-9.8269e-01
10.1	2.3674e-01	1.8334e-01	2.1630e-01	1.6664e-01	-1.2353e-02	-3.7566e-02	-5.3032e-02	9.7029e-01	3.8426e-01	-1.6065e-01
10.2	1.5099e-01	1.5857e-01	1.3110e-01	1.0291e-01	3.4514e-02	3.7324e-03	9.7429e-02	9.5092e-01	4.0655e-01	3.2944e-01
10.3	1.3365e-01	2.3547e-01	1.1701e-01	7.7395e-02	6.4152e-02	3.0332e-02	1.9132e-01	7.8489e-01	3.9825e-01	7.1478e-01
10.4	1.4147e-01	2.9589e-01	1.1935e-01	6.2808e-02	8.3402e-02	5.0274e-02	2.5056e-01	6.5496e-01	3.9696e-01	9.3040e-01
10.5	1.3567e-01	3.6131e-01	1.0926e-01	4.1227e-02	1.0164e-01	7.1921e-02	3.2377e-01	6.9232e-01	4.7998e-01	1.4074e+00
10.6	1.3467e-01	2.8148e-01	3.2416e-01	5.8116e-02	6.2474e-02	8.1763e-02	3.4946e-01	2.1303e-01	2.5828e-01	1.4449e+00
10.7	1.5553e-01	2.7647e-01	2.5864e-01	8.2472e-02	5.1272e-02	9.0980e-02	6.2103e-01	1.8575e-01	2.2279e-01	2.0397e+00
10.8	6.6266e-01	6.7420e-01	1.5661e-01	4.0696e-01	3.5860e-02	9.5827e-02	1.4742e+00	5.8391e-01	3.9593e-01	3.2489e+00
10.9	6.1829e-01	6.0200e-01	1.3598e-01	3.5560e-01	4.3391e-02	9.9530e-02	1.5585e+00	6.1671e-01	2.8494e-01	3.2257e+00
11.0	6.0986e-01	5.9764e-01	1.4019e-01	3.5194e-01	4.2651e-02	9.8283e-02	1.5442e+00	5.6201e-01	1.2724e-01	2.7403e+00
