log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.6128e+00	4.8620e+00	5.8220e-01	2.0009e+00	1.8126e+00	3.9618e+00	8.3280e+00	2.2910e+00	1.0036e+00	1.1411e+00
6.1	2.2357e+00	4.4498e+00	5.8054e-01	2.0185e+00	2.1138e+00	3.4081e+00	9.2423e+00	2.2381e+00	1.1529e+00	1.1087e+00
6.2	2.0683e+00	4.2669e+00	6.3721e-01	1.9605e+00	2.1971e+00	3.3144e+00	9.8129e+00	2.2564e+00	1.2165e+00	1.1518e+00
6.3	1.8100e+00	4.0521e+00	1.0914e+00	2.0674e+00	2.1109e+00	2.7746e+00	1.0389e+01	2.3520e+00	1.1621e+00	2.9899e+00
6.4	1.5602e+00	4.1598e+00	1.4439e+00	1.8552e+00	1.8211e+00	2.2834e+00	9.7829e+00	2.2569e+00	1.2834e+00	5.2127e+00
6.5	1.3453e+00	4.9585e+00	1.8428e+00	1.7488e+00	1.8531e+00	1.9899e+00	8.8404e+00	2.1524e+00	1.6277e+00	3.8823e+00
6.6	1.2748e+00	5.9100e+00	2.2977e+00	1.6741e+00	1.7668e+00	1.6897e+00	8.2461e+00	2.7879e+00	2.0690e+00	2.2810e+00
6.7	1.2379e+00	6.6584e+00	2.4819e+00	1.6892e+00	1.5803e+00	1.4825e+00	7.9237e+00	3.1989e+00	2.0239e+00	2.9993e+00
6.8	1.2586e+00	7.0335e+00	2.4540e+00	1.1642e+00	1.1644e+00	1.2347e+00	6.5030e+00	3.5548e+00	2.0231e+00	3.4452e+00
6.9	1.4052e+00	7.7521e+00	2.0700e+00	-1.8093e-01	5.9500e-01	9.3464e-01	4.1839e+00	3.4861e+00	2.0895e+00	3.0268e+00
7.0	1.6187e+00	7.7975e+00	1.9311e+00	-9.0958e-01	3.3062e-01	7.3090e-01	2.5851e+00	3.4877e+00	2.3219e+00	2.5976e+00
7.1	1.7939e+00	7.0307e+00	2.0232e+00	-7.6702e-01	3.0673e-01	6.6003e-01	2.1641e+00	3.7455e+00	2.6487e+00	2.4180e+00
7.2	1.8869e+00	6.2289e+00	2.0779e+00	-5.4059e-01	2.3783e-01	5.8620e-01	1.8496e+00	3.9085e+00	2.8758e+00	2.0514e+00
7.3	1.9085e+00	5.3775e+00	2.1071e+00	-2.4576e-01	1.2415e-01	5.2318e-01	1.6585e+00	4.0219e+00	3.0123e+00	1.6308e+00
7.4	1.8931e+00	4.4552e+00	2.0852e+00	1.8076e-02	-5.9770e-02	4.5194e-01	1.4719e+00	4.1038e+00	3.1020e+00	1.0873e+00
7.5	1.8566e+00	3.5740e+00	2.0326e+00	2.8224e-01	-2.7739e-01	4.0794e-01	1.3296e+00	4.1598e+00	3.1809e+00	4.8447e-01
7.6	1.8144e+00	2.7637e+00	1.9612e+00	5.8451e-01	-5.2297e-01	3.9539e-01	1.2880e+00	4.2102e+00	3.2518e+00	-1.4567e-01
7.7	1.7824e+00	2.0307e+00	1.8492e+00	1.0247e+00	-8.1296e-01	4.6285e-01	1.3873e+00	4.2352e+00	3.2907e+00	-8.4119e-01
7.8	1.7580e+00	1.5102e+00	1.7248e+00	1.5359e+00	-1.0649e+00	5.9439e-01	1.5966e+00	4.2514e+00	3.3209e+00	-1.4197e+00
7.9	1.7654e+00	1.1359e+00	1.5651e+00	2.1593e+00	-1.3308e+00	7.6763e-01	1.8300e+00	4.2490e+00	3.3547e+00	-1.9413e+00
8.0	1.8077e+00	9.1260e-01	1.3589e+00	2.8121e+00	-1.5779e+00	8.9686e-01	1.9783e+00	4.2021e+00	3.3555e+00	-2.3491e+00
8.1	1.9492e+00	8.3872e-01	1.1144e+00	3.5481e+00	-1.7810e+00	9.3431e-01	2.0851e+00	4.1156e+00	3.3301e+00	-2.5436e+00
8.2	2.1582e+00	8.3704e-01	8.3362e-01	4.4235e+00	-1.9471e+00	8.7291e-01	2.1368e+00	4.0401e+00	3.2939e+00	-2.6266e+00
