    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6774e+00  1.7395e+00  7.3470e-03 -1.0165e-01  5.3774e-02  3.0490e-02  5.0419e-02 -1.4189e-01  4.8283e-01  1.3170e-01  2.0051e+00  2.4808e+00  1.3578e-02  1.8926e-02  4.8135e-02  2.0808e-02 -3.5987e-03  9.4909e-03  3.2517e-02  1.5380e+00  1.3625e+00  5.7850e-01  6.0798e-01  4.1716e-01  4.6716e-01  6.2502e-02  1.5661e-01  2.2269e-01  3.5533e-01  8.8139e-01
  6.1000e+00  1.6776e+00  1.7396e+00  7.2944e-03 -1.0035e-01  5.0597e-02  3.2045e-02  4.6174e-02 -2.8289e-01  4.6951e-01  1.3363e-01  2.0051e+00  2.4807e+00  1.1347e-02  1.8047e-02  4.6317e-02  1.9927e-02 -2.3241e-03  8.8383e-03  3.3019e-02  1.5380e+00  1.3624e+00  5.6476e-01  5.9262e-01  4.0652e-01  4.5530e-01  5.6491e-02  1.4325e-01  2.0676e-01  3.4984e-01  8.8142e-01
  6.2000e+00  1.6759e+00  1.7388e+00  7.8965e-03 -1.1878e-01  5.5115e-02  3.6744e-02  5.1523e-02 -3.5183e-01  5.4549e-01  1.4638e-01  2.0051e+00  2.4808e+00  1.2090e-02  1.9852e-02  5.2005e-02  2.2786e-02 -1.9989e-03  9.7882e-03  3.7300e-02  1.5381e+00  1.3624e+00  6.5279e-01  6.8370e-01  4.7334e-01  5.2870e-01  6.4580e-02  1.6421e-01  2.3871e-01  3.5731e-01  8.8196e-01
  6.3000e+00  1.6751e+00  1.7303e+00  8.0523e-03 -1.0877e-01  5.0759e-02  3.7374e-02 -5.3598e-02 -1.6368e+00  3.1711e-01  1.5242e-01  2.0060e+00  2.4812e+00  2.2926e-02  2.1555e-02  5.2799e-02  5.9775e-02  1.0822e-02  2.1991e-02 -1.6156e-01  1.5379e+00  1.3615e+00  6.8530e-01  5.7583e-01  4.0415e-01  4.4148e-01  6.2450e-02  1.5767e-01  2.2545e-01  4.9456e-01  8.8113e-01
  6.4000e+00  1.6652e+00  1.7207e+00  1.0641e-02 -2.3855e-01 -2.7719e-02  6.3424e-02 -9.0598e-02 -2.4038e+00  6.4485e-01  3.2082e-01  2.0061e+00  2.4808e+00  8.2353e-03  2.3873e-02  9.1810e-02  9.7660e-02  3.0691e-02  2.1860e-02 -2.8010e-01  1.5387e+00  1.3615e+00  1.1189e+00  1.0756e+00  6.3047e-01  8.2516e-01  1.6981e-01  4.0137e-01  5.1450e-01  7.3697e-01  8.8217e-01
  6.5000e+00  1.6605e+00  1.7255e+00  1.5185e-02 -2.9604e-01  9.5662e-02  1.1065e-01 -2.4574e-01 -5.9136e+00  7.8723e-01  3.2463e-01  2.0068e+00  2.4807e+00 -1.5635e-02  3.5535e-04  1.1205e-01 -8.4075e-02 -2.1601e-01 -3.3727e-02 -2.2894e-01  1.5524e+00  1.3615e+00  1.5074e+00  1.3185e+00  9.4609e-01  1.0643e+00  1.7647e-01  4.8843e-01  6.4930e-01  1.2696e+00  8.8899e-01
  6.6000e+00  1.6533e+00  1.7364e+00  2.3572e-02 -3.0631e-01  4.7550e-01  1.1305e-01  6.7354e-02 -5.3426e+00  1.5972e+00  6.8215e-01  2.0084e+00  2.4926e+00  6.2467e-02  1.4367e-01  4.0817e-01  8.9892e-02 -1.0686e-01  8.1466e-02  3.8662e-01  1.5678e+00  1.3814e+00  1.9320e+00  1.8247e+00  1.5085e+00  1.6591e+00  9.1496e-01  2.1408e+00  2.1373e+00  1.3039e+00  9.0556e-01
  6.7000e+00  1.6526e+00  1.7319e+00  4.7140e-02 -3.2239e-01  3.9000e-01  1.4358e-01  1.6098e-01 -4.4385e+00  1.4209e+00  1.2088e+00  2.0146e+00  2.5149e+00  4.7214e-01  4.8254e-01  8.4266e-01  4.1159e-01  4.9753e-02  1.6265e-01  9.4371e-01  1.6050e+00  1.4509e+00  1.8757e+00  1.6824e+00  1.3845e+00  1.4547e+00  1.1649e+00  3.2445e+00  3.3210e+00  1.0977e+00  9.0112e-01
  6.8000e+00  1.6422e+00  1.7258e+00  9.9038e-02 -4.1543e-01  3.3948e-01  2.2599e-01  6.1302e-01  5.7656e-01  1.9429e+00  2.3617e+00  2.0232e+00  2.5532e+00  1.1011e+00  1.0237e+00  1.5166e+00  9.9341e-01  5.6524e-01  3.0603e-01  1.7634e+00  1.6522e+00  1.5531e+00  2.2045e+00  2.1345e+00  1.6639e+00  1.7925e+00  1.3097e+00  3.8094e+00  3.7741e+00  6.3439e-01  9.0448e-01
  6.9000e+00  1.6248e+00  1.7178e+00  1.0885e-01 -6.1558e-01  3.3026e-01  2.8459e-01  7.3453e-01  1.4235e+00  2.6311e+00  2.5076e+00  2.0276e+00  2.5612e+00  1.1203e+00  1.0779e+00  1.5971e+00  1.0533e+00  6.0618e-01  2.9844e-01  1.8588e+00  1.6655e+00  1.5725e+00  3.0185e+00  2.9940e+00  2.2936e+00  2.4701e+00  1.3592e+00  3.8866e+00  3.7152e+00  5.9286e-01  9.1033e-01
