log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	1.9595e+00	1.2430e+00	5.4628e-01	6.4718e-01	4.9647e-01	6.9472e-01	2.1820e+00	2.8993e-01	1.7747e-01	2.0972e+00
6.1	2.1470e+00	1.3918e+00	5.6179e-01	7.8603e-01	5.5784e-01	6.6877e-01	3.3655e+00	4.0458e-01	1.1596e-01	1.8854e+00
6.2	2.0079e+00	1.4294e+00	5.6841e-01	8.4343e-01	6.5362e-01	6.2859e-01	4.2014e+00	6.3512e-01	1.2698e-01	1.6626e+00
6.3	1.3228e+00	1.8841e+00	8.2356e-01	7.4209e-01	7.0902e-01	7.3472e-01	4.7998e+00	1.2213e+00	5.7852e-01	1.7825e+00
6.4	1.3597e+00	1.8343e+00	8.3110e-01	6.8351e-01	6.9089e-01	7.7895e-01	4.3249e+00	1.2874e+00	5.6815e-01	1.7775e+00
6.5	9.7451e-01	1.7405e+00	8.0267e-01	6.9150e-01	8.0052e-01	9.6433e-01	5.4619e+00	1.5581e+00	5.7483e-01	1.7732e+00
6.6	7.2688e-01	1.2744e+00	7.4673e-01	6.7946e-01	9.0921e-01	1.0132e+00	6.3850e+00	1.8027e+00	6.5116e-01	1.5344e+00
6.7	4.7989e-01	1.1784e+00	8.1766e-01	7.1910e-01	9.5650e-01	1.0405e+00	7.2192e+00	1.9617e+00	7.6822e-01	1.7557e+00
6.8	2.7509e-01	1.5457e+00	1.0360e+00	6.7534e-01	8.7162e-01	1.0317e+00	7.6423e+00	2.0970e+00	9.5804e-01	1.8074e+00
6.9	1.7161e-01	2.5385e+00	1.2543e+00	7.9792e-01	7.9465e-01	1.0297e+00	7.6524e+00	2.0770e+00	1.1680e+00	2.3005e+00
7.0	3.2318e-01	3.8470e+00	1.4225e+00	9.1815e-01	6.5091e-01	9.7592e-01	6.7186e+00	2.0546e+00	1.3939e+00	3.2909e+00
7.1	5.9930e-01	4.0528e+00	1.4282e+00	9.4942e-01	5.0418e-01	8.9592e-01	5.3110e+00	1.9379e+00	1.5267e+00	4.0293e+00
7.2	7.9941e-01	3.4658e+00	1.0452e+00	3.2241e-01	3.0626e-01	6.2994e-01	3.0627e+00	1.7836e+00	1.3539e+00	3.5100e+00
7.3	9.2091e-01	2.7961e+00	6.4078e-01	-4.8023e-01	8.4824e-02	3.0534e-01	1.1555e+00	1.8766e+00	1.2483e+00	1.7632e+00
7.4	1.0272e+00	2.7505e+00	6.2897e-01	-4.4290e-01	1.1779e-01	2.5515e-01	1.0100e+00	1.8661e+00	1.2158e+00	1.9389e+00
7.5	1.1291e+00	2.4431e+00	6.8437e-01	-3.2281e-01	1.0175e-01	1.7947e-01	8.0545e-01	1.8607e+00	1.2314e+00	1.6652e+00
7.6	1.1974e+00	2.0790e+00	7.5737e-01	-1.9188e-01	5.4570e-02	1.1148e-01	6.2335e-01	1.8531e+00	1.2428e+00	1.2574e+00
7.7	1.2289e+00	1.7201e+00	8.3392e-01	-6.0431e-02	-1.3956e-02	5.9127e-02	4.6484e-01	1.8623e+00	1.2534e+00	7.8607e-01
7.8	1.2251e+00	1.3281e+00	9.1561e-01	6.9157e-02	-9.5110e-02	8.5161e-03	2.9844e-01	1.8826e+00	1.2799e+00	2.4506e-01
7.9	1.1839e+00	9.0271e-01	9.8713e-01	1.8754e-01	-1.8977e-01	-4.2035e-02	1.4360e-01	1.9097e+00	1.3009e+00	-3.2539e-01
8.0	1.1246e+00	4.9489e-01	1.0428e+00	2.9206e-01	-2.8971e-01	-9.1736e-02	1.4880e-02	1.9419e+00	1.3257e+00	-8.9061e-01
8.1	1.0684e+00	1.4231e-01	1.0938e+00	3.9617e-01	-3.9127e-01	-1.3547e-01	-7.3603e-02	1.9827e+00	1.3695e+00	-1.3810e+00
8.2	1.0232e+00	-1.4041e-01	1.1469e+00	5.3650e-01	-5.0261e-01	-1.7648e-01	-1.2627e-01	2.0337e+00	1.4207e+00	-1.8073e+00
8.3	1.0011e+00	-2.9053e-01	1.1866e+00	7.5210e-01	-6.1713e-01	-2.2238e-01	-1.5101e-01	2.0794e+00	1.4667e+00	-2.1105e+00
8.4	1.0181e+00	-3.1282e-01	1.2119e+00	1.0614e+00	-7.2554e-01	-2.6919e-01	-1.4878e-01	2.1256e+00	1.5214e+00	-2.2899e+00
8.5	1.0890e+00	-1.3963e-01	1.2018e+00	1.5288e+00	-8.1437e-01	-3.3713e-01	-1.3221e-01	2.1664e+00	1.5734e+00	-2.3273e+00
8.6	1.2576e+00	3.1251e-01	1.1552e+00	2.3114e+00	-8.9332e-01	-4.5326e-01	-1.1121e-01	2.2333e+00	1.6492e+00	-2.2936e+00
8.7	1.5806e+00	1.2862e+00	1.0433e+00	3.5211e+00	-9.4985e-01	-7.0734e-01	-1.5282e-01	2.3572e+00	1.7439e+00	-2.1930e+00
8.8	2.1385e+00	2.9485e+00	8.5120e-01	5.1205e+00	-9.7978e-01	-1.2549e+00	-5.2073e-01	2.5666e+00	1.8664e+00	-2.0395e+00
8.9	3.0023e+00	5.4226e+00	5.5609e-01	6.7475e+00	-9.2054e-01	-2.5237e+00	-2.0307e+00	2.8584e+00	2.0124e+00	-1.7374e+00
9.0	4.1879e+00	8.2743e+00	1.7868e-01	7.9226e+00	-5.5726e-01	-5.6821e+00	-7.0821e+00	3.1570e+00	2.2196e+00	-1.2274e+00
9.1	4.5080e+00	8.7329e+00	-3.9622e-02	7.3512e+00	5.9386e-01	-1.2920e+01	-1.9843e+01	3.2955e+00	2.5635e+00	-3.4373e-01
9.2	5.7147e-01	8.7511e-01	3.5081e-01	9.9771e-01	8.7914e-01	-1.1087e+01	-1.9134e+01	3.1623e+00	3.1600e+00	1.0558e+00
9.3	3.0482e-01	4.2305e-01	2.6685e-01	1.9531e-01	3.1895e-01	-1.5674e+00	-3.0295e+00	3.1974e+00	4.0918e+00	2.9121e+00
9.4	2.5749e-01	4.0119e-01	1.9215e-01	1.1964e-01	1.6034e-01	-3.5464e-01	-6.2654e-01	4.4417e+00	5.2849e+00	4.9516e+00
9.5	2.3804e-01	3.8730e-01	1.6603e-01	1.0261e-01	9.0192e-02	-1.4393e-01	-1.2162e-01	6.7903e+00	6.3687e+00	6.7739e+00
9.6	2.4933e-01	4.1558e-01	1.5590e-01	1.0171e-01	5.6455e-02	-6.8339e-02	6.4312e-02	9.0876e+00	7.2915e+00	8.2536e+00
9.7	2.3465e-01	3.8679e-01	1.5511e-01	9.4537e-02	3.9898e-02	-2.6582e-02	1.5071e-01	1.0164e+01	7.8652e+00	9.3345e+00
9.8	2.4082e-01	3.9395e-01	1.6121e-01	1.0835e-01	2.9766e-02	-2.0939e-02	1.8474e-01	1.1209e+01	8.3924e+00	1.0272e+01
9.9	2.2165e-01	3.7880e-01	1.3799e-01	7.6247e-02	2.8860e-02	2.0129e-02	2.2484e-01	1.0337e+01	8.6198e+00	1.1314e+01
10.0	2.2652e-01	3.8399e-01	1.4295e-01	8.7096e-02	1.7538e-02	2.4343e-02	2.3784e-01	9.6356e+00	8.9226e+00	1.2596e+01
10.1	2.4830e-01	3.9901e-01	1.6625e-01	1.1480e-01	-2.6198e-03	1.3985e-02	2.3495e-01	8.8625e+00	8.9889e+00	1.3624e+01
10.2	2.3033e-01	3.8745e-01	1.4519e-01	8.9667e-02	5.0824e-03	3.0494e-02	2.2931e-01	4.7000e+00	7.2749e+00	1.3901e+01
10.3	2.3062e-01	3.8890e-01	1.4441e-01	8.9569e-02	4.2750e-03	3.1880e-02	2.3083e-01	3.5383e+00	6.5322e+00	1.4581e+01
10.4	2.2465e-01	3.6498e-01	1.5527e-01	9.0263e-02	-7.1771e-04	3.0794e-02	2.1920e-01	1.5338e+00	3.7095e+00	1.2433e+01
10.5	2.3180e-01	3.6128e-01	1.7579e-01	1.0280e-01	1.2528e-01	-6.1501e-01	-1.3238e+00	1.2119e+00	3.6907e+00	3.9676e+00
10.6	1.3411e+00	-1.1406e-01	1.2005e+00	2.4721e+00	-9.1855e-01	-4.5696e-01	-5.8024e-01	2.2592e+00	1.9397e+00	-2.0999e+00
10.7	1.0095e+00	-2.7947e-01	1.1611e+00	5.0654e-01	-5.2314e-01	-1.3310e-01	-1.5797e-01	2.0022e+00	1.4569e+00	-1.8302e+00
10.8	1.1080e+00	8.1867e-01	9.1418e-01	1.2968e-01	-1.9263e-01	-1.8141e-02	1.3252e-01	1.8098e+00	1.2414e+00	-3.6586e-01
10.9	8.2730e-01	1.5700e+00	7.9865e-01	2.4899e-01	2.9290e-01	5.9214e-01	2.6249e+00	1.2838e+00	1.0461e+00	3.3105e+00
11.0	3.8564e+00	3.9507e+00	2.7610e-01	2.8802e+00	-2.0560e-01	1.2573e+00	8.2878e+00	4.5567e+00	-7.7363e-01	3.9619e+00
