log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	1.6835e+00	1.0361e+00	4.4748e-01	5.0652e-01	4.5557e-01	3.4254e-01	1.6522e+00	2.0922e-01	1.4967e-01	2.1791e+00
6.1	1.8757e+00	1.1031e+00	4.5448e-01	6.0812e-01	4.8690e-01	3.9124e-01	2.6039e+00	2.5445e-01	1.1099e-01	1.9897e+00
6.2	1.8615e+00	1.2209e+00	4.7638e-01	6.8219e-01	5.6250e-01	3.0771e-01	3.4282e+00	3.9955e-01	7.8796e-02	1.8400e+00
6.3	1.2143e+00	1.9684e+00	7.1056e-01	6.1506e-01	6.5077e-01	4.9005e-01	4.3249e+00	1.0062e+00	4.7518e-01	1.7641e+00
6.4	1.2464e+00	1.7512e+00	7.2657e-01	5.6195e-01	6.0701e-01	4.6995e-01	3.6794e+00	1.0032e+00	4.7147e-01	1.7872e+00
6.5	9.0656e-01	1.7984e+00	7.0114e-01	5.6528e-01	7.1703e-01	6.1783e-01	4.7594e+00	1.1338e+00	4.5875e-01	1.6368e+00
6.6	7.1447e-01	1.5504e+00	6.9053e-01	5.0720e-01	7.6044e-01	7.0957e-01	5.5347e+00	1.4128e+00	5.4083e-01	1.3017e+00
6.7	4.9994e-01	1.3421e+00	7.6331e-01	4.7363e-01	7.6257e-01	8.2443e-01	6.4897e+00	1.7648e+00	7.2073e-01	1.0917e+00
6.8	2.6242e-01	1.4746e+00	8.9926e-01	5.2602e-01	7.6811e-01	9.3787e-01	7.5616e+00	1.9216e+00	8.2746e-01	1.3163e+00
6.9	1.3937e-01	2.2983e+00	1.1603e+00	6.2786e-01	6.7665e-01	9.6345e-01	7.3664e+00	1.9305e+00	9.9818e-01	2.0923e+00
7.0	2.3788e-01	3.3034e+00	1.3132e+00	7.2636e-01	5.4121e-01	8.9985e-01	6.4243e+00	1.8702e+00	1.2379e+00	2.8154e+00
7.1	4.7188e-01	3.7184e+00	1.3309e+00	8.2721e-01	4.3617e-01	8.3816e-01	5.1446e+00	1.7466e+00	1.4243e+00	3.5176e+00
7.2	6.9526e-01	3.1874e+00	1.1223e+00	5.4751e-01	2.6121e-01	6.8023e-01	3.2620e+00	1.6567e+00	1.4392e+00	3.0894e+00
7.3	8.0422e-01	2.4868e+00	7.0147e-01	-1.6930e-01	1.2148e-01	3.4548e-01	1.4373e+00	1.7067e+00	1.2166e+00	1.7416e+00
7.4	8.5340e-01	2.5758e+00	4.9338e-01	-4.1488e-01	1.7104e-01	2.4005e-01	1.0274e+00	1.6531e+00	1.0328e+00	2.0821e+00
7.5	9.5674e-01	2.2686e+00	5.4990e-01	-3.0040e-01	1.4375e-01	1.8075e-01	8.3622e-01	1.6761e+00	1.0730e+00	1.7174e+00
7.6	1.0423e+00	1.9738e+00	6.1394e-01	-1.9141e-01	1.0796e-01	1.2211e-01	6.6632e-01	1.6770e+00	1.0860e+00	1.3563e+00
7.7	1.0943e+00	1.6388e+00	6.9127e-01	-6.7606e-02	4.6907e-02	6.8380e-02	5.0318e-01	1.6739e+00	1.0927e+00	9.0569e-01
7.8	1.1087e+00	1.2953e+00	7.7537e-01	5.8583e-02	-2.9052e-02	1.9429e-02	3.3618e-01	1.6875e+00	1.1006e+00	3.9156e-01
7.9	1.0889e+00	9.4576e-01	8.5764e-01	1.7364e-01	-1.1153e-01	-2.6108e-02	1.7809e-01	1.7133e+00	1.1141e+00	-1.4524e-01
8.0	1.0458e+00	6.0252e-01	9.2975e-01	2.7270e-01	-1.9754e-01	-6.9456e-02	4.2511e-02	1.7455e+00	1.1350e+00	-6.7073e-01
8.1	9.9333e-01	2.8537e-01	9.9361e-01	3.6227e-01	-2.8606e-01	-1.1181e-01	-6.4239e-02	1.7827e+00	1.1678e+00	-1.1567e+00
8.2	9.4455e-01	1.3808e-02	1.0567e+00	4.6409e-01	-3.8075e-01	-1.5340e-01	-1.3978e-01	1.8293e+00	1.2174e+00	-1.5656e+00
8.3	9.1085e-01	-1.5430e-01	1.1072e+00	6.1205e-01	-4.8009e-01	-1.9942e-01	-1.8869e-01	1.8741e+00	1.2650e+00	-1.8651e+00
8.4	9.0587e-01	-2.1364e-01	1.1457e+00	8.2189e-01	-5.7815e-01	-2.4692e-01	-2.0944e-01	1.9218e+00	1.3131e+00	-2.0944e+00
8.5	9.4404e-01	-1.1592e-01	1.1560e+00	1.1357e+00	-6.6426e-01	-3.0147e-01	-2.0362e-01	1.9664e+00	1.3626e+00	-2.1850e+00
8.6	1.0541e+00	2.1691e-01	1.1329e+00	1.6674e+00	-7.4081e-01	-3.8608e-01	-1.8301e-01	2.0260e+00	1.4276e+00	-2.1852e+00
8.7	1.2774e+00	9.4142e-01	1.0612e+00	2.5182e+00	-8.0023e-01	-5.4184e-01	-1.7615e-01	2.1164e+00	1.5073e+00	-2.1326e+00
8.8	1.6928e+00	2.2272e+00	9.3417e-01	3.8085e+00	-8.5522e-01	-8.4304e-01	-2.8370e-01	2.2662e+00	1.6185e+00	-2.0825e+00
8.9	2.3663e+00	4.2968e+00	7.2760e-01	5.3460e+00	-8.9035e-01	-1.5205e+00	-8.9255e-01	2.4962e+00	1.7410e+00	-1.9592e+00
9.0	3.4053e+00	7.1058e+00	4.4447e-01	6.8476e+00	-8.5658e-01	-3.2126e+00	-3.4067e+00	2.7893e+00	1.8963e+00	-1.7168e+00
9.1	4.6325e+00	9.7628e+00	1.7092e-01	7.7085e+00	-5.9477e-01	-7.4082e+00	-1.0948e+01	3.0388e+00	2.1185e+00	-1.2285e+00
9.2	2.7622e+00	5.8459e+00	2.4830e-01	5.1913e+00	2.2608e-01	-1.4490e+01	-2.5012e+01	3.0538e+00	2.5086e+00	-3.2756e-01
9.3	4.6823e-01	6.8744e-01	3.5509e-01	5.9081e-01	4.0046e-01	-6.0217e+00	-1.1268e+01	2.8984e+00	3.1815e+00	1.0948e+00
9.4	2.7769e-01	4.2223e-01	2.2621e-01	1.5293e-01	2.0505e-01	-7.7397e-01	-1.5551e+00	3.1833e+00	4.1624e+00	2.8678e+00
9.5	2.5263e-01	4.1503e-01	1.7851e-01	1.1051e-01	1.2215e-01	-2.5950e-01	-4.2736e-01	4.8303e+00	5.2812e+00	4.6888e+00
9.6	2.5912e-01	4.4065e-01	1.5999e-01	1.0160e-01	8.4448e-02	-1.4041e-01	-1.3274e-01	7.1332e+00	6.2200e+00	6.1737e+00
9.7	2.3800e-01	4.0813e-01	1.5196e-01	9.2928e-02	6.3356e-02	-7.5952e-02	1.7116e-02	8.8772e+00	6.8798e+00	7.2307e+00
9.8	2.4432e-01	4.1643e-01	1.5803e-01	1.0474e-01	5.1010e-02	-5.9845e-02	7.9158e-02	1.0663e+01	7.5869e+00	8.3565e+00
9.9	2.3452e-01	4.0736e-01	1.4456e-01	8.9421e-02	4.0769e-02	-1.6026e-02	1.6478e-01	1.2113e+01	8.3154e+00	9.6784e+00
10.0	2.2130e-01	3.6459e-01	1.5775e-01	8.9151e-02	2.4590e-02	8.8850e-03	2.0493e-01	1.1822e+01	8.7428e+00	1.0883e+01
10.1	2.2052e-01	3.6405e-01	1.5612e-01	8.8577e-02	1.5435e-02	2.2681e-02	2.2186e-01	1.0308e+01	8.9298e+00	1.2219e+01
10.2	2.1417e-01	3.5018e-01	1.5148e-01	7.2740e-02	1.5084e-02	3.5103e-02	2.2586e-01	7.5766e+00	8.4275e+00	1.3275e+01
10.3	2.2784e-01	3.8270e-01	1.5876e-01	1.0798e-01	2.9473e-03	2.3544e-02	2.2798e-01	5.7858e+00	8.1245e+00	1.5011e+01
10.4	2.2120e-01	3.6665e-01	1.5514e-01	8.9001e-02	1.7994e-02	2.4852e-02	2.1549e-01	3.3808e+00	5.8300e+00	1.1325e+01
10.5	1.6534e+00	9.1712e-01	1.0233e+00	3.7206e+00	-8.5480e-01	-9.7235e-01	-1.6508e+00	2.1537e+00	2.2080e+00	-9.9550e-01
10.6	9.3414e-01	-6.0920e-01	1.2484e+00	8.9306e-01	-6.4512e-01	-1.7618e-01	-2.2946e-01	1.9874e+00	1.4995e+00	-2.1666e+00
10.7	9.9156e-01	4.9536e-01	8.9191e-01	2.2108e-01	-2.0492e-01	-5.0890e-02	2.1246e-02	1.6832e+00	1.1231e+00	-7.0538e-01
10.8	6.8689e-01	1.0062e+00	7.6658e-01	2.8734e-01	2.3892e-01	6.8706e-01	2.5696e+00	1.2437e+00	1.0445e+00	2.3843e+00
10.9	7.2824e-01	6.8723e-01	7.6857e-01	7.7357e-01	4.6255e-01	1.1981e+00	5.7837e+00	1.5309e+00	6.3516e-01	2.4260e+00
11.0	5.0674e+00	1.0261e+01	4.5639e-01	6.7992e+00	-4.7783e-01	-9.3843e+00	-1.0649e+01	5.5825e+00	4.4790e+00	1.4557e+01
